Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
London Journal,LOND J,0305-8034,146,0.615,0.538,0.452,0.783,23,10,21.4,0.00032,0.43,100,38.908,0.06764
LONG RANGE PLANNING,LONG RANGE PLANN,0024-6301,"7,522",8.802,8.047,7.874,2.929,56,10.1,12.2,0.0046,1.81,98.21,92.834,0.96443
Longitudinal and Life Course Studies,LONGITUD LIFE COURSE,1757-9597,440,1.104,1.083,1.623,0.25,24,6.8,11.1,0.00082,0.707,100,16.051,0.17386
LOW TEMPERATURE PHYSICS,LOW TEMP PHYS+,1063-777X,"2,089",0.923,0.668,0.89,0.202,168,7.9,13.8,0.00172,0.191,92.26,8.438,0.36082
Lubrication Science,LUBR SCI,0954-0075,943,1.985,1.791,2.024,0.533,45,8.1,7.7,0.00064,0.374,100,38.583,0.13564
LUMINESCENCE,LUMINESCENCE,1522-7235,"3,172",2.464,2.099,1.961,0.584,243,4.8,6.3,0.00267,0.276,95.47,34.337,0.56137
LUNG,LUNG,0341-2040,"3,180",2.584,2.508,2.582,1.13,108,6.1,7.2,0.0039,0.68,84.26,28.906,0.81723
LUNG CANCER,LUNG CANCER,0169-5002,"15,504",5.705,5.433,5.602,1.367,297,6,4.9,0.01966,1.448,91.92,75.255,4.11932
LUPUS,LUPUS,0961-2033,"8,616",2.911,2.626,2.913,0.454,229,8.1,8.5,0.00871,0.776,89.08,27.941,1.8252
Lupus Science & Medicine,LUPUS SCI MED,2053-8790,921,4.235,4,4.618,1.222,45,3.5,7.6,0.00247,1.389,80,51.471,0.51834
LUTS-Lower Urinary Tract Symptoms,LUTS,1757-5664,497,1.592,1.376,1.575,0.348,89,3.5,8.6,0.00075,0.354,95.51,18.333,0.15814
LWT-FOOD SCIENCE AND TECHNOLOGY,LWT-FOOD SCI TECHNOL,0023-6438,"44,205",4.952,4.52,5.383,1.292,"1,412",5.2,7.2,0.03463,0.753,99.22,80.208,7.25693
Lymphatic Research and Biology,LYMPHAT RES BIOL,1539-6851,"1,321",2.589,2.14,2.531,0.533,92,6.4,8.6,0.00142,0.606,97.83,34.786,0.29825
LYMPHOLOGY,LYMPHOLOGY,0024-7766,"1,173",1.286,1.262,2.295,1.4,15,11.4,9.1,0.00059,0.546,93.33,6.019,0.12371
M S-MEDECINE SCIENCES,M S-MED SCI,0767-0974,"1,008",0.818,0.564,0.735,0.358,159,6.5,5.9,0.00071,0.126,67.92,5.357,0.14954
M&SOM-Manufacturing & Service Operations Management,M&SOM-MANUF SERV OP,1523-4614,"4,936",7.6,6.32,7.609,3.375,80,8,8.3,0.00697,3.077,95,91.611,1.46051
mAbs,MABS-AUSTIN,1942-0862,"6,061",5.857,5.386,6.015,1.765,115,5.1,7.2,0.01025,1.697,97.39,75.357,2.14904
Macedonian Journal of Chemistry and Chemical engineering,MACED J CHEM CHEM EN,1857-5552,242,0.689,0.622,1.062,0.136,22,5.4,8.1,0.00017,0.13,100,10.029,0.03657
MACHINE LEARNING,MACH LEARN,0885-6125,"24,010",2.94,2.805,3.693,1.311,90,19.7,9,0.00439,1.202,100,56.071,0.92031
MACHINE VISION AND APPLICATIONS,MACH VISION APPL,0932-8092,"2,430",2.012,1.89,1.975,0.46,87,7.2,5.5,0.00186,0.454,100,37.34,0.39003
Machines,MACHINES,****-****,590,2.428,2.232,2.467,0.349,86,2.6,7,0.00078,0.355,93.02,51.864,0.16384
MACHINING SCIENCE AND TECHNOLOGY,MACH SCI TECHNOL,1091-0344,"1,480",2.255,2.071,2.482,0.75,60,8.5,8.2,0.00086,0.435,93.33,39.598,0.18099
MACROECONOMIC DYNAMICS,MACROECON DYN,1365-1005,"1,395",1.148,1.043,1.165,0.541,74,7.6,12.7,0.00237,0.509,100,24.801,0.49854
Macroheterocycles,MACROHETEROCYCLES,1998-9539,560,1.2,0.809,1.06,0.079,38,5.1,8.4,0.00039,0.128,86.84,19.832,0.08289
MACROMOLECULAR BIOSCIENCE,MACROMOL BIOSCI,1616-5187,"8,407",4.979,4.828,3.964,1.237,194,7.5,6.7,0.00554,0.667,87.11,72.114,1.16209
MACROMOLECULAR CHEMISTRY AND PHYSICS,MACROMOL CHEM PHYS,1022-1352,"11,061",2.527,2.449,2.47,1.017,229,10.8,7.1,0.00551,0.42,99.56,48.295,1.15584
MACROMOLECULAR MATERIALS AND ENGINEERING,MACROMOL MATER ENG,1438-7492,"7,525",4.367,4.132,4.149,1.052,250,5.9,5.6,0.00546,0.625,96.8,72.938,1.14432
MACROMOLECULAR RAPID COMMUNICATIONS,MACROMOL RAPID COMM,1022-1336,"16,251",5.734,5.482,4.905,1.105,390,7.4,6,0.01316,0.945,86.92,90.341,2.75869
Macromolecular Reaction Engineering,MACROMOL REACT ENG,1862-832X,"1,027",1.931,1.514,1.967,0.674,46,6.8,12.9,0.0006,0.277,97.83,32.933,0.12685
MACROMOLECULAR RESEARCH,MACROMOL RES,1598-5032,"3,590",2.227,1.94,1.941,0.858,169,6.2,7.1,0.00228,0.274,97.04,43.75,0.47908
MACROMOLECULAR THEORY AND SIMULATIONS,MACROMOL THEOR SIMUL,1022-1344,"1,229",1.53,1.303,1.577,0.534,58,10.6,12.9,0.00066,0.309,100,21.023,0.13856
MACROMOLECULES,MACROMOLECULES,0024-9297,"111,371",5.985,5.158,6.156,1.335,"1,055",10.8,9.1,0.05829,1.155,100,91.477,12.21336
Madera y Bosques,MADERA BOSQUES,2448-7597,490,0.689,0.515,0.988,0.049,61,6,12.2,0.00049,0.198,95.08,6.716,0.10473
Maderas-Ciencia y Tecnologia,MADERAS-CIENC TECNOL,0717-3644,955,1.576,1.356,1.938,0.367,49,5.2,10.8,0.00096,0.305,97.96,61.364,0.20275
Maejo International Journal of Science and Technology,MAEJO INT J SCI TECH,1905-7873,260,0.636,0.591,0.535,0.16,25,7.9,10.2,0.00014,0.111,96,14.384,0.03096
Magallania,MAGALLANIA,0718-2244,334,0.469,0.429,0.803,0.05,20,8.7,20.4,0.00078,0.537,100,8.523,0.1644
MAGAZINE OF CONCRETE RESEARCH,MAG CONCRETE RES,0024-9831,"4,740",2.503,2.216,2.436,1.289,97,10.7,10.1,0.00243,0.468,98.97,41.688,0.50963
MAGNESIUM RESEARCH,MAGNESIUM RES,0953-1424,798,1.115,1.038,1.767,0.5,12,11.4,8.3,0.00023,0.307,91.67,5.532,0.04833
MAGNETIC RESONANCE IMAGING,MAGN RESON IMAGING,0730-725X,"8,690",2.546,2.407,2.608,0.718,206,8.6,7.6,0.00787,0.747,99.03,42.164,1.64906
Magnetic Resonance Imaging Clinics of North America,MAGN RESON IMAGING C,1064-9689,"1,142",2.266,2.234,2.255,0.326,46,6.3,8.2,0.00138,0.561,73.91,31.716,0.28925
MAGNETIC RESONANCE IN CHEMISTRY,MAGN RESON CHEM,0749-1581,"4,450",2.447,2.03,1.925,0.901,152,12.1,10.8,0.00233,0.389,89.47,44.316,0.48952
Magnetic Resonance in Medical Sciences,MAGN RESON MED SCI,1347-3182,966,2.471,2.225,1.917,1.12,50,4.9,7.9,0.00124,0.476,98,39.925,0.26094
MAGNETIC RESONANCE IN MEDICINE,MAGN RESON MED,0740-3194,"38,556",4.668,3.236,4.616,1.13,682,10.7,8.1,0.02745,1.103,99.12,79.478,5.75246
MAGNETIC RESONANCE MATERIALS IN PHYSICS BIOLOGY AND MEDICINE,MAGN RESON MATER PHY,0968-5243,"1,817",2.31,2.23,2.168,1.083,109,7.2,7.9,0.00186,0.598,89.91,33.209,0.3912
Magnetochemistry,MAGNETOCHEMISTRY,****-****,656,2.193,1.807,2.313,0.729,70,3.2,7.5,0.00096,0.451,70,35.405,0.20245
Magnetohydrodynamics,MAGNETOHYDRODYNAMICS,0024-998X,654,0.576,0.434,0.578,0.14,43,13.7,10.5,0.00041,0.136,100,2.022,0.0868
MAGYAR ALLATORVOSOK LAPJA,MAGY ALLATORVOSOK,0025-004X,159,0.22,0.142,0.144,0.098,61,8.8,12.3,0.00006,0.018,93.44,2.397,0.01291
MAIN GROUP CHEMISTRY,MAIN GROUP CHEM,1024-1221,309,1.039,0.403,0.855,0.032,31,6.3,8.1,0.00012,0.068,100,17.039,0.02532
MAIN GROUP METAL CHEMISTRY,MAIN GROUP MET CHEM,0792-1241,263,1.068,0.977,0.894,0.296,27,8.4,8.6,0.00011,0.099,96.3,14.211,0.02401
MALACOLOGIA,MALACOLOGIA,0076-2997,951,0.625,0.625,2.889,0.071,14,21.2,15.2,0.00051,0.932,100,11.714,0.10852
MALARIA JOURNAL,MALARIA J,****-****,"15,906",2.979,2.236,3.122,0.608,439,5.9,7.2,0.02387,0.933,94.76,60.803,5.00264
Malawi Medical Journal,MALAWI MED J,1995-7262,"1,063",0.875,0.875,1.491,0.063,32,8.3,8,0.00107,0.492,96.88,6.65,0.22519
Malaysian Journal of Computer Science,MALAYS J COMPUT SCI,0127-9084,166,0.622,0.608,0.799,0.129,31,4.5,8.5,0.00023,0.167,93.55,6.834,0.04839
Malaysian Journal of Library & Information Science,MALAYS J LIBR INF SC,1394-6234,272,1.25,1.1,1.32,0.1,20,6.1,7.2,0.00028,0.278,100,29.651,0.05987
Malaysian Journal of Pathology,MALAYS J PATHOL,0126-8635,473,0.656,0.602,0.786,1.444,63,5.1,8.2,0.00039,0.172,80.95,5.844,0.08292
MALIMBUS,MALIMBUS,0331-3689,30,0,0,Not Available,0,2,Not Available,Not Available,0.00002,Not Available,100,5.357,0.0047
Mammal Research,MAMMAL RES,2199-2401,481,1.722,1.611,1.847,0.424,99,3.1,12.8,0.0011,0.454,97.98,58,0.23132
MAMMAL REVIEW,MAMMAL REV,0305-1838,"2,908",4.927,4.636,5.614,2.105,57,11.3,9.7,0.00187,1.433,24.56,90.114,0.39256
MAMMAL STUDY,MAMM STUDY,1343-4152,423,0.656,0.557,0.826,0.235,34,8.7,13.3,0.00028,0.184,97.06,13.429,0.0591
MAMMALIA,MAMMALIA,0025-1461,"1,673",0.944,0.869,1.003,0.521,73,15.2,13.7,0.00085,0.223,98.63,26,0.17812
MAMMALIAN BIOLOGY,MAMM BIOL,1616-5047,"2,275",1.863,1.76,2.278,0.313,80,7,12.3,0.00262,0.581,98.75,64.286,0.55009
MAMMALIAN GENOME,MAMM GENOME,0938-8990,"3,060",2.957,2.926,2.958,0.667,27,12.1,7.6,0.0027,1.007,100,40.998,0.56709
Management & Organizational History,MANAG ORGAN HIST,1744-9359,376,1.258,1.161,1.735,0.1,20,7.4,20,0.00052,0.619,100,59.592,0.11081
Management Accounting Research,MANAGE ACCOUNT RES,1044-5005,"3,051",3.688,3.406,6.71,1.313,16,11.5,13.5,0.00151,1.578,100,61.556,0.31658
Management and Organization Review,MANAGE ORGAN REV,1740-8776,"2,055",2.373,2.136,3.325,1.425,40,8.9,12.5,0.00133,0.844,97.5,24.558,0.28024
Management Communication Quarterly,MANAGE COMMUN Q,0893-3189,"1,926",2.34,2.021,2.57,0.576,33,11.8,9.8,0.00131,0.902,100,34.221,0.27621
MANAGEMENT DECISION,MANAGE DECIS,0025-1747,"8,457",4.957,4.469,4.816,0.858,211,7.8,10.5,0.00506,0.717,97.16,61.755,1.06116
MANAGEMENT INTERNATIONAL REVIEW,MANAGE INT REV,0938-8249,"3,031",3.721,3.426,5.062,0.76,25,9.8,11.9,0.00198,1.198,100,46.681,0.41608
MANAGEMENT LEARNING,MANAGE LEARN,1350-5076,"2,492",4.952,3.774,4.348,0.833,54,10.2,10,0.00169,1.059,100,62.611,0.35426
Management of Biological Invasions,MANAG BIOL INVASION,1989-8649,777,2.663,2.36,2.574,0.609,46,3.8,8.7,0.00133,0.58,100,60.833,0.27898
MANAGEMENT SCIENCE,MANAGE SCI,0025-1909,"45,297",4.883,4.63,6.619,1.532,293,15.8,11.5,0.05102,4.068,99.32,69.63,10.6905
MANAGERIAL AND DECISION ECONOMICS,MANAG DECIS ECON,0143-6570,"1,775",0.975,0.669,1.109,0.385,186,12.6,10.9,0.0009,0.258,100,11.142,0.19016
Managerial Auditing Journal,MANAG AUDIT J,0268-6902,"2,126",1.905,1.619,2.714,0.385,52,10.9,11,0.00074,0.365,96.15,27.731,0.15649
MANCHESTER SCHOOL,MANCH SCH,1463-6786,"1,497",1.2,1.125,1.059,0.172,57,16.1,10.6,0.00076,0.364,100,26.923,0.16033
MANUFACTURING ENGINEERING,MANUF ENG,0361-0853,131,0.08,0.08,0.067,0.046,65,14.5,Not Available,0.00003,0.01,100,1,0.00827
MANUSCRIPTA MATHEMATICA,MANUSCRIPTA MATH,0025-2611,"2,227",0.839,0.806,0.702,0.247,170,20.4,16.5,0.00284,0.698,100,39.242,0.59653
MAPAN-Journal of Metrology Society of India,MAPAN-J METROL SOC I,0970-3950,354,1.009,0.574,0.977,0.324,74,3.7,9.6,0.00023,0.104,89.19,11.641,0.0498
Marine and Coastal Fisheries,MAR COAST FISH,1942-5120,929,1.568,1.494,1.938,0.5,28,7.1,9.6,0.00116,0.542,100,36.136,0.24443
MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,MAR FRESHW BEHAV PHY,1023-6244,868,0.891,0.848,1.344,0.278,18,11,12.3,0.00045,0.291,100,15.909,0.09481
MARINE AND FRESHWATER RESEARCH,MAR FRESHWATER RES,1323-1650,"6,512",2.07,1.904,2.162,0.882,228,9.7,11.3,0.00462,0.519,91.23,54.977,0.96894
MARINE AND PETROLEUM GEOLOGY,MAR PETROL GEOL,0264-8172,"19,822",4.348,3.5,4.973,1.236,615,5.9,12.9,0.02026,1.045,97.72,82.663,4.24486
Marine Biodiversity,MAR BIODIVERS,1867-1616,"1,647",1.533,1.448,1.756,0.536,110,3.6,14.3,0.00313,0.45,97.27,35.947,0.65744
MARINE BIOLOGY,MAR BIOL,0025-3162,"20,656",2.573,2.447,2.778,0.564,165,17.2,11.8,0.00757,0.725,95.15,72.273,1.58719
Marine Biology Research,MAR BIOL RES,1745-1000,"1,685",1.298,1.266,1.499,0.327,49,7.2,14.9,0.00163,0.38,100,24.113,0.34228
MARINE BIOTECHNOLOGY,MAR BIOTECHNOL,1436-2228,"3,784",3.619,3.151,3.322,0.775,80,9.7,8.9,0.00202,0.603,98.75,73.581,0.42437
MARINE CHEMISTRY,MAR CHEM,0304-4203,"11,297",3.807,3.484,4.186,0.793,87,14.5,12,0.00635,1.163,100,76.076,1.33186
Marine Drugs,MAR DRUGS,****-****,"21,622",5.118,4.098,5.951,1.402,646,4.9,7.5,0.01773,0.775,81.58,80.237,3.71506
MARINE ECOLOGY PROGRESS SERIES,MAR ECOL PROG SER,0171-8630,"44,961",2.824,2.624,3.09,0.708,370,14.2,11.8,0.01788,0.83,98.38,67.205,3.74786
Marine Ecology-An Evolutionary Perspective,MAR ECOL-EVOL PERSP,0173-9565,"2,646",1.693,1.627,1.899,0.14,43,10.5,12.2,0.00197,0.484,95.35,46.818,0.41342
MARINE ENVIRONMENTAL RESEARCH,MAR ENVIRON RES,0141-1136,"8,996",3.13,2.867,4.368,1.14,292,6.6,10.1,0.00782,0.896,97.26,59.524,1.64012
Marine Genomics,MAR GENOM,1874-7787,"1,306",1.71,1.634,1.969,0.925,53,5.1,9.4,0.00203,0.467,92.45,15.143,0.42701
MARINE GEODESY,MAR GEOD,0149-0419,"1,275",1.667,1.526,1.732,0.629,35,10.6,9.5,0.00072,0.394,100,28.915,0.15213
MARINE GEOLOGY,MAR GEOL,0025-3227,"16,994",3.548,3.118,4.035,0.877,220,14.4,12.3,0.00799,1.009,100,75.215,1.6756
MARINE GEOPHYSICAL RESEARCH,MAR GEOPHYS RES,0025-3235,"1,362",2.693,2.667,2.477,0.286,21,12.7,14.2,0.00099,0.646,100,58.912,0.20752
MARINE GEORESOURCES & GEOTECHNOLOGY,MAR GEORESOUR GEOTEC,1064-119X,"1,813",2.673,2.014,2.378,1.09,212,3.4,9.8,0.00193,0.404,99.06,55.943,0.40546
MARINE MAMMAL SCIENCE,MAR MAMMAL SCI,0824-0469,"4,445",2.09,1.834,2.318,0.657,140,12.2,12.6,0.00249,0.601,97.14,65.513,0.52291
MARINE MICROPALEONTOLOGY,MAR MICROPALEONTOL,0377-8398,"4,069",2.415,2.117,2.565,1.055,73,15.3,16.1,0.0014,0.639,97.26,87.963,0.29496
MARINE ORNITHOLOGY,MAR ORNITHOL,1018-3337,540,0.768,0.594,Not Available,0.175,40,11.7,12.3,0.00034,Not Available,100,26.786,0.07314
MARINE POLICY,MAR POLICY,0308-597X,"12,969",4.173,3.52,4.072,1.005,441,5.2,7.2,0.01592,0.903,98.64,80.211,3.3366
MARINE POLLUTION BULLETIN,MAR POLLUT BULL,0025-326X,"48,810",5.553,4.568,5.907,1.174,"1,003",6.1,7.8,0.03696,0.927,96.81,88.553,7.74522
Marine Resource Economics,MAR RESOUR ECON,0738-1360,"1,131",2.147,1.882,2.667,1.143,21,11.7,9.6,0.00073,0.697,100,46.174,0.15346
MARINE STRUCTURES,MAR STRUCT,0951-8339,"3,518",3.458,3.084,3.704,1.287,122,6,8.6,0.00335,0.754,96.72,81.526,0.70312
MARINE TECHNOLOGY SOCIETY JOURNAL,MAR TECHNOL SOC J,0025-3324,"1,069",0.708,0.673,0.83,0.163,43,10.3,7.2,0.00054,0.191,97.67,14.351,0.11393
Maritime Economics & Logistics,MARIT ECON LOGIST,1479-2931,"1,241",3.119,2.271,2.986,0.791,43,8.5,9.1,0.00088,0.6,100,44.595,0.18507
Maritime Policy & Management,MARIT POLICY MANAG,0308-8839,"2,600",3.778,3.496,3.514,0.619,118,7.4,7.3,0.00222,0.743,95.76,58.108,0.46515
Marketing Intelligence & Planning,MARK INTELL PLAN,0263-4503,"3,222",3.491,2.755,4.357,0.65,100,8.2,9,0.00158,0.566,95,41.503,0.33218
MARKETING LETTERS,MARKET LETT,0923-0645,"3,322",2.8,2.717,3.777,0.689,45,12.3,11.3,0.00231,1.005,97.78,27.124,0.48589
MARKETING SCIENCE,MARKET SCI,0732-2399,"9,096",3.716,3.461,5.293,1.684,57,12.9,10.3,0.00809,3.07,100,44.118,1.69544
Marketing Theory,MARKETING THEOR,1470-5931,"2,954",4.25,3.308,5.362,0.925,40,9.4,11.1,0.00175,1.235,100,48.693,0.36754
Markov Processes and Related Fields,MARKOV PROCESS RELAT,1024-2953,328,0.556,0.492,0.456,0.114,35,11,17.6,0.00051,0.313,100,3.6,0.10787
Mass Communication and Society,MASS COMMUN SOC,1520-5436,"2,312",3.309,3.059,4.32,0.745,55,8.9,8.6,0.00334,1.825,98.18,73.936,0.70067
MASS SPECTROMETRY REVIEWS,MASS SPECTROM REV,0277-7037,"4,513",10.946,10.518,9.617,2.239,67,9.6,9.3,0.00347,2.394,0,98.837,0.72824
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,MATCH-COMMUN MATH CO,0340-6253,"2,691",2.497,1.863,2.069,0.646,79,8.2,9.6,0.00218,0.487,94.94,49.583,0.45674
MATERIALE PLASTICE,MATER PLAST,2668-8220,707,0.593,0.341,0.564,0.155,129,4.1,7.7,0.00046,0.055,99.22,4.627,0.09808
MATERIALES DE CONSTRUCCION,MATER CONSTRUCC,0465-2746,"1,110",1.619,1.508,2.285,0.414,29,7.9,8.2,0.00067,0.398,100,22.586,0.14179
Materiali in Tehnologije,MATER TEHNOL,1580-2949,984,0.638,0.563,0.743,0.039,127,5.6,8,0.00081,0.111,99.21,8.074,0.17101
Materials,MATERIALS,****-****,"52,459",3.623,3.099,3.92,0.861,"5,758",2.7,6.8,0.06041,0.597,93.59,63.145,12.6567
MATERIALS & DESIGN,MATER DESIGN,0264-1275,"71,936",7.991,7.287,7.097,2.04,931,5.4,5.8,0.06983,1.258,97.74,82.836,14.63182
MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION,MATER CORROS,0947-5117,"3,791",2.097,1.452,1.908,0.636,253,7.2,7.7,0.00216,0.276,100,47.365,0.45458
MATERIALS AND MANUFACTURING PROCESSES,MATER MANUF PROCESS,1042-6914,"8,140",4.616,3.22,3.942,1.048,248,5.4,5.8,0.00501,0.463,93.95,66.157,1.0517
MATERIALS AND STRUCTURES,MATER STRUCT,1359-5997,"14,317",3.428,3.201,4.04,0.63,138,9.5,8.4,0.0105,0.858,100,63.635,2.19994
MATERIALS AT HIGH TEMPERATURES,MATER HIGH TEMP,0960-3409,"1,262",1.632,1.474,1.758,1.145,55,6.3,11.4,0.00122,0.383,100,33.064,0.25608
MATERIALS CHARACTERIZATION,MATER CHARACT,1044-5803,"17,387",4.342,3.987,4.256,1.005,599,5.1,7.7,0.01837,0.802,98.83,81.13,3.84983
MATERIALS CHEMISTRY AND PHYSICS,MATER CHEM PHYS,0254-0584,"37,600",4.094,3.849,3.538,1.749,"1,535",6.6,6.8,0.02258,0.515,99.48,62.537,4.73132
Materials Chemistry Frontiers,MATER CHEM FRONT,****-****,"6,266",6.482,6.116,6.762,2.378,304,2.3,4.9,0.01066,1.264,76.64,77.12,2.23343
MATERIALS EVALUATION,MATER EVAL,0025-5327,454,0.556,0.475,0.341,0.162,37,17.3,8.2,0.00019,0.077,100,1.563,0.04164
Materials Horizons,MATER HORIZ,2051-6347,"10,285",13.266,12.936,14.931,4.293,270,2.9,4.9,0.01797,3.186,78.52,91.026,3.76688
MATERIALS LETTERS,MATER LETT,0167-577X,"55,950",3.423,3.266,3.003,1.041,"1,667",5.9,5.3,0.04252,0.463,100,59.653,8.90874
MATERIALS RESEARCH BULLETIN,MATER RES BULL,0025-5408,"25,835",4.641,4.331,3.538,1.968,311,7.3,5.7,0.01497,0.508,99.04,67.612,3.13798
Materials Research Express,MATER RES EXPRESS,****-****,"16,852",1.62,1.507,1.618,0.683,"1,588",1.9,6.9,0.02274,0.235,98.8,18.955,4.76512
Materials Research Letters,MATER RES LETT,2166-3831,"3,298",7.323,7.203,8.597,1.633,60,3.5,7,0.00637,2.133,100,80.448,1.33466
Materials Research-Ibero-american Journal of Materials,MATER RES-IBERO-AM J,1516-1439,"5,789",1.524,1.395,2.01,0.219,160,5.8,8.6,0.00443,0.292,100,17.164,0.92893
MATERIALS SCIENCE,MATER SCI+,1068-820X,950,0.675,0.351,0.665,0.059,118,8.1,11.2,0.00047,0.081,100,6.418,0.10049
Materials Science & Engineering C-Materials for Biological Applications,MAT SCI ENG C-MATER,0928-4931,"50,537",7.328,6.932,6.654,2.681,"1,074",3.9,6.7,0.04773,0.902,96,83.75,10.00032
MATERIALS SCIENCE & ENGINEERING R-REPORTS,MAT SCI ENG R,0927-796X,"8,652",36.214,36,36.431,8.846,26,10.8,7,0.00477,7.133,0,98.249,1.00027
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,MAT SCI ENG A-STRUCT,0921-5093,"102,263",5.234,4.425,5.266,1.391,"1,386",8.7,7.5,0.06007,0.869,99.78,72.688,12.58675
Materials Science and Engineering B-Advanced Functional Solid-State Materials,MATER SCI ENG B-ADV,0921-5107,"11,914",4.051,3.799,4.316,0.378,254,10.4,7.8,0.00528,0.649,97.64,65.966,1.10785
MATERIALS SCIENCE AND TECHNOLOGY,MATER SCI TECH-LOND,0267-0836,"9,609",1.92,1.818,2.475,0.385,226,11.3,9,0.00597,0.483,95.13,41.824,1.25102
MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,MAT SCI SEMICON PROC,1369-8001,"11,415",3.927,3.701,3.255,1.61,485,4.2,6.4,0.01232,0.483,98.35,69.057,2.5814
Materials Science-Medziagotyra,MATER SCI-MEDZG,1392-1320,810,0.617,0.55,0.67,0.211,76,7.6,8.7,0.00044,0.098,100,4.925,0.09254
MATERIALS SCIENCE-POLAND,MATER SCI-POLAND,2083-134X,"1,408",1.022,1.016,1.32,0.127,63,5.9,10.9,0.00108,0.198,100,12.687,0.22831
MATERIALS TECHNOLOGY,MATER TECHNOL,1066-7857,"2,358",3.846,2.585,2.604,0.955,245,4,6.2,0.00154,0.263,98.37,57.761,0.32366
Materials Testing,MATER TEST,0025-5300,"1,267",1.589,1.042,1.177,0.679,168,3,7.1,0.00095,0.12,98.21,42.188,0.1999
Materials Today,MATER TODAY,1369-7021,"20,082",31.041,30.703,36.768,6.917,133,5.6,4.9,0.02245,8.046,80.45,97.761,4.70396
Materials Today Advances,MATER TODAY ADV,2590-0498,258,7.579,7.474,7.579,1.462,78,1.1,5,0.00039,2.007,53.85,81.343,0.08226
Materials Today Bio,MATER TODAY BIO,2590-0064,264,7.348,7.174,7.348,2.136,44,1.2,5.8,0.00028,1.211,81.82,86.181,0.06007
Materials Today Chemistry,MATER TODAY CHEM,2468-5194,"1,760",8.301,8.103,7.44,1.346,162,1.9,6.3,0.00257,1.207,87.65,84.781,0.5391
Materials Today Communications,MATER TODAY COMMUN,2352-4928,"3,065",3.383,3.206,3.145,0.914,964,1.9,7.2,0.00361,0.508,99.17,50.896,0.75747
Materials Today Energy,MATER TODAY ENERGY,2468-6069,"2,876",7.311,6.974,7.122,1.505,198,2.2,4.4,0.00484,1.299,95.96,80.788,1.01462
Materials Today Nano,MATER TODAY NANO,2588-8420,569,8.109,7.855,8.127,3.486,35,1.8,5.5,0.00093,1.649,37.14,79.632,0.1957
Materials Today Physics,MATER TODAY PHYS,2542-5293,"1,508",9.298,8.606,10.893,1.914,93,2.2,4.8,0.00297,2.367,92.47,88.5,0.62293
Materials Today Sustainability,MATER TODAY SUSTAIN,2589-2347,133,4.524,4.333,4.524,1.407,27,1.4,5.2,0.00013,0.634,62.96,57.492,0.0287
MATERIALS TRANSACTIONS,MATER TRANS,1345-9678,"10,759",1.389,1.017,1.215,0.245,359,12.9,10.1,0.00362,0.214,98.89,27.048,0.75939
MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK,MATERIALWISS WERKST,0933-5137,"1,564",0.854,0.783,0.849,0.224,152,8.6,8.7,0.00089,0.133,98.68,9.104,0.18673
Materia-Rio de Janeiro,MATERIA-BRAZIL,1517-7076,618,0.312,0.272,0.482,0.075,241,4.2,9.1,0.0006,0.063,99.17,1.642,0.12745
MATERNAL AND CHILD HEALTH JOURNAL,MATERN CHILD HLTH J,1092-7875,"8,189",2.276,2.194,2.874,0.492,254,6.4,7,0.01221,0.943,95.67,45.17,2.55864
Maternal and Child Nutrition,MATERN CHILD NUTR,1740-8695,"4,753",3.092,2.682,3.977,1.264,235,4.4,6.9,0.00898,1.195,94.04,55.662,1.8818
MATHEMATICA SCANDINAVICA,MATH SCAND,0025-5521,"1,321",0.721,0.721,0.616,0.077,39,35.6,17.1,0.00096,0.547,100,29.848,0.2031
Mathematica Slovaca,MATH SLOVACA,0139-9918,965,0.77,0.7,0.567,0.153,118,7.7,12.4,0.00153,0.242,100,33.485,0.32099
MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,MATH COMP MODEL DYN,1387-3954,511,0.945,0.855,0.939,0.16,25,9.7,8.2,0.00033,0.222,100,14.864,0.07026
MATHEMATICAL BIOSCIENCES,MATH BIOSCI,0025-5564,"7,246",2.144,2.045,2.129,2.174,69,15.9,9.5,0.00431,0.6,95.65,43.646,0.90475
Mathematical Biosciences and Engineering,MATH BIOSCI ENG,1547-1063,"2,690",2.08,1.811,1.887,0.866,448,2.7,7.6,0.00301,0.415,97.77,37.069,0.63111
Mathematical Communications,MATH COMMUN,1331-0623,321,1.075,1.025,0.941,0.25,20,8.4,11.6,0.00043,0.411,100,47.074,0.09052
