Journal	JournalFullName	ISSN	2022IF	2022AI
UCHEN ZAP KAZ U-MAT	UCHENYE ZAPISKI KAZANSKOGO UNIVERSITETA-SERIYA FIZIKO-MATEMATICHESKIE NAUKI	2541-7746	0.3	0.054
UCJC BUS SOC REV	UCJC BUSINESS AND SOCIETY REVIEW	1698-5117	0.3	0.056
UCLA LAW REV	UCLA LAW REVIEW	0041-5650	2.4	1.304
UFA MATH J	UFA MATHEMATICAL JOURNAL	2074-1863	0.5	0.229
UHOD-ULUSLAR HEMATOL	UHOD-ULUSLARARASI HEMATOLOJI-ONKOLOJI DERGISI	1306-133X	0.6	0.059
UIS ING	UIS INGENIERIAS	1657-4583	0.3	0.032
UKR FOOD J	UKRAINIAN FOOD JOURNAL	2304-974X	0.5	0.056
UKR ISTORYCHNYI ZH	UKRAINSKYI ISTORYCHNYI ZHURNAL	0130-5247	0.3	0.269
UKR J PHYS	UKRAINIAN JOURNAL OF PHYSICS	2071-0186	0.5	0.075
UKR J PHYS OPT	UKRAINIAN JOURNAL OF PHYSICAL OPTICS	1609-1833	3.9	0.359
UKR MATH J+	UKRAINIAN MATHEMATICAL JOURNAL	0041-5995	0.5	0.189
UKR METROL J	UKRAINIAN METROLOGICAL JOURNAL	2306-7039	0.1	0.0
ULTRAMICROSCOPY	ULTRAMICROSCOPY	0304-3991	2.2	0.729
ULTRASCHALL MED	ULTRASCHALL IN DER MEDIZIN	0172-4614	3.4	1.117
ULTRASON SONOCHEM	ULTRASONICS SONOCHEMISTRY	1350-4177	8.4	1.006
ULTRASONIC IMAGING	ULTRASONIC IMAGING	0161-7346	2.3	0.336
ULTRASONICS	ULTRASONICS	0041-624X	4.2	0.67
ULTRASONOGRAPHY	ULTRASONOGRAPHY	2288-5919	3.1	0.796
ULTRASOUND	ULTRASOUND	1742-271X	0.8	0.32
ULTRASOUND INT OPEN	ULTRASOUND INTERNATIONAL OPEN	2509-596X	3.2	0.788
ULTRASOUND J	ULTRASOUND JOURNAL	2036-3176	3.4	0.864
ULTRASOUND MED BIOL	ULTRASOUND IN MEDICINE AND BIOLOGY	0301-5629	2.9	0.677
ULTRASOUND OBST GYN	ULTRASOUND IN OBSTETRICS & GYNECOLOGY	0960-7692	7.1	2.07
ULTRASOUND Q	ULTRASOUND QUARTERLY	0894-8771	1.3	0.294
ULTRASTRUCT PATHOL	ULTRASTRUCTURAL PATHOLOGY	0191-3123	1.0	0.197
ULUS TRAVMA ACIL CER	ULUSAL TRAVMA VE ACIL CERRAHI DERGISI-TURKISH JOURNAL OF TRAUMA & EMERGENCY SURGERY	1306-696X	1.1	0.226
ULUSLAR ILISKILER	ULUSLARARASI ILISKILER-INTERNATIONAL RELATIONS	1304-7310	1.0	0.225
UMENI-ART	UMENI-ART	0049-5123	0.0	0.108
UNDERGR SPACE	UNDERGROUND SPACE	2096-2754	6.4	0.96
UNDERSEA HYPERBAR M	UNDERSEA AND HYPERBARIC MEDICINE	1066-2936	0.9	0.288
UNDERWATER TECHNOL	UNDERWATER TECHNOLOGY	1756-0543	0.4	0.131
UNFALLCHIRURGIE	UNFALLCHIRURGIE	2731-7021	0.8	0.155
UNICIENCIA	UNICIENCIA	1011-0275	0.8	0.127
UNIF LAW REV	UNIFORM LAW REVIEW	1124-3694	0.3	0.042
UNI-PLURIVERSIDAD	UNI-PLURIVERSIDAD	1657-4249	0.2	0.066
UNITED EUR GASTROENT	UNITED EUROPEAN GASTROENTEROLOGY JOURNAL	2050-6406	6.0	1.734
UNIV MED	UNIVERSITAS MEDICA	0041-9095	0.2	0.027
UNIV PSYCHOL	UNIVERSITAS PSYCHOLOGICA	1657-9267	0.3	0.144
UNIV TOR J UNDERGRAD	UNIVERSITY OF TORONTO JOURNAL OF UNDERGRADUATE LIFE SCIENCES	1911-8899	0.2	0.021
UNIV TOR MED J	UNIVERSITY OF TORONTO MEDICAL JOURNAL	0833-2207	0.7	0.208
UNIV WEST AUST LAW R	UNIVERSITY OF WESTERN AUSTRALIA LAW REVIEW	0042-0328	0.5	0.119
UNIVERSA MED	UNIVERSA MEDICINA	1907-3062	0.3	0.05
UNIVERSAL ACCESS INF	UNIVERSAL ACCESS IN THE INFORMATION SOCIETY	1615-5289	2.4	0.424
UNIVERSE-BASEL	UNIVERSE	2218-1997	2.9	0.673
UNIVERSITAS	UNIVERSITAS-REVISTA DE CIENCIAS SOCIALES Y HUMANAS	1390-3837	0.5	0.195
UNIVERSITAS-TAIWAN	UNIVERSITAS-MONTHLY REVIEW OF PHILOSOPHY AND CULTURE	1015-8383	0.0	0.003
UNIVERSUM-TALCA	UNIVERSUM-REVISTA DE HUMANIDADES Y CIENCIAS SOCIALES	0718-2376	0.2	0.236
UNMANNED SYST	UNMANNED SYSTEMS	2301-3850	5.3	0.677
UNTERRICHTSPRAXIS	UNTERRICHTSPRAXIS-TEACHING GERMAN	0042-062X	0.3	0.136
UPDATES SURG	UPDATES IN SURGERY	2038-131X	2.6	0.624
UPRAVLENETS	UPRAVLENETS-THE MANAGER	2218-5003	0.5	0.044
UPSALA J MED SCI	UPSALA JOURNAL OF MEDICAL SCIENCES	0300-9734	3.4	0.776
URBAN AFF REV	URBAN AFFAIRS REVIEW	1078-0874	2.1	0.988
URBAN CLIM	URBAN CLIMATE	2212-0955	6.4	1.021
URBAN DES INT	URBAN DESIGN INTERNATIONAL	1357-5317	2.6	0.561
URBAN ECOSYST	URBAN ECOSYSTEMS	1083-8155	2.9	0.681
URBAN EDUC	URBAN EDUCATION	0042-0859	2.3	1.301
URBAN FOR URBAN GREE	URBAN FORESTRY & URBAN GREENING	1618-8667	6.4	0.947
URBAN FORUM	URBAN FORUM	1015-3802	1.4	0.0
URBAN GEOGR	URBAN GEOGRAPHY	0272-3638	3.8	1.442
URBAN HIST	URBAN HISTORY	0963-9268	0.6	0.545
URBAN HIST REV	URBAN HISTORY REVIEW-REVUE D HISTOIRE URBAINE	0703-0428	0.1	0.054
URBAN MORPHOL	URBAN MORPHOLOGY	1027-4278	1.1	0.303
URBAN PLAN	URBAN PLANNING	2183-7635	1.8	0.542
URBAN POLICY RES	URBAN POLICY AND RESEARCH	0811-1146	1.8	0.72
URBAN RAIL TRANSIT	URBAN RAIL TRANSIT	2199-6687	1.5	0.352
URBAN RES PRACT	URBAN RESEARCH & PRACTICE	1753-5069	2.1	0.61
URBAN SCI	URBAN SCIENCE	2413-8851	2.0	0.508
URBAN STUD	URBAN STUDIES	0042-0980	4.7	1.545
URBAN WATER J	URBAN WATER JOURNAL	1573-062X	2.7	0.449
URBANI IZZIV	URBANI IZZIV-URBAN CHALLENGE	0353-6483	1.3	0.286
URBANITIES	URBANITIES-JOURNAL OF URBAN ETHNOGRAPHY	2239-5725	0.7	0.025
URBANO	URBANO	0717-3997	0.5	0.132
URBE-CURITIBA	URBE-REVISTA BRASILEIRA DE GESTAO URBANA	2175-3369	0.3	0.109
URDIMENTO	URDIMENTO-REVISTA DE ESTUDOS EM ARTES CENICAS	1414-5731	0.0	0.074
UROGYNECOLOGY	UROGYNECOLOGY	2771-1897	0.0	0.0
UROL ANNALS	UROLOGY ANNALS	0974-7796	0.7	0.226
UROL CASE REP	UROLOGY CASE REPORTS	2214-4420	0.5	0.114
UROL CLIN N AM	UROLOGIC CLINICS OF NORTH AMERICA	0094-0143	2.4	0.628
UROL INT	UROLOGIA INTERNATIONALIS	0042-1138	1.6	0.385
UROL J	UROLOGY JOURNAL	1735-1308	1.5	0.317
UROL ONCOL-SEMIN ORI	UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS	1078-1439	2.7	0.755
UROL PRACT	UROLOGY PRACTICE	2352-0779	0.8	0.0
UROL SCI	UROLOGICAL SCIENCE	1879-5226	0.5	0.11
UROLITHIASIS	UROLITHIASIS	2194-7228	3.1	0.81
UROLOGIA J	UROLOGIA JOURNAL	0391-5603	0.8	0.208
UROLOGIE	UROLOGIE	2731-7064	0.6	0.102
UROLOGY	UROLOGY	0090-4295	2.1	0.672
UROONKOLOJI BUL	UROONKOLOJI BULTENI-BULLETIN OF UROONCOLOGY	2147-2270	0.2	0.023
URSUS	URSUS	1537-6176	1.3	0.29
URVIO-REV LATINOAM E	URVIO-REVISTA LATINOAMERICANA DE ESTUDIOS DE SEGURIDAD	1390-3691	0.3	0.138
US CATHOL HIST	US CATHOLIC HISTORIAN	0735-8318	0.2	0.187
US PHARM	US PHARMACIST	0148-4818	0.4	0.09
USER MODEL USER-ADAP	USER MODELING AND USER-ADAPTED INTERACTION	0924-1868	3.6	1.067
USP FIZ METALLOV	USPEKHI FIZIKI METALLOV-PROGRESS IN PHYSICS OF METALS	1608-1021	1.6	0.213
UTIL POLICY	UTILITIES POLICY	0957-1787	4.0	0.617
UTILITAS	UTILITAS	0953-8208	0.9	0.656
UTOPIAN STUD	UTOPIAN STUDIES	1045-991X	0.2	0.247
UTRECHT J INT EUR LA	UTRECHT JOURNAL OF INTERNATIONAL AND EUROPEAN LAW	2053-5341	0.6	0.288
UTRECHT LAW REV	UTRECHT LAW REVIEW	1871-515X	0.6	0.528
VA LAW REV	VIRGINIA LAW REVIEW	0042-6601	2.6	1.622
VA QUART REV	VIRGINIA QUARTERLY REVIEW	0042-675X	0.2	0.135
VACCINE	VACCINE	0264-410X	5.5	1.444
VACCINES-BASEL	VACCINES	2076-393X	7.8	1.608
VACCINE-X	VACCINE: X	2590-1362	3.8	1.609
VACUUM	VACUUM	0042-207X	4.0	0.49
VADOSE ZONE J	VADOSE ZONE JOURNAL	1539-1663	2.8	0.79
VAK FORSCH PRAX	VAKUUM IN FORSCHUNG UND PRAXIS	0947-076X	0.1	0.021
VALENCIANA	VALENCIANA	2007-2538	0.1	0.215
VALUE HEALTH	VALUE IN HEALTH	1098-3015	4.5	2.094
VALUE HEALTH REG ISS	VALUE IN HEALTH REGIONAL ISSUES	2212-1099	2.0	0.0
VANDERBILT LAW REV	VANDERBILT LAW REVIEW	0042-2533	1.9	1.058
VASA	VASA-EUROPEAN JOURNAL OF VASCULAR MEDICINE	0301-1526	1.8	0.461
VASC ENDOVASC SURG	VASCULAR AND ENDOVASCULAR SURGERY	1538-5744	0.9	0.309
VASC HEALTH RISK MAN	VASCULAR HEALTH AND RISK MANAGEMENT	1176-6344	2.9	0.791
VASC MED	VASCULAR MEDICINE	1358-863X	3.5	1.174
VASC PHARMACOL	VASCULAR PHARMACOLOGY	1537-1891	4.0	0.881
VASC SPEC INT	VASCULAR SPECIALIST INTERNATIONAL	2288-7970	0.9	0.0
VASCULAR	VASCULAR	1708-5381	1.1	0.32
VAVILOVSKII ZH GENET	VAVILOVSKII ZHURNAL GENETIKI I SELEKTSII	2500-0462	0.9	0.0
VECTOR-BORNE ZOONOT	VECTOR-BORNE AND ZOONOTIC DISEASES	1530-3667	2.1	0.477
VEG HIST ARCHAEOBOT	VEGETATION HISTORY AND ARCHAEOBOTANY	0939-6314	2.5	0.851
VEGUETA	VEGUETA-ANUARIO DE LA FACULTAD DE GEOGRAFIA E HISTORIA	1133-598X	0.3	0.361
VEH COMMUN	VEHICULAR COMMUNICATIONS	2214-2096	6.7	1.19
VEHICLE SYST DYN	VEHICLE SYSTEM DYNAMICS	0042-3114	3.6	0.722
VEHICLES-BASEL	VEHICLES	2624-8921	2.2	0.288
VELEIA	VELEIA	0213-2095	0.1	0.168
VENTUR CAP	VENTURE CAPITAL	1369-1066	2.4	1.167
VERBA	VERBA-ANUARIO GALEGO DE FILOLOXIA	0210-377X	0.1	0.14
VERBO MINAS	VERBO DE MINAS	1516-0637	0.0	0.019
VERBUM	VERBUM	1585-079X	0.1	0.212
VEREDAS	VEREDAS-REVISTA DA ASSOCIACAO INTERNACIONAL DE LUSITANISTAS	0874-5102	0.0	0.023
VEREDAS DIREITO	VEREDAS DO DIREITO	1806-3845	0.2	0.05
VERHALTENSTHERAPIE	VERHALTENSTHERAPIE	1016-6262	0.6	0.229
VERIFICHE	VERIFICHE	0391-4186	0.1	0.176
VERNAC ARCHIT	VERNACULAR ARCHITECTURE	0305-5477	0.2	0.196
VERSUS	VERSUS-QUADERNI DI STUDI SEMIOTICI	0393-8255	0.2	0.101
VERTEBR ZOOL	VERTEBRATE ZOOLOGY	1864-5755	2.1	0.542
VESTN DREVNEI ISTOR	VESTNIK DREVNEI ISTORII-JOURNAL OF ANCIENT HISTORY	0321-0391	0.1	0.07
VESTN MEZHDUNARODNYK	VESTNIK MEZHDUNARODNYKH ORGANIZATSII-INTERNATIONAL ORGANISATIONS RESEARCH JOURNAL	1996-7845	0.9	0.154
VESTN MOSK UNIV 10	VESTNIK MOSKOVSKOGO UNIVERSITETA. SERIYA 10. ZHURNALISTIKA	0320-8079	0.2	0.0
VESTN PERMSK U-JURID	VESTNIK PERMSKOGO UNIVERSITETA-JURIDICHESKIE NAUKI	1995-4190	0.2	0.082
VESTN PERMSK UNIV-IS	VESTNIK PERMSKOGO UNIVERSITETA-ISTORIYA-PERM UNIVERSITY HERALD-HISTORY	2219-3111	0.1	0.075
VESTN PSTGU-I-BOGOSL	VESTNIK PRAVOSLAVNOGO SVYATO-TIKHONOVSKOGO GUMANITARNOGO UNIVERSITETA-SERIYA I-BOGOSLOVIE-FILOSOFIYA-RELIGIOVEDENIE	1991-640X	0.0	0.058
VESTN SAMAR GOS TEKH	VESTNIK SAMARSKOGO GOSUDARSTVENNOGO TEKHNICHESKOGO UNIVERSITETA-SERIYA-FIZIKO-MATEMATICHESKIYE NAUKI	1991-8615	0.6	0.112
VESTN SLAVIANSKIKH K	VESTNIK SLAVIANSKIKH KULTUR-BULLETIN OF SLAVIC CULTURES-SCIENTIFIC AND INFORMATIONAL JOURNAL	2073-9567	0.1	0.148
VESTN ST PET U-P MAT	VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA SERIYA 10 PRIKLADNAYA MATEMATIKA INFORMATIKA PROTSESSY UPRAVLENIYA	1811-9905	0.6	0.082
VESTN ST PETER U-EAR	VESTNIK OF SAINT PETERSBURG UNIVERSITY EARTH SCIENCES	2541-9668	0.3	0.097
VESTN ST PETER U-EK	VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-EKONOMIKA-ST PETERSBURG UNIVERSITY JOURNAL OF ECONOMIC STUDIES	1026-356X	0.5	0.104
VESTN ST PETER U-FIL	VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-FILOSOFIYA I KONFLIKTOLOGIYA	2542-2278	0.2	0.084
VESTN ST PETER U-ISK	VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-ISKUSSTVOVEDENIE	2221-3007	0.2	0.08
VESTN ST PETER U-IST	VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-ISTORIYA	1812-9323	0.2	0.242
VESTN ST PETER U-LAW	VESTNIK OF SAINT PETERSBURG UNIVERSITY-LAW-VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-PRAVO	2074-1243	0.2	0.074
VESTN ST PETER U-MAT	VESTNIK ST PETERSBURG UNIVERSITY-MATHEMATICS	1063-4541	0.2	0.057
VESTN TOMSK GOS U BI	VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-BIOLOGIYA	1998-8591	0.3	0.0
VESTN TOMSK GOS U IS	VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA ISTORIYA-TOMSK STATE UNIVERSITY JOURNAL OF HISTORY	1998-8613	0.0	0.072
VESTN TOMSK GOS U KU	VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-KULTUROLOGIYA I ISKUSSTVOVEDENIE-TOMSK STATE UNIVERSITY JOURNAL OF CULTURAL STUDIES AND ART HISTORY	2222-0836	0.1	0.049
VESTN TOMSK GOS U-MA	VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-MATEMATIKA I MEKHANIKA-TOMSK STATE UNIVERSITY JOURNAL OF MATHEMATICS AND MECHANICS	1998-8621	0.3	0.038
VESTN TOMSK GOS U-UP	VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-UPRAVLENIE VYCHISLITELNAJA TEHNIKA I INFORMATIKA-TOMSK STATE UNIVERSITY JOURNAL OF CONTROL AND COMPUTER SCIENCE	1998-8605	0.1	0.003
VESTN TOMSK U-FILOL	VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA FILOLOGIYA-TOMSK STATE UNIVERSITY JOURNAL OF PHILOLOGY	1998-6645	0.2	0.187
VESTN TOMSK U-FILOS	VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-FILOSOFIYA-SOTSIOLOGIYA-POLITOLOGIYA-TOMSK STATE UNIVERSITY JOURNAL OF PHILOSOPHY SOCIOLOGY AND POLITICAL SCIENCE	1998-863X	0.1	0.065
VESTN TOSK GOS U-PR	VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-PRAVO-TOMSK STATE UNIVERSITY JOURNAL OF LAW	2225-3513	0.1	0.053
VESTN TRANSPL ISKUSS	VESTNIK TRANSPLANTOLOGII I ISKUSSTVENNYH ORGANOV	1995-1191	0.2	0.015
VESTN UDMURT U MAT M	VESTNIK UDMURTSKOGO UNIVERSITETA-MATEMATIKA MEKHANIKA KOMPYUTERNYE NAUKI	1994-9197	0.5	0.117
VESTN UGROVEDENIYA	VESTNIK UGROVEDENIYA-BULLETIN OF UGRIC STUDIES	2220-4156	0.4	0.067
VESTN VOLG GOS U-YAZ	VESTNIK VOLGOGRADSKOGO GOSUDARSTVENNOGO UNIVERSITETA-SERIYA 2-YAZYKOZNANIE	1998-9911	0.2	0.125
VET ANAESTH ANALG	VETERINARY ANAESTHESIA AND ANALGESIA	1467-2987	1.7	0.3
VET ANIM SCI	VETERINARY AND ANIMAL SCIENCE	2451-943X	1.5	0.359
VET ARHIV	VETERINARSKI ARHIV	0372-5480	0.5	0.103
VET CLIN N AM-EQUINE	VETERINARY CLINICS OF NORTH AMERICA-EQUINE PRACTICE	0749-0739	1.1	0.455
VET CLIN N AM-FOOD A	VETERINARY CLINICS OF NORTH AMERICA-FOOD ANIMAL PRACTICE	0749-0720	4.1	0.825
VET CLIN N AM-SMALL	VETERINARY CLINICS OF NORTH AMERICA-SMALL ANIMAL PRACTICE	0195-5616	1.9	0.506
VET CLIN PATH	VETERINARY CLINICAL PATHOLOGY	0275-6382	1.2	0.288
VET COMP ONCOL	VETERINARY AND COMPARATIVE ONCOLOGY	1476-5810	2.1	0.402
VET COMP ORTHOPAED	VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY	0932-0814	1.3	0.323
VET DERMATOL	VETERINARY DERMATOLOGY	0959-4493	1.4	0.255
VET IMMUNOL IMMUNOP	VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY	0165-2427	1.8	0.355
VET J	VETERINARY JOURNAL	1090-0233	2.2	0.589
VET MED INT	VETERINARY MEDICINE INTERNATIONAL	2090-8113	3.1	0.0
VET MED SCI	VETERINARY MEDICINE AND SCIENCE	2053-1095	1.7	0.313
VET MED-CZECH	VETERINARNI MEDICINA	0375-8427	0.7	0.161
VET MED-RES REP	VETERINARY MEDICINE-RESEARCH AND REPORTS	2230-2034	1.8	0.552
VET MEXICO	VETERINARIA MEXICO	0301-5092	0.2	0.072
VET MICROBIOL	VETERINARY MICROBIOLOGY	0378-1135	3.3	0.636
VET OPHTHALMOL	VETERINARY OPHTHALMOLOGY	1463-5216	1.6	0.212
VET PARASITOL	VETERINARY PARASITOLOGY	0304-4017	2.6	0.482
VET PARASITOL REG ST	VETERINARY PARASITOLOGY- REGIONAL STUDIES AND REPORTS	2405-9390	1.4	0.0
VET PATHOL	VETERINARY PATHOLOGY	0300-9858	2.4	0.553
VET QUART	VETERINARY QUARTERLY	0165-2176	6.4	0.982
VET RADIOL ULTRASOUN	VETERINARY RADIOLOGY & ULTRASOUND	1058-8183	1.7	0.332
VET REC	VETERINARY RECORD	0042-4900	2.2	0.516
VET REC CASE REP	VETERINARY RECORD CASE REPORTS	2052-6121	0.3	0.0
VET RECORD OPEN	VETERINARY RECORD OPEN	2399-2050	1.4	0.0
VET RES	VETERINARY RESEARCH	0928-4249	4.4	0.819
VET RES COMMUN	VETERINARY RESEARCH COMMUNICATIONS	0165-7380	2.2	0.422
VET RES FORUM	VETERINARY RESEARCH FORUM	2008-8140	1.0	0.193
VET SCI	VETERINARY SCIENCES	2306-7381	2.4	0.0
VET SURG	VETERINARY SURGERY	0161-3499	1.8	0.351
VET WORLD	VETERINARY WORLD	0972-8988	1.6	0.298
VET ZOOTEC-COLOMBIA	VETERINARIA Y ZOOTECNIA	2011-5415	0.1	0.027
VETUS TESTAMENTUM	VETUS TESTAMENTUM	0042-4935	0.2	0.77
VIA ATL	VIA ATLANTICA	1516-5159	0.1	0.159
VIAL-VIGO INT J APPL	VIAL-VIGO INTERNATIONAL JOURNAL OF APPLIED LINGUISTICS	1697-0381	0.9	0.316
VIATOR-MEDIEV REN	VIATOR-MEDIEVAL AND RENAISSANCE STUDIES	0083-5897	0.1	0.387
VIB SPECTROSC	VIBRATIONAL SPECTROSCOPY	0924-2031	2.5	0.407
VIBRATION-BASEL	VIBRATION	2571-631X	2.0	0.386
VIC HIST J	VICTORIAN HISTORICAL JOURNAL	1030-7710	0.0	0.008
VIC PERIOD REV	VICTORIAN PERIODICALS REVIEW	0709-4698	0.2	0.358
VIC REV	VICTORIAN REVIEW-AN INTERDISCIPLINARY JOURNAL OF VICTORIAN STUDIES	0848-1512	0.1	0.118
VICTIMS OFFENDERS	VICTIMS & OFFENDERS	1556-4886	2.2	0.639
VICTORIAN LIT CULT	VICTORIAN LITERATURE AND CULTURE	1060-1503	0.3	0.545
VICTORIAN POETRY	VICTORIAN POETRY	0042-5206	0.1	0.16
VICTORIAN STUD	VICTORIAN STUDIES	0042-5222	1.1	0.728
VICTORIOGRAPHIES	VICTORIOGRAPHIES-A JOURNAL OF NINETEENTH-CENTURY WRITING 1790-1914	2044-2416	0.3	0.174
VIDEO-ASSIST THORAC	VIDEO-ASSISTED THORACIC SURGERY	2519-0792	0.2	0.065
VIDEOSURGERY MINIINV	VIDEOSURGERY AND OTHER MINIINVASIVE TECHNIQUES	1895-4588	1.7	0.296
VIERTELJAHR ZEITGES	VIERTELJAHRSHEFTE FUR ZEITGESCHICHTE	0042-5702	0.2	0.266
VIETNAM J CHEM	VIETNAM JOURNAL OF CHEMISTRY	0866-7144	0.9	0.0
VIETNAM J COMPUT SCI	VIETNAM JOURNAL OF COMPUTER SCIENCE	2196-8888	0.9	0.0
VIETNAM J EARTH SCI	VIETNAM JOURNAL OF EARTH SCIENCES	0866-7187	1.5	0.0
VIETNAM J MATH	VIETNAM JOURNAL OF MATHEMATICS	2305-221X	0.8	0.437
VIEW-CHINA	VIEW	2688-3988	8.6	1.534
VIGIL SANIT DEBATE	VIGILANCIA SANITARIA EM DEBATE-SOCIEDADE CIENCIA & TECNOLOGIA	2317-269X	0.3	0.034
VIGILIAE CHRISTIAN	VIGILIAE CHRISTIANAE	0042-6032	0.2	0.321
VINCULOS HIST	VINCULOS DE HISTORIA	2254-6901	0.2	0.295
VINE J INF KNOWL MAN	VINE JOURNAL OF INFORMATION AND KNOWLEDGE MANAGEMENT SYSTEMS	2059-5891	2.8	0.332
VIOLENCE AGAINST WOM	VIOLENCE AGAINST WOMEN	1077-8012	2.2	0.874
VIOLENCE GEND	VIOLENCE AND GENDER	2326-7836	1.5	0.656
VIOLENCE VICTIMS	VIOLENCE AND VICTIMS	0886-6708	1.1	0.46
VIRAJES	VIRAJES-REVISTA DE ANTROPOLOGIA Y SOCIOLOGIA	0123-4471	0.1	0.032
VIRAL HEPAT DERG	VIRAL HEPATIT DERGISI-VIRAL HEPATITIS JOURNAL	1307-9441	0.1	0.017
VIRAL IMMUNOL	VIRAL IMMUNOLOGY	0882-8245	2.2	0.518
VIRCHOWS ARCH	VIRCHOWS ARCHIV	0945-6317	3.5	1.016
VIREF-REV EDUC FIS	VIREF-REVISTA DE EDUCACION FISICA	2322-9411	0.2	0.016
VIROL J	VIROLOGY JOURNAL	1743-422X	4.8	0.858
VIROL SIN	VIROLOGICA SINICA	1674-0769	5.5	1.054
VIROLOGIE	VIROLOGIE	1267-8694	0.9	0.102
VIROLOGY	VIROLOGY	0042-6822	3.7	0.859
VIRTUAL ARCHAEOL REV	VIRTUAL ARCHAEOLOGY REVIEW	1989-9947	2.3	0.358
VIRTUAL PHYS PROTOTY	VIRTUAL AND PHYSICAL PROTOTYPING	1745-2759	10.6	1.787
VIRTUAL REAL-LONDON	VIRTUAL REALITY	1359-4338	4.2	0.829
VIRTUALIDAD EDUC CIE	VIRTUALIDAD EDUCACION Y CIENCIA	1853-6530	0.2	0.027
VIRULENCE	VIRULENCE	2150-5594	5.2	1.183
VIRUS EVOL	VIRUS EVOLUTION	2057-1577	5.3	2.414
VIRUS GENES	VIRUS GENES	0920-8569	1.6	0.406
VIRUS RES	VIRUS RESEARCH	0168-1702	5.0	0.872
VIRUSES-BASEL	VIRUSES-BASEL	1999-4915	4.7	1.094
VIS ANTHR REV	VISUAL ANTHROPOLOGY REVIEW	1058-7187	0.8	0.345
VIS ANTHROPOL	VISUAL ANTHROPOLOGY	0894-9468	0.2	0.207
VIS COGN	VISUAL COGNITION	1350-6285	2.0	0.697
VIS COMMUN Q	VISUAL COMMUNICATION QUARTERLY	1555-1393	0.4	0.201
VIS COMPUT IND BIOME	VISUAL COMPUTING FOR INDUSTRY BIOMEDICINE AND ART	2524-4442	2.8	0.774
VIS ETHNOGR	VISUAL ETHNOGRAPHY	2281-1605	0.0	0.025
VIS GERENC	VISION GERENCIAL	2477-9547	0.1	0.092
VIS INFORM	VISUAL INFORMATICS	2468-502X	3.0	1.078
VIS INQ	VISUAL INQUIRY-LEARNING & TEACHING ART	2045-5879	0.2	0.096
VISC MED	VISCERAL MEDICINE	2297-4725	1.9	0.634
VISION RES	VISION RESEARCH	0042-6989	1.8	0.744
VISION-INDIA	VISION-THE JOURNAL OF BUSINESS PERSPECTIVE	0972-2629	2.8	0.28
VISIT STUD	VISITOR STUDIES	1064-5578	1.5	0.491
VISN V N KKNU-GEOL G	VISNYK OF V N KARAZIN KHARKIV NATIONAL UNIVERSITY-SERIES GEOLOGY GEOGRAPHY ECOLOGY	2410-7360	0.1	0.028
VISNYK NTUU KPI SER-	VISNYK NTUU KPI SERIIA-RADIOTEKHNIKA RADIOAPARATOBUDUVANNIA	2310-0389	0.3	0.02
VISNYK TARAS SHEVCHE	VISNYK OF TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV-GEOLOGY	2079-9063	0.3	0.024
VISUAL COMMUN-US	VISUAL COMMUNICATION	1470-3572	1.5	0.66
VISUAL COMPUT	VISUAL COMPUTER	0178-2789	3.5	0.411
VISUAL NEUROSCI	VISUAL NEUROSCIENCE	0952-5238	1.9	1.122
VISUAL STUD	VISUAL STUDIES	1472-586X	0.7	0.399
VITIS	VITIS	0042-7500	1.1	0.217
VITRUVIO	VITRUVIO-INTERNATIONAL JOURNAL OF ARCHITECTURAL TECHNOLOGY AND SUSTAINABILITY	2444-9091	0.8	0.079
VIVARIUM	VIVARIUM-AN INTERNATIONAL JOURNAL FOR THE PHILOSOPHY AND INTELLECTUAL LIFE OF THE MIDDLE AGES AND RENAISSANCE	0042-7543	0.5	0.918
VIVAT ACAD	VIVAT ACADEMIA	1575-2844	0.6	0.18
VIZ VREM	VIZANTIISKII VREMENNIK	0132-3776	0.0	0.029
VJESN ARHEOL MUZ ZAG	VJESNIK ARHEOLOSKOG MUZEJA U ZAGREBU	0350-7165	0.0	0.037
