Full title,Abbreviation,Country,SCIE,SSCI,AHCI,ESCI
PHYSICAL MEDICINE AND REHABILITATION CLINICS OF NORTH AMERICA,PHYS MED REH CLIN N,UNITED STATES,X,,,
PHYSICAL MESOMECHANICS,PHYS MESOMECH,NETHERLANDS,X,,,
PHYSICAL OCEANOGRAPHY,PHYS OCEANOGR,CRIMEA,,,,X
PHYSICAL REVIEW A,PHYS REV A,UNITED STATES,X,,,
PHYSICAL REVIEW ACCELERATORS AND BEAMS,PHYS REV ACCEL BEAMS,UNITED STATES,X,,,
PHYSICAL REVIEW APPLIED,PHYS REV APPL,UNITED STATES,X,,,
PHYSICAL REVIEW B,PHYS REV B,UNITED STATES,X,,,
PHYSICAL REVIEW C,PHYS REV C,UNITED STATES,X,,,
PHYSICAL REVIEW D,PHYS REV D,UNITED STATES,X,,,
PHYSICAL REVIEW E,PHYS REV E,UNITED STATES,X,,,
PHYSICAL REVIEW FLUIDS,PHYS REV FLUIDS,UNITED STATES,X,,,
PHYSICAL REVIEW LETTERS,PHYS REV LETT,UNITED STATES,X,,,
PHYSICAL REVIEW MATERIALS,PHYS REV MATER,UNITED STATES,X,,,
PHYSICAL REVIEW PHYSICS EDUCATION RESEARCH,PHYS REV PHYS EDUC R,UNITED STATES,X,X,,
PHYSICAL REVIEW RESEARCH,PHYS REV RES,UNITED STATES,,,,X
PHYSICAL REVIEW X,PHYS REV X,UNITED STATES,X,,,
PHYSICAL THERAPY,PHYS THER,UNITED STATES,X,,,
PHYSICAL THERAPY IN SPORT,PHYS THER SPORT,ENGLAND,X,,,
PHYSICAL THERAPY REVIEWS,PHYS THER REV,ENGLAND,,,,X
PHYSICIAN AND SPORTSMEDICINE,PHYSICIAN SPORTSMED,UNITED STATES,X,,,
PHYSICIAN ASSISTANT CLINICS,PHYS ASSIST CLIN,UNITED STATES,,,,X
PHYSICOCHEMICAL PROBLEMS OF MINERAL PROCESSING,PHYSICOCHEM PROBL MI,POLAND,X,,,
PHYSICS,PHYSICS-BASEL,SWITZERLAND,,,,X
PHYSICS & IMAGING IN RADIATION ONCOLOGY,PHYS IMAG RADIAT ONC,NETHERLANDS,,,,X
PHYSICS AND CHEMISTRY OF GLASSES-EUROPEAN JOURNAL OF GLASS SCIENCE AND TECHNOLOGY PART B,PHYS CHEM GLASSES-B,ENGLAND,X,,,
PHYSICS AND CHEMISTRY OF LIQUIDS,PHYS CHEM LIQ,ENGLAND,X,,,
PHYSICS AND CHEMISTRY OF MINERALS,PHYS CHEM MINER,UNITED STATES,X,,,
PHYSICS AND CHEMISTRY OF SOLID STATE,PHYS CHEM SOLID STAT,UKRAINE,,,,X
PHYSICS AND CHEMISTRY OF THE EARTH,PHYS CHEM EARTH,ENGLAND,X,,,
PHYSICS ESSAYS,PHYS ESSAYS,CANADA,,,,X
PHYSICS IN MEDICINE AND BIOLOGY,PHYS MED BIOL,ENGLAND,X,,,
PHYSICS IN PERSPECTIVE,PHYS PERSPECT,SWITZERLAND,X,X,,
PHYSICS LETTERS A,PHYS LETT A,NETHERLANDS,X,,,
PHYSICS LETTERS B,PHYS LETT B,NETHERLANDS,X,,,
PHYSICS OF ATOMIC NUCLEI,PHYS ATOM NUCL+,RUSSIA,X,,,
PHYSICS OF FLUIDS,PHYS FLUIDS,UNITED STATES,X,,,
PHYSICS OF LIFE REVIEWS,PHYS LIFE REV,NETHERLANDS,X,,,
PHYSICS OF METALS AND METALLOGRAPHY,PHYS MET METALLOGR+,RUSSIA,X,,,
PHYSICS OF PARTICLES AND NUCLEI,PHYS PART NUCLEI+,RUSSIA,X,,,
PHYSICS OF PARTICLES AND NUCLEI LETTERS,PHYS PART NUCLEI LET,RUSSIA,,,,X
PHYSICS OF PLASMAS,PHYS PLASMAS,UNITED STATES,X,,,
PHYSICS OF THE DARK UNIVERSE,PHYS DARK UNIVERSE,NETHERLANDS,X,,,
PHYSICS OF THE EARTH AND PLANETARY INTERIORS,PHYS EARTH PLANET IN,NETHERLANDS,X,,,
PHYSICS OF THE SOLID STATE,PHYS SOLID STATE+,RUSSIA,X,,,
PHYSICS OF WAVE PHENOMENA,PHYS WAVE PHENOM,RUSSIA,X,,,
PHYSICS OPEN,PHYS OPEN,NETHERLANDS,,,,X
PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,PHYS REP,NETHERLANDS,X,,,
PHYSICS TEACHER,PHYS TEACH,UNITED STATES,X,,,
PHYSICS TODAY,PHYS TODAY,UNITED STATES,X,,,
PHYSICS-USPEKHI,PHYS-USP+,RUSSIA,X,,,
PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN,PHYS MED REHAB KUROR,GERMANY,X,,,
PHYSIO-GEO,PHYSIO-GEO,FRANCE,,,,X
PHYSIOLOGIA,PHYSIOLOGIA-BASEL,SWITZERLAND,,,,X
PHYSIOLOGIA PLANTARUM,PHYSIOL PLANTARUM,DENMARK,X,,,
PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,PHYSIOL BIOCHEM ZOOL,UNITED STATES,X,,,
PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,PHYSIOL MOL PLANT P,ENGLAND,X,,,
PHYSIOLOGICAL ENTOMOLOGY,PHYSIOL ENTOMOL,ENGLAND,X,,,
PHYSIOLOGICAL GENOMICS,PHYSIOL GENOMICS,UNITED STATES,X,,,
PHYSIOLOGICAL MEASUREMENT,PHYSIOL MEAS,ENGLAND,X,,,
PHYSIOLOGICAL REPORTS,PHYSIOL REP,ENGLAND,,,,X
PHYSIOLOGICAL RESEARCH,PHYSIOL RES,CZECH REPUBLIC,X,,,
PHYSIOLOGICAL REVIEWS,PHYSIOL REV,UNITED STATES,X,,,
PHYSIOLOGY,PHYSIOLOGY,UNITED STATES,X,,,
PHYSIOLOGY & BEHAVIOR,PHYSIOL BEHAV,UNITED STATES,X,X,,
PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS,PHYSIOL MOL BIOL PLA,INDIA,X,,,
PHYSIOLOGY AND PHARMACOLOGY,PHYSIOL PHARMACOL,IRAN,,,,X
PHYSIOLOGY INTERNATIONAL,PHYSIOL INT,HUNGARY,X,,,
PHYSIOSCIENCE,PHYSOSCIENCE,GERMANY,,,,X
PHYSIOTHERAPY,PHYSIOTHERAPY,ENGLAND,X,,,
PHYSIOTHERAPY CANADA,PHYSIOTHER CAN,CANADA,X,,,
PHYSIOTHERAPY PRACTICE AND RESEARCH,PHYSIOTHER PRACT RES,IRELAND,,,,X
PHYSIOTHERAPY RESEARCH INTERNATIONAL,PHYSIOTHER RES INT,ENGLAND,,,,X
PHYSIOTHERAPY THEORY AND PRACTICE,PHYSIOTHER THEOR PR,ENGLAND,X,,,
PHYTOBIOMES JOURNAL,PHYTOBIOMES J,UNITED STATES,X,,,
PHYTOCHEMICAL ANALYSIS,PHYTOCHEM ANALYSIS,ENGLAND,X,,,
PHYTOCHEMISTRY,PHYTOCHEMISTRY,ENGLAND,X,,,
PHYTOCHEMISTRY LETTERS,PHYTOCHEM LETT,NETHERLANDS,X,,,
PHYTOCHEMISTRY REVIEWS,PHYTOCHEM REV,NETHERLANDS,X,,,
PHYTOCOENOLOGIA,PHYTOCOENOLOGIA,GERMANY,X,,,
PHYTOFRONTIERS,PHYTOFRONTIERS,UNITED STATES,,,,X
PHYTOKEYS,PHYTOKEYS,BULGARIA,X,,,
PHYTOMEDICINE,PHYTOMEDICINE,GERMANY,X,,,
PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY,PHYTON-INT J EXP BOT,UNITED STATES,X,,,
PHYTOPARASITICA,PHYTOPARASITICA,ISRAEL,X,,,
PHYTOPATHOLOGIA MEDITERRANEA,PHYTOPATHOL MEDITERR,ITALY,X,,,
PHYTOPATHOLOGY,PHYTOPATHOLOGY,UNITED STATES,X,,,
PHYTOPATHOLOGY RESEARCH,PHYTOPATHOL RES,PEOPLES R CHINA,X,,,
PHYTOPROTECTION,PHYTOPROTECTION,CANADA,X,,,
PHYTOTAXA,PHYTOTAXA,NEW ZEALAND,X,,,
PHYTOTHERAPY RESEARCH,PHYTOTHER RES,ENGLAND,X,,,
PIELEGNIARSTWO CHIRURGICZNE I ANGIOLOGICZNE-SURGICAL AND VASCULAR NURSING,PIELEGNIARSTWO CHIR,POLAND,,,,X
PIELEGNIARSTWO XXI WIEKU-NURSING IN THE 21 CENTURY,PIELEGNIAR XXI WIEKU,POLAND,,,,X
PIGMENT & RESIN TECHNOLOGY,PIGM RESIN TECHNOL,ENGLAND,X,,,
PIGMENT CELL & MELANOMA RESEARCH,PIGM CELL MELANOMA R,DENMARK,X,,,
PILOT AND FEASIBILITY STUDIES,PILOT FEASIBILITY ST,ENGLAND,,,,X
PITUITARY,PITUITARY,UNITED STATES,X,,,
PIXEL-BIT- REVISTA DE MEDIOS Y EDUCACION,PIXEL-BIT,SPAIN,,,,X
PLACE BRANDING AND PUBLIC DIPLOMACY,PLACE BRANDING PUBLI,ENGLAND,,,,X
PLACENTA,PLACENTA,ENGLAND,X,,,
PLAINSONG & MEDIEVAL MUSIC,PLAINSONG MEDIEV MUS,ENGLAND,,,X,
PLANETARY AND SPACE SCIENCE,PLANET SPACE SCI,UNITED STATES,X,,,
PLANETARY SCIENCE JOURNAL,PLANET SCI J,UNITED STATES,,,,X
PLANKTON & BENTHOS RESEARCH,PLANKTON BENTHOS RES,JAPAN,X,,,
PLANLAMA-PLANNING,PLANLAMA,TURKIYE,,,,X
PLANNING PERSPECTIVES,PLAN PERSPECT,ENGLAND,,X,X,
PLANNING PRACTICE AND RESEARCH,PLAN PRACT RES,ENGLAND,,,,X
PLANNING THEORY,PLAN THEOR,UNITED STATES,,X,,
PLANNING THEORY & PRACTICE,PLAN THEORY PRACT,ENGLAND,,X,,
PLANT AND CELL PHYSIOLOGY,PLANT CELL PHYSIOL,JAPAN,X,,,
PLANT AND FUNGAL SYSTEMATICS,PLANT FUNGAL SYST,POLAND,,,,X
PLANT AND SOIL,PLANT SOIL,NETHERLANDS,X,,,
PLANT BIOLOGY,PLANT BIOLOGY,GERMANY,X,,,
PLANT BIOSYSTEMS,PLANT BIOSYST,ITALY,X,,,
PLANT BIOTECHNOLOGY,PLANT BIOTECHNOL-NAR,JAPAN,X,,,
PLANT BIOTECHNOLOGY JOURNAL,PLANT BIOTECHNOL J,ENGLAND,X,,,
PLANT BIOTECHNOLOGY REPORTS,PLANT BIOTECHNOL REP,JAPAN,X,,,
PLANT BREEDING,PLANT BREEDING,GERMANY,X,,,
PLANT CELL,PLANT CELL,UNITED STATES,X,,,
PLANT CELL AND ENVIRONMENT,PLANT CELL ENVIRON,ENGLAND,X,,,
PLANT CELL REPORTS,PLANT CELL REP,GERMANY,X,,,
PLANT CELL TISSUE AND ORGAN CULTURE,PLANT CELL TISS ORG,NETHERLANDS,X,,,
PLANT COMMUNICATIONS,PLANT COMMUN,PEOPLES R CHINA,X,,,
PLANT DIRECT,PLANT DIRECT,ENGLAND,X,,,
PLANT DISEASE,PLANT DIS,UNITED STATES,X,,,
PLANT DIVERSITY,PLANT DIVERSITY,PEOPLES R CHINA,X,,,
PLANT ECOLOGY,PLANT ECOL,NETHERLANDS,X,,,
PLANT ECOLOGY & DIVERSITY,PLANT ECOL DIVERS,ENGLAND,X,,,
PLANT ECOLOGY AND EVOLUTION,PLANT ECOL EVOL,BELGIUM,X,,,
PLANT FOODS FOR HUMAN NUTRITION,PLANT FOOD HUM NUTR,NETHERLANDS,X,,,
PLANT GENE,PLANT GENE,NETHERLANDS,,,,X
PLANT GENETIC RESOURCES-CHARACTERIZATION AND UTILIZATION,PLANT GENET RESOUR-C,ENGLAND,X,,,
PLANT GENOME,PLANT GENOME-US,UNITED STATES,X,,,
PLANT GROWTH REGULATION,PLANT GROWTH REGUL,NETHERLANDS,X,,,
PLANT HEALTH PROGRESS,PLANT HLTH PROG,UNITED STATES,,,,X
PLANT JOURNAL,PLANT J,ENGLAND,X,,,
PLANT METHODS,PLANT METHODS,ENGLAND,X,,,
PLANT MOLECULAR BIOLOGY,PLANT MOL BIOL,NETHERLANDS,X,,,
PLANT MOLECULAR BIOLOGY REPORTER,PLANT MOL BIOL REP,UNITED STATES,X,,,
PLANT NANO BIOLOGY,PLANT NANO BIOL,NETHERLANDS,,,,X
PLANT PATHOLOGY,PLANT PATHOL,ENGLAND,X,,,
PLANT PATHOLOGY JOURNAL,PLANT PATHOLOGY J,SOUTH KOREA,X,,,
PLANT PHENOME JOURNAL,PLANT PHENOME J,UNITED STATES,,,,X
PLANT PHENOMICS,PLANT PHENOMICS,PEOPLES R CHINA,X,,,
PLANT PHYSIOLOGY,PLANT PHYSIOL,UNITED STATES,X,,,
PLANT PHYSIOLOGY AND BIOCHEMISTRY,PLANT PHYSIOL BIOCH,FRANCE,X,,,
PLANT PHYSIOLOGY REPORTS,PLANT PHYSIOL REP,INDIA,,,,X
PLANT PRODUCTION SCIENCE,PLANT PROD SCI,ENGLAND,X,,,
PLANT PROTECTION SCIENCE,PLANT PROTECT SCI,CZECH REPUBLIC,X,,,
PLANT REPRODUCTION,PLANT REPROD,GERMANY,X,,,
PLANT ROOT,PLANT ROOT,JAPAN,,,,X
PLANT SCIENCE,PLANT SCI,IRELAND,X,,,
PLANT SCIENCE TODAY,PLANT SCI TODAY,INDIA,,,,X
PLANT SIGNALING & BEHAVIOR,PLANT SIGNAL BEHAV,UNITED STATES,X,,,
PLANT SOIL AND ENVIRONMENT,PLANT SOIL ENVIRON,CZECH REPUBLIC,X,,,
PLANT SPECIES BIOLOGY,PLANT SPEC BIOL,JAPAN,X,,,
PLANT STRESS,PLANT STRESS,NETHERLANDS,,,,X
PLANT SYSTEMATICS AND EVOLUTION,PLANT SYST EVOL,AUSTRIA,X,,,
PLANTA,PLANTA,GERMANY,X,,,
PLANTA MEDICA,PLANTA MED,GERMANY,X,,,
PLANTENVIRONMENT INTERACTIONS,PLANT-ENVIRON INTER,ENGLAND,,,,X
PLANTS PEOPLE PLANET,PLANTS PEOPLE PLANET,ENGLAND,X,,,
PLANTS-BASEL,PLANTS-BASEL,SWITZERLAND,X,,,
PLARIDEL,PLARIDEL,PHILIPPINES,,,,X
PLASMA,PLASMA-BASEL,SWITZERLAND,,,,X
PLASMA AND FUSION RESEARCH,PLASMA FUSION RES,JAPAN,,,,X
PLASMA CHEMISTRY AND PLASMA PROCESSING,PLASMA CHEM PLASMA P,UNITED STATES,X,,,
PLASMA PHYSICS AND CONTROLLED FUSION,PLASMA PHYS CONTR F,ENGLAND,X,,,
PLASMA PHYSICS REPORTS,PLASMA PHYS REP+,RUSSIA,X,,,
PLASMA PROCESSES AND POLYMERS,PLASMA PROCESS POLYM,GERMANY,X,,,
PLASMA SCIENCE & TECHNOLOGY,PLASMA SCI TECHNOL,PEOPLES R CHINA,X,,,
PLASMA SOURCES SCIENCE & TECHNOLOGY,PLASMA SOURCES SCI T,ENGLAND,X,,,
PLASMATOLOGY,PLASMATOLOGY,ENGLAND,,,,X
PLASMID,PLASMID,UNITED STATES,X,,,
PLASMONICS,PLASMONICS,UNITED STATES,X,,,
PLASTIC AND AESTHETIC RESEARCH,PLAST AESTHET RES,UNITED STATES,,,,X
PLASTIC AND RECONSTRUCTIVE SURGERY,PLAST RECONSTR SURG,UNITED STATES,X,,,
PLASTIC AND RECONSTRUCTIVE SURGERY-GLOBAL OPEN,PRS-GLOB OPEN,UNITED STATES,,,,X
PLASTIC SURGERY,PLAST SURG-CHIR PLAS,CANADA,X,,,
PLASTICS RUBBER AND COMPOSITES,PLAST RUBBER COMPOS,ENGLAND,X,,,
PLATELETS,PLATELETS,SCOTLAND,X,,,
PLATO JOURNAL,PLATO J,PORTUGAL,,,,X
PLEURA AND PERITONEUM,PLEURA PERITONEUM,GERMANY,,,,X
PLOS BIOLOGY,PLOS BIOL,UNITED STATES,X,,,
PLOS CLIMATE,PLOS CLIM,UNITED STATES,,,,X
PLOS COMPUTATIONAL BIOLOGY,PLOS COMPUT BIOL,UNITED STATES,X,,,
PLOS DIGITAL HEALTH,PLOS DIGIT HEALTH,UNITED STATES,,,,X
PLOS GENETICS,PLOS GENET,UNITED STATES,X,,,
PLOS GLOBAL PUBLIC HEALTH,PLOS GLOB PUBL HLTH,UNITED STATES,,,,X
PLOS MEDICINE,PLOS MED,UNITED STATES,X,,,
PLOS NEGLECTED TROPICAL DISEASES,PLOS NEGLECT TROP D,UNITED STATES,X,,,
PLOS ONE,PLOS ONE,UNITED STATES,X,,,
PLOS PATHOGENS,PLOS PATHOG,UNITED STATES,X,,,
PLOS SUSTAINABILITY AND TRANSFORMATION,PLOS SUSTAIN TRANSF,UNITED STATES,,,,X
PLOS WATER,PLOS WATER,UNITED STATES,,,,X
PLOUGHSHARES,PLOUGHSHARES,UNITED STATES,,,X,
PLURALIST,PLURALIST,UNITED STATES,,,X,
PLURA-REVISTA DE ESTUDOS DE RELIGIAO,PLURA,BRAZIL,,,,X
PM&R,PM&R,UNITED STATES,X,,,
PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,PMLA,UNITED STATES,,,X,
PNA-REVISTA DE INVESTIGACION EN DIDACTICA DE LA MATEMATICA,PNA,SPAIN,,,,X
PNAS NEXUS,PNAS NEXUS,UNITED STATES,,,,X
PNEUMA,PNEUMA,NETHERLANDS,,,,X
PNEUMOLOGIE,PNEUMOLOGIE,GERMANY,,,,X
PNEUMON,PNEUMON,GREECE,,,,X
PNEUMONIA,PNEUMONIA,AUSTRALIA,,,,X
POBLACION Y SALUD EN MESOAMERICA,POBLAC SALUD MESOAM,COSTA RICA,,,,X
PODIUM-SPORT LEISURE AND TOURISM REVIEW,PODIUM,BRAZIL,,,,X
POE STUDIES-HISTORY THEORY INTERPRETATION,POE STUD,UNITED STATES,,,X,
POETICA-ZEITSCHRIFT FUR SPRACH-UND LITERATURWISSENSCHAFT,POETICA,NETHERLANDS,,,X,
POETICS,POETICS,NETHERLANDS,,X,X,
POETICS TODAY,POETICS TODAY,ISRAEL,,,X,
POETRY REVIEW,POETRY REV,ENGLAND,,,X,
POETRY WALES,POETRY WALES,WALES,,,X,
POLAR BIOLOGY,POLAR BIOL,GERMANY,X,,,
POLAR GEOGRAPHY,POLAR GEOGR,UNITED STATES,,,,X
POLAR JOURNAL,POLAR J-UK,ENGLAND,,,,X
POLAR RECORD,POLAR REC,ENGLAND,X,,,
POLAR RESEARCH,POLAR RES-SWEDEN,SWEDEN,X,,,
POLAR SCIENCE,POLAR SCI,NETHERLANDS,X,,,
POLAR-POLITICAL AND LEGAL ANTHROPOLOGY REVIEW,POLAR-POLIT LEG ANTH,UNITED STATES,,X,,
POLICE PRACTICE AND RESEARCH,POLICE PRACT RES,ENGLAND,,,,X
POLICE QUARTERLY,POLICE Q,UNITED STATES,,X,,
POLICIJA I SIGURNOST-POLICE AND SECURITY,POLIC SIGUR,CROATIA,,,,X
POLICING & SOCIETY,POLIC SOC,ENGLAND,,X,,
POLICING-A JOURNAL OF POLICY AND PRACTICE,POLIC-J POLICY PRACT,ENGLAND,,X,,
POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT,POLICING,UNITED STATES,,X,,
POLICY & PRACTICE-A DEVELOPMENT EDUCATION REVIEW,POLICY PRACT,NORTH IRELAND,,,,X
POLICY AND INTERNET,POLICY INTERNET,UNITED STATES,,X,,
POLICY AND POLITICS,POLICY POLIT,ENGLAND,,X,,
POLICY AND SOCIETY,POLICY SOC,ENGLAND,,X,,
POLICY DESIGN AND PRACTICE,POLICY DES PRACT,ENGLAND,,,,X
POLICY FUTURES IN EDUCATION,POLICY FUTURES EDUC,ENGLAND,,,,X
POLICY INSIGHTS FROM THE BEHAVIORAL AND BRAIN SCIENCES,POL INS BEH BRAIN SC,UNITED STATES,,,,X
POLICY POLITICS & NURSING PRACTICE,POL POLIT NURS PRACT,UNITED STATES,,,,X
POLICY REVIEWS IN HIGHER EDUCATION,POLICY REV HIGH EDUC,ENGLAND,,,,X
POLICY SCIENCES,POLICY SCI,NETHERLANDS,,X,,
POLICY STUDIES,POLICY STUD-UK,ENGLAND,,X,,
POLICY STUDIES JOURNAL,POLICY STUD J,UNITED STATES,,X,,
POLIMEROS-CIENCIA E TECNOLOGIA,POLIMEROS,BRAZIL,X,,,
POLIMERY,POLIMERY-W,POLAND,X,,,
POLIS,POLIS-J SOC GREEK PO,ENGLAND,,,X,
POLISH ARCHAEOLOGY IN THE MEDITERRANEAN,POL ARCHAEOL MEDITER,POLAND,,,,X
POLISH ARCHIVES OF INTERNAL MEDICINE-POLSKIE ARCHIWUM MEDYCYNY WEWNETRZNEJ,POL ARCH INTERN MED,POLAND,X,,,
POLISH HEART JOURNAL-KARDIOLOGIA POLSKA,POLISH HEART J,POLAND,X,,,
POLISH HYPERBARIC RESEARCH,POL HYPERB RES,POLAND,,,,X
POLISH JOURNAL OF CHEMICAL TECHNOLOGY,POL J CHEM TECHNOL,POLAND,X,,,
POLISH JOURNAL OF ECOLOGY,POL J ECOL,POLAND,X,,,
POLISH JOURNAL OF ENVIRONMENTAL STUDIES,POL J ENVIRON STUD,POLAND,X,,,
POLISH JOURNAL OF FOOD AND NUTRITION SCIENCES,POL J FOOD NUTR SCI,POLAND,X,,,
POLISH JOURNAL OF MANAGEMENT STUDIES,POL J MANAG STUD,POLAND,,,,X
POLISH JOURNAL OF MEDICAL PHYSICS AND ENGINEERING,POL J MED PHYS ENG,POLAND,,,,X
POLISH JOURNAL OF MICROBIOLOGY,POL J MICROBIOL,POLAND,X,,,
POLISH JOURNAL OF OTOLARYNGOLOGY,POL J OTOLARYNGOL,POLAND,,,,X
POLISH JOURNAL OF PATHOLOGY,POL J PATHOL,POLAND,X,,,
POLISH JOURNAL OF RADIOLOGY,POL J RADIOL,POLAND,,,,X
POLISH JOURNAL OF SURGERY,POL J SURG,POLAND,,,,X
POLISH JOURNAL OF VETERINARY SCIENCES,POL J VET SCI,POLAND,X,,,
POLISH MARITIME RESEARCH,POL MARIT RES,POLAND,X,,,
POLISH POLAR RESEARCH,POL POLAR RES,POLAND,X,,,
POLISH REVIEW,POL REV,UNITED STATES,,,,X
POLISH SOCIOLOGICAL REVIEW,POL SOCIOL REV,POLAND,,X,,
POLISH YEARBOOK OF INTERNATIONAL LAW,POL YEARB INT LAW,POLAND,,,,X
POLIS-POLITICHESKIYE ISSLEDOVANIYA,POLIS,RUSSIA,,,,X
POLITEIA-JOURNAL OF POLITICAL THEORY POLITICAL PHILOSOPHY AND SOCIOLOGY OF POLITICS,POLITEIA-RUSSIA,RUSSIA,,,,X
POLITICA & SOCIETA,POLITI SOC,ITALY,,,,X
POLITICA ECONOMICA,POLITI ECON,ITALY,,,,X
POLITICA Y GOBIERNO,POLIT GOB,MEXICO,,X,,
POLITICA Y SOCIEDAD,POLITICA SOC,SPAIN,,,,X
POLITICAL ANALYSIS,POLIT ANAL,ENGLAND,,X,,
POLITICAL BEHAVIOR,POLIT BEHAV,UNITED STATES,,X,,
POLITICAL COMMUNICATION,POLIT COMMUN,ENGLAND,,X,,
POLITICAL GEOGRAPHY,POLIT GEOGR,ENGLAND,,X,,
POLITICAL PSYCHOLOGY,POLIT PSYCHOL,UNITED STATES,,X,,
POLITICAL QUARTERLY,POLIT QUART,ENGLAND,,X,,
POLITICAL RESEARCH EXCHANGE,POLIT RES EXCHANGE,ENGLAND,,,,X
POLITICAL RESEARCH QUARTERLY,POLIT RES QUART,UNITED STATES,,X,,
POLITICAL SCIENCE,POLIT SCI,NEW ZEALAND,,X,,
POLITICAL SCIENCE QUARTERLY,POLIT SCI QUART,UNITED STATES,,X,,
POLITICAL SCIENCE RESEARCH AND METHODS,POLIT SCI RES METH,ENGLAND,,X,,
POLITICAL STUDIES,POLIT STUD-LONDON,ENGLAND,,X,,
POLITICAL STUDIES REVIEW,POLIT STUD REV,ENGLAND,,X,,
POLITICAL THEOLOGY,POLITICAL THEOL,ENGLAND,,,,X
POLITICAL THEORY,POLIT THEORY,UNITED STATES,,X,,
POLITICKA EKONOMIE,POLIT EKON,CZECH REPUBLIC,,X,,
POLITICKA MISAO-CROATIAN POLITICAL SCIENCE REVIEW,POLIT MISAO,CROATIA,,,,X
POLITICKE VEDY,POLITICKE VEDY,SLOVAKIA,,,,X
POLITICS,POLITICS-OXFORD,ENGLAND,,X,,
POLITICS & GENDER,POLIT GENDER,UNITED STATES,,X,,
POLITICS & POLICY,POLITICS POLICY,UNITED STATES,,,,X
POLITICS & SOCIETY,POLIT SOC,UNITED STATES,,X,,
POLITICS AND GOVERNANCE,POLITICS GOV,PORTUGAL,,X,,
POLITICS AND RELIGION,POLIT RELIG,UNITED STATES,,X,X,
POLITICS AND RELIGION JOURNAL,POLIT RELIG J,SERBIA,,,,X
POLITICS GROUPS AND IDENTITIES,POLIT GROUPS IDENTIT,ENGLAND,,X,,
POLITICS PHILOSOPHY & ECONOMICS,POLIT PHILOS ECON,ENGLAND,,X,,
POLITICS RELIGION & IDEOLOGY,POLIT RELIG IDEOL,ENGLAND,,X,X,
POLITIKON,POLITIKON-UK,SOUTH AFRICA,,X,,
POLITIQUE EUROPEENNE,POLIT EUROPEENE,FRANCE,,,,X
POLITISCHE VIERTELJAHRESSCHRIFT,POLIT VIERTELJAHR,UNITED STATES,,X,,
POLITIX,POLITIX,FRANCE,,X,,
POLITOLOGICKY CASOPIS-CZECH JOURNAL OF POLITICAL SCIENCE,POLITOLOGICKY CAS,CZECH REPUBLIC,,,,X
POLITOLOGIJA,POLITOLOGIJA,LITHUANIA,,,,X
POLITY,POLITY,ENGLAND,,X,,
POLITYKA ENERGETYCZNA-ENERGY POLICY JOURNAL,POLITYKA ENERG,POLAND,,,,X
POLJOPRIVREDA,POLJOPRIVREDA,CROATIA,,,,X
POLLUTANTS,POLLUTANTS-BASEL,SWITZERLAND,,,,X
POLLUTION,POLLUTION,IRAN,,,,X
POLYCYCLIC AROMATIC COMPOUNDS,POLYCYCL AROMAT COMP,ENGLAND,X,,,
POLYHEDRON,POLYHEDRON,ENGLAND,X,,,
POLYMER,POLYMER,ENGLAND,X,,,
POLYMER BULLETIN,POLYM BULL,UNITED STATES,X,,,
POLYMER CHEMISTRY,POLYM CHEM-UK,ENGLAND,X,,,
POLYMER COMPOSITES,POLYM COMPOSITE,UNITED STATES,X,,,
POLYMER DEGRADATION AND STABILITY,POLYM DEGRAD STABIL,ENGLAND,X,,,
POLYMER ENGINEERING AND SCIENCE,POLYM ENG SCI,UNITED STATES,X,,,
POLYMER INTERNATIONAL,POLYM INT,ENGLAND,X,,,
POLYMER JOURNAL,POLYM J,JAPAN,X,,,
POLYMER REVIEWS,POLYM REV,UNITED STATES,X,,,
POLYMER SCIENCE SERIES A,POLYM SCI SER A+,RUSSIA,X,,,
POLYMER SCIENCE SERIES B,POLYM SCI SER B+,RUSSIA,X,,,
POLYMER SCIENCE SERIES C,POLYM SCI SER C+,RUSSIA,X,,,
POLYMER TESTING,POLYM TEST,ENGLAND,X,,,
POLYMER-KOREA,POLYM-KOREA,SOUTH KOREA,X,,,
POLYMER-PLASTICS TECHNOLOGY AND MATERIALS,POLYM-PLAST TECH MAT,UNITED STATES,X,,,
POLYMERS,POLYMERS-BASEL,SWITZERLAND,X,,,
POLYMERS & POLYMER COMPOSITES,POLYM POLYM COMPOS,ENGLAND,X,,,
POLYMERS FOR ADVANCED TECHNOLOGIES,POLYM ADVAN TECHNOL,ENGLAND,X,,,
POLYOXOMETALATES,POLYOXOMETALATES-PRC,PEOPLES R CHINA,,,,X
POLYSACCHARIDES,POLYSACCHARIDES-BASE,SWITZERLAND,,,,X
