JournalFullName,ISSN,2022IF,2022AI,
ROCK AND SOIL MECHANICS,1000-7598,1.5,0.143,
ROCK ART RESEARCH,0813-0426,0.8,0.236,
ROCK MECHANICS AND ROCK ENGINEERING,0723-2632,6.2,1.251,
ROCKY MOUNTAIN JOURNAL OF MATHEMATICS,0035-7596,0.8,0.38,
ROCZNIK OCHRONA SRODOWISKA,1506-218X,0.2,0.042,
ROCZNIKI HUMANISTYCZNE,0035-7707,0,0.044,
ROEPER REVIEW-A JOURNAL ON GIFTED EDUCATION,0278-3193,2,0.337,
ROFO-FORTSCHRITTE AUF DEM GEBIET DER RONTGENSTRAHLEN UND DER BILDGEBENDEN VERFAHREN,1438-9029,1.8,0.494,
ROMANCE NOTES,0035-7995,0,0.148,
ROMANCE PHILOLOGY,0035-8002,0.2,0.123,
ROMANCE QUARTERLY,0883-1157,0.2,0.193,
ROMANCE STUDIES,0263-9904,0,0.027,
ROMANI STUDIES,1528-0748,0.2,0.177,
ROMANIAN AGRICULTURAL RESEARCH,1222-4227,0.7,0.07,
ROMANIAN ASTRONOMICAL JOURNAL,1220-5168,0.6,0.093,
ROMANIAN JOURNAL OF ACOUSTICS AND VIBRATION,1584-7284,0.4,0.075,
ROMANIAN JOURNAL OF COMMUNICATION AND PUBLIC RELATIONS,1454-8100,0.6,0,
ROMANIAN JOURNAL OF ECONOMIC FORECASTING,1582-6163,1,0.11,
ROMANIAN JOURNAL OF EUROPEAN AFFAIRS,1582-8271,0.4,0.078,
ROMANIAN JOURNAL OF INFORMATION SCIENCE AND TECHNOLOGY,1453-8245,3.5,0.272,
ROMANIAN JOURNAL OF INFORMATION TECHNOLOGY AND AUTOMATIC CONTROL-REVISTA ROMANA DE INFORMATICA SI AUTOMATICA,1220-1758,0.5,0.018,
ROMANIAN JOURNAL OF INTERNAL MEDICINE,1582-3296,1.9,0.335,
ROMANIAN JOURNAL OF LEGAL MEDICINE,1221-8618,0.4,0.054,
ROMANIAN JOURNAL OF MILITARY MEDICINE,1222-5126,0.3,0.053,
ROMANIAN JOURNAL OF MORPHOLOGY AND EMBRYOLOGY,1220-0522,1,0.196,
ROMANIAN JOURNAL OF ORAL REHABILITATION,2066-7000,0.7,0.027,
ROMANIAN JOURNAL OF PHYSICS,1221-146X,1.5,0.201,
ROMANIAN JOURNAL OF POLITICAL SCIENCE,1582-456X,0,0.093,
ROMANIAN JOURNAL OF TRANSPORT INFRASTRUCTURE,2286-2218,0.1,0.022,
ROMANIAN REPORTS IN PHYSICS,1221-1451,2.7,0.245,
ROMANIAN STATISTICAL REVIEW,1018-046X,0.3,0.036,
ROMANIC REVIEW,0035-8118,0.1,0,
ROMANICA OLOMUCENSIA,1803-4136,0.1,0.071,
ROMANISCHE FORSCHUNGEN,0035-8126,0.1,0.047,
ROMANTICISM,1354-991X,0.3,0.228,
ROMANTISME,0048-8593,0.1,0.472,
ROMISCHE QUARTALSCHRIFT FUR CHRISTLICHE ALTERTUMSKUNDE UND KIRCHENGESCHICHTE,0035-7812,0.1,0.046,
ROSA DOS VENTOS-TURISMO E HOSPITALIDADE,2178-9061,0.2,0.06,
ROSSIISKAYA ARKHEOLOGIYA,0869-6063,0.4,0.365,
ROSSIISKAYA ISTORIYA,0869-5687,0.3,0.38,
ROSSIISKII ZHURNAL MENEDZHMENTA-RUSSIAN MANAGEMENT JOURNAL,1729-7427,0.4,0,
ROYAL SOCIETY OPEN SCIENCE,2054-5703,3.5,0.967,
RQR ENFERMERIA COMUNITARIA,2253-9832,0.2,0.02,
RSC ADVANCES,2046-2069,3.9,0.567,
RSC CHEMICAL BIOLOGY,2633-0679,4.1,1.185,
RSC MEDICINAL CHEMISTRY,2632-8682,4.1,0.891,
RSF-THE RUSSELL SAGE JOURNAL OF THE SOCIAL SCIENCES,2377-8253,3.8,2.182,
RTH-RESEARCH TRENDS IN HUMANITIES EDUCATION & PHILOSOPHY,2284-0184,0.1,0.013,
RUBBER CHEMISTRY AND TECHNOLOGY,0035-9475,1.5,0.22,
RUDARSKO-GEOLOSKO-NAFTNI ZBORNIK,0353-4529,1.3,0.164,
RUDN JOURNAL OF RUSSIAN HISTORY,2312-8674,0.1,0.203,
RUDN JOURNAL OF SOCIOLOGY-VESTNIK ROSSIISKOGO UNIVERSITETA DRUZHBY NARODOV SERIYA SOTSIOLOGIYA,2313-2272,0.5,0.15,
RUKOPYSNA TA KNYZHKOVA SPADSHCHYNA UKRAINY-MANUSCRIPT AND BOOK HERITAGE OF UKRAINE,2222-4203,0.2,0,
RUPKATHA JOURNAL ON INTERDISCIPLINARY STUDIES IN HUMANITIES,0975-2935,0.2,0.069,
RURAL AND REMOTE HEALTH,1445-6354,2.1,0.57,
RURAL HISTORY-ECONOMY SOCIETY CULTURE,0956-7933,0.7,0.375,
RURAL SOCIOLOGY,0036-0112,2.3,0.814,
RURAL SPECIAL EDUCATION QUARTERLY,8756-8705,1.5,0.413,
RURAL THEOLOGY-INTERNATIONAL ECUMENCIAL AND INTERDISCIPLINARY PERSPECTIVES,1470-4994,1.1,0.157,
RUSI JOURNAL,0307-1847,1,0.388,
RUSIN,1857-2685,0.4,0.134,
RUSSELL-THE JOURNAL OF THE BERTRAND RUSSELL STUDIES,0036-0163,0.1,0.066,
RUSSIAN CHEMICAL BULLETIN,1066-5285,1.7,0.113,
RUSSIAN CHEMICAL REVIEWS,0036-021X,7.7,0.892,
RUSSIAN GEOLOGY AND GEOPHYSICS,1068-7971,1.1,0.244,
RUSSIAN HISTORY-HISTOIRE RUSSE,0094-288X,0.2,0.205,
RUSSIAN JOURNAL OF APPLIED CHEMISTRY,1070-4272,0.9,0.108,
RUSSIAN JOURNAL OF BIOLOGICAL INVASIONS,2075-1117,0.7,0.126,
RUSSIAN JOURNAL OF BIOORGANIC CHEMISTRY,1068-1620,1,0.131,
RUSSIAN JOURNAL OF BUILDING CONSTRUCTION AND ARCHITECTURE,2542-0526,0.2,0.011,
RUSSIAN JOURNAL OF COORDINATION CHEMISTRY,1070-3284,1.9,0.11,
RUSSIAN JOURNAL OF CRIMINOLOGY,2500-4255,0.1,0.067,
RUSSIAN JOURNAL OF DEVELOPMENTAL BIOLOGY,1062-3604,0.7,0.096,
RUSSIAN JOURNAL OF EARTH SCIENCES,1681-1208,1.3,0.226,
RUSSIAN JOURNAL OF ECOLOGY,1067-4136,1.1,0.187,
RUSSIAN JOURNAL OF ELECTROCHEMISTRY,1023-1935,1.2,0.164,
RUSSIAN JOURNAL OF GENERAL CHEMISTRY,1070-3632,0.9,0.082,
RUSSIAN JOURNAL OF GENETICS,1022-7954,0.6,0.082,
RUSSIAN JOURNAL OF HERPETOLOGY,1026-2296,0.7,0.172,
RUSSIAN JOURNAL OF INORGANIC CHEMISTRY,0036-0236,2.1,0.129,
RUSSIAN JOURNAL OF LINGUISTICS,2687-0088,0.9,0.756,
RUSSIAN JOURNAL OF MARINE BIOLOGY,1063-0740,0.6,0.139,
RUSSIAN JOURNAL OF MATHEMATICAL PHYSICS,1061-9208,1.4,0.438,
RUSSIAN JOURNAL OF NEMATOLOGY,0869-6918,0.8,0.148,
RUSSIAN JOURNAL OF NON-FERROUS METALS,1067-8212,0.8,0.106,
RUSSIAN JOURNAL OF NONDESTRUCTIVE TESTING,1061-8309,0.9,0.096,
RUSSIAN JOURNAL OF NUMERICAL ANALYSIS AND MATHEMATICAL MODELLING,0927-6467,0.6,0.285,
RUSSIAN JOURNAL OF ORGANIC CHEMISTRY,1070-4280,0.8,0.085,
RUSSIAN JOURNAL OF PACIFIC GEOLOGY,1819-7140,0.8,0.166,
RUSSIAN JOURNAL OF PHYSICAL CHEMISTRY A,0036-0244,0.7,0.075,
RUSSIAN JOURNAL OF PHYSICAL CHEMISTRY B,1990-7931,1.4,0.076,
RUSSIAN JOURNAL OF PLANT PHYSIOLOGY,1021-4437,1.4,0.201,
RUSSIAN JOURNAL OF THERIOLOGY,1682-3559,0.6,0.148,
RUSSIAN JOURNAL OF VIETNAMESE STUDIES-VYETNAMSKIYE ISSLEDOVANIYA,2618-9453,0.2,0.015,
RUSSIAN LINGUISTICS,0304-3487,0.6,0.923,
RUSSIAN LITERATURE,0304-3479,0.2,0.494,
RUSSIAN MATHEMATICAL SURVEYS,0036-0279,0.9,1.05,
RUSSIAN MATHEMATICS,1066-369X,0.4,0.159,
RUSSIAN METALLURGY,0036-0295,0.4,0.054,
RUSSIAN METEOROLOGY AND HYDROLOGY,1068-3739,0.7,0.13,
RUSSIAN OPEN MEDICAL JOURNAL,2304-3415,0.4,0.063,
RUSSIAN PHYSICS JOURNAL,1064-8887,0.6,0.078,
RUSSIAN POLITICS,2451-8913,0.8,0,
RUSSIAN REVIEW,0036-0341,0.2,0.346,
RUSSIAN STUDIES IN LITERATURE,1061-1975,0,0.058,
RUSSIAN STUDIES IN PHILOSOPHY,1061-1967,0.1,0.019,
RUSSKAIA LITERATURA,0131-6095,0.1,0.18,
RUTGERS UNIVERSITY LAW REVIEW,2374-3859,0.1,0.137,
S&F-SCIENZAEFILOSOFIA IT,2036-2927,0,0.003,
SA JOURNAL OF HUMAN RESOURCE MANAGEMENT,1683-7584,1.1,0.187,
SA JOURNAL OF INDUSTRIAL PSYCHOLOGY,0258-5200,2.1,0.43,
SA JOURNAL OF RADIOLOGY,1027-202X,0.9,0.232,
SA PHARMACEUTICAL JOURNAL,2221-5875,0.2,0.086,
SABERES,1852-4184,0.3,0.115,
SABRAO JOURNAL OF BREEDING AND GENETICS,1029-7073,1.4,0,
SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,0256-2499,1.6,0.235,
SAE INTERNATIONAL JOURNAL OF AEROSPACE,1946-3855,0.4,0.186,
SAE INTERNATIONAL JOURNAL OF COMMERCIAL VEHICLES,1946-391X,0.5,0.127,
SAE INTERNATIONAL JOURNAL OF ELECTRIFIED VEHICLES,2691-3747,1.1,0.532,
SAE INTERNATIONAL JOURNAL OF ENGINES,1946-3936,1.2,0.264,
SAE INTERNATIONAL JOURNAL OF FUELS AND LUBRICANTS,1946-3952,1,0.245,
SAE INTERNATIONAL JOURNAL OF MATERIALS AND MANUFACTURING,1946-3979,0.8,0.125,
SAE INTERNATIONAL JOURNAL OF PASSENGER CARS-ELECTRONIC AND ELECTRICAL SYSTEMS,1946-4614,0,0,
SAE INTERNATIONAL JOURNAL OF PASSENGER VEHICLE SYSTEMS,2770-3460,0,0,
SAE INTERNATIONAL JOURNAL OF TRANSPORTATION SAFETY,2327-5626,0.5,0.134,
SAE INTERNATIONAL JOURNAL OF VEHICLE DYNAMICS STABILITY AND NVH,2380-2162,1.7,0.107,
SAECULUM,0080-5319,0.1,0.108,
SAFER COMMUNITIES,1757-8043,0.6,0.158,
SAFETY,2313-576X,1.9,0.356,
SAFETY AND HEALTH AT WORK,2093-7911,3.5,0.757,
SAFETY SCIENCE,0925-7535,6.1,1.008,
SAFUNDI,1753-3171,0.4,0.402,
SAGE OPEN,2158-2440,2,0.436,
SAGE OPEN MEDICAL CASE REPORTS,2050-313X,0.8,0.169,
SAGE OPEN MEDICINE,2050-3121,2.3,0.621,
SAGE OPEN NURSING,2377-9608,2,0.377,
SAGVNTVM-PAPELES DEL LABORATORIO DE ARQUEOLOGIA DE VALENCIA,0210-3729,0.3,0.248,
SAHAND COMMUNICATIONS IN MATHEMATICAL ANALYSIS,2423-3900,0.7,0.117,
SAHARA J-JOURNAL OF SOCIAL ASPECTS OF HIV-AIDS,1729-0376,1.1,0.436,
SAIEE AFRICA RESEARCH JOURNAL,1991-1696,1.4,0.147,
SAINS MALAYSIANA,0126-6039,0.8,0.123,
SAKARYA UNIVERSITESI ILAHIYAT FAKULTESI DERGISI-JOURNAL OF SAKARYA UNIVERSITY FACULTY OF THEOLOGY,2146-9806,0.1,0.153,
SALA PRETA,2238-3867,0.1,0.159,
SALAMANDRA,0036-3375,1.3,0.316,
SALMAGUNDI-A QUARTERLY OF THE HUMANITIES AND SOCIAL SCIENCES,0036-3529,0.1,0.053,
SALMAND-IRANIAN JOURNAL OF AGEING,1735-806X,1.1,0.132,
SALUD COLECTIVA,1669-2381,0.8,0.412,
SALUD MENTAL,0185-3325,1.3,0.195,
SALUD PUBLICA DE MEXICO,0036-3634,2.3,0.396,
SALUS JOURNAL,2202-5677,0.5,0.142,
SAMJ SOUTH AFRICAN MEDICAL JOURNAL,0256-9574,2.2,0.592,
SAMPE JOURNAL,0091-1062,0.2,0.025,
SAMUEL BECKETT TODAY/AUJOURD'HUI,0927-3131,0.2,0,
SANAT TARIHI DERGISI-JOURNAL OF ART HISTORY,1300-5707,0.1,0.091,
SANKHYA-SERIES A-MATHEMATICAL STATISTICS AND PROBABILITY,0976-836X,0.7,0.686,
SANKHYA-SERIES B-APPLIED AND INTERDISCIPLINARY STATISTICS,0976-8386,0.8,0.345,
SANTE MENTALE AU QUEBEC,0383-6320,0.2,0.069,
SANTE PUBLIQUE,0995-3914,0.3,0.105,
SAO PAULO JOURNAL OF MATHEMATICAL SCIENCES,1982-6907,0.4,0.335,
SAO PAULO MEDICAL JOURNAL,1516-3180,1.4,0.324,
SAR AND QSAR IN ENVIRONMENTAL RESEARCH,1062-936X,3,0.317,
SARCOIDOSIS VASCULITIS AND DIFFUSE LUNG DISEASES,1124-0490,1.6,0.426,
SARE-SOUTHEAST ASIAN REVIEW OF ENGLISH,0127-046X,0.2,0.069,
SARTRE STUDIES INTERNATIONAL,1357-1559,0.1,0.174,
SATELLITE NAVIGATION,2662-9291,11.2,1.881,
SAUDE E SOCIEDADE,0104-1290,0.6,0.215,
SAUDI DENTAL JOURNAL,1013-9052,1.8,0.335,
SAUDI JOURNAL OF ANAESTHESIA,1658-354X,1.2,0.615,
SAUDI JOURNAL OF BIOLOGICAL SCIENCES,1319-562X,4.4,0.534,
SAUDI JOURNAL OF GASTROENTEROLOGY,1319-3767,2.7,0.593,
SAUDI JOURNAL OF KIDNEY DISEASES AND TRANSPLANTATION,1319-2442,0.5,0.158,
SAUDI JOURNAL OF MEDICINE & MEDICAL SCIENCES,2321-4856,1.6,0.31,
SAUDI JOURNAL OF OPHTHALMOLOGY,1319-4534,0.4,0.208,
SAUDI MEDICAL JOURNAL,0379-5284,1.6,0.39,
SAUDI PHARMACEUTICAL JOURNAL,1319-0164,4.1,0.588,
SBORNIK MATHEMATICS,1064-5616,0.8,0.558,
SCALABLE COMPUTING-PRACTICE AND EXPERIENCE,1895-1767,1.1,0.134,
SCANDIA,0036-5483,0.2,0.268,
SCANDINAVIAN ACTUARIAL JOURNAL,0346-1238,1.8,0.824,
SCANDINAVIAN CARDIOVASCULAR JOURNAL,1401-7431,2.2,0.514,
SCANDINAVIAN ECONOMIC HISTORY REVIEW,0358-5522,0.6,0.396,
SCANDINAVIAN JOURNAL OF CARING SCIENCES,0283-9318,1.9,0.57,
SCANDINAVIAN JOURNAL OF CHILD AND ADOLESCENT PSYCHIATRY AND PSYCHOLOGY,2245-8875,1.9,0.32,
SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION,0036-5513,2.1,0.38,
SCANDINAVIAN JOURNAL OF ECONOMICS,0347-0520,1.1,0.9,
SCANDINAVIAN JOURNAL OF EDUCATIONAL RESEARCH,0031-3831,1.9,0.593,
SCANDINAVIAN JOURNAL OF FORENSIC SCIENCE,2353-0707,0.3,0.156,
SCANDINAVIAN JOURNAL OF FOREST RESEARCH,0282-7581,1.8,0.36,
SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY,0036-5521,1.9,0.647,
SCANDINAVIAN JOURNAL OF HISTORY,0346-8755,0.5,0.409,
SCANDINAVIAN JOURNAL OF HOSPITALITY AND TOURISM,1502-2250,3.6,0.696,
SCANDINAVIAN JOURNAL OF IMMUNOLOGY,0300-9475,3.7,0.644,
SCANDINAVIAN JOURNAL OF LABORATORY ANIMAL SCIENCE,0901-3393,0.8,0.152,
SCANDINAVIAN JOURNAL OF MANAGEMENT,0956-5221,2,0.84,
SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,0905-7188,4.1,1.096,
SCANDINAVIAN JOURNAL OF OCCUPATIONAL THERAPY,1103-8128,1.9,0.392,
SCANDINAVIAN JOURNAL OF PAIN,1877-8860,1.6,0.631,
SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE,0281-3432,2.1,0.634,
SCANDINAVIAN JOURNAL OF PSYCHOLOGY,0036-5564,2.1,0.684,
SCANDINAVIAN JOURNAL OF PUBLIC HEALTH,1403-4948,3.4,1.018,
SCANDINAVIAN JOURNAL OF RHEUMATOLOGY,0300-9742,2.1,0.761,
SCANDINAVIAN JOURNAL OF STATISTICS,0303-6898,1,0.944,
SCANDINAVIAN JOURNAL OF SURGERY,1457-4969,2.4,0.715,
SCANDINAVIAN JOURNAL OF THE OLD TESTAMENT,0901-8328,0.2,0.368,
SCANDINAVIAN JOURNAL OF TRAUMA RESUSCITATION & EMERGENCY MEDICINE,1757-7241,3.3,1.044,
SCANDINAVIAN JOURNAL OF UROLOGY,2168-1805,1.5,0.523,
SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,0355-3140,6.3,1.541,
SCANDINAVIAN POLITICAL STUDIES,0080-6757,1.3,0.636,
SCANDINAVIAN STUDIES,0036-5637,0.4,0.342,
SCANDINAVICA,0036-5653,0,0.319,
SCANDO-SLAVICA,0080-6765,0.1,0.168,
SCHIZOPHRENIA,2754-6993,0,0,
SCHIZOPHRENIA BULLETIN,0586-7614,6.6,2.794,
SCHIZOPHRENIA RESEARCH,0920-9964,4.5,1.37,
SCHIZOPHRENIA RESEARCH AND TREATMENT,2090-2085,2.4,0.277,
SCHIZOPHRENIA RESEARCH-COGNITION,2215-0013,2.8,0,
SCHMALENBACH BUSINESS REVIEW,1439-2917,2.2,0.593,
SCHMERZ,0932-433X,1,0.187,
SCHOLE-FILOSOFSKOE ANTIKOVEDENIE I KLASSICHESKAYA TRADITSIYA-SCHOLE-ANCIENT PHILOSOPHY AND THE CLASSICAL TRADITION,1995-4328,0.1,0.103,
SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT,0924-3453,3,0.957,
SCHOOL LEADERSHIP & MANAGEMENT,1363-2434,5.2,1.056,
SCHOOL MENTAL HEALTH,1866-2625,2.6,0.826,
SCHOOL PSYCHOLOGY,2578-4218,3,0.897,
SCHOOL PSYCHOLOGY INTERNATIONAL,0143-0343,2.3,0.825,
SCHOOL PSYCHOLOGY REVIEW,2372-966X,3,1.028,
SCHOOL SCIENCE AND MATHEMATICS,0036-6803,1.1,0.384,
SCHOOLS-STUDIES IN EDUCATION,1550-1175,0.7,0.235,
SCHWEIZER ARCHIV FUR TIERHEILKUNDE,0036-7281,0.7,0.138,
SCHWEIZERISCHES ARCHIV FUR VOLKSKUNDE,0036-794X,0.1,0.05,
SCIENCE,0036-8075,56.9,22.997,
SCIENCE & EDUCATION,0926-7220,2.8,0.743,
SCIENCE & GLOBAL SECURITY,0892-9882,0.7,0.255,
SCIENCE & JUSTICE,1355-0306,1.9,0.463,
SCIENCE & SOCIETY,0036-8237,0.9,0.377,
SCIENCE & SPORTS,0765-1597,1.1,0.171,
SCIENCE & TECHNIQUE,2227-1031,0.2,0.029,
SCIENCE ACTIVITIES-PROJECTS AND CURRICULUM IDEAS IN STEM CLASSROOMS,0036-8121,0.3,0.034,
SCIENCE ADVANCES,2375-2548,13.6,5.394,
SCIENCE AND ENGINEERING ETHICS,1353-3452,3.7,0.955,
SCIENCE AND ENGINEERING OF COMPOSITE MATERIALS,0792-1233,1.9,0.264,
SCIENCE AND INNOVATION,2409-9066,0.4,0.051,
SCIENCE AND MEDICINE IN FOOTBALL,2473-3938,3.4,0.767,
SCIENCE AND PUBLIC POLICY,0302-3427,2.7,0.699,
SCIENCE AND TECHNOLOGY FOR ENERGY TRANSITION,2804-7699,0,0,
SCIENCE AND TECHNOLOGY FOR THE BUILT ENVIRONMENT,2374-4731,1.9,0.359,
SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,1468-6996,5.5,1.415,
SCIENCE AND TECHNOLOGY OF ARCHAEOLOGICAL RESEARCH,2054-8923,3.5,0.817,
SCIENCE AND TECHNOLOGY OF ENERGETIC MATERIALS,1347-9466,0.5,0.066,
SCIENCE AND TECHNOLOGY OF NUCLEAR INSTALLATIONS,1687-6075,1.1,0.206,
SCIENCE AND TECHNOLOGY OF WELDING AND JOINING,1362-1718,3.3,0.526,
SCIENCE AND TECHNOLOGY STUDIES,2243-4690,1.2,0.878,
SCIENCE AS CULTURE,0950-5431,2.6,1.003,
SCIENCE BULLETIN,2095-9273,18.9,3.373,
SCIENCE CHINA-CHEMISTRY,1674-7291,9.6,1.516,
SCIENCE CHINA-EARTH SCIENCES,1674-7313,5.7,1.629,
SCIENCE CHINA-INFORMATION SCIENCES,1674-733X,8.8,1.449,
SCIENCE CHINA-LIFE SCIENCES,1674-7305,9.1,1.535,
SCIENCE CHINA-MATERIALS,2095-8226,8.1,1.253,
SCIENCE CHINA-MATHEMATICS,1674-7283,1.4,0.866,
SCIENCE CHINA-PHYSICS MECHANICS & ASTRONOMY,1674-7348,6.4,1.266,
SCIENCE CHINA-TECHNOLOGICAL SCIENCES,1674-7321,4.6,0.704,
SCIENCE COMMUNICATION,1075-5470,9,2.562,
SCIENCE DILIMAN,0115-7809,0.3,0.039,
SCIENCE EDITING,2288-7474,1.5,0.24,
SCIENCE EDUCATION,0036-8326,4.3,1.602,
SCIENCE FICTION FILM AND TELEVISION,1754-3770,0.2,0.245,
SCIENCE IMMUNOLOGY,2470-9468,24.8,10.147,
SCIENCE IN CONTEXT,0269-8897,0.3,0.461,
SCIENCE OF ADVANCED MATERIALS,1947-2935,0.9,0.077,
SCIENCE OF COMPUTER PROGRAMMING,0167-6423,1.3,0.338,
SCIENCE OF DIABETES SELF-MANAGEMENT AND CARE,2635-0106,1.9,0.484,
SCIENCE OF GYMNASTICS JOURNAL,1855-7171,0.6,0.098,
SCIENCE OF NATURE,0028-1042,1.8,0.605,
SCIENCE OF SINTERING,0350-820X,1.5,0.133,
SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,9.8,1.432,
SCIENCE PROGRESS,0036-8504,2.1,0.444,
SCIENCE ROBOTICS,2470-9476,25,9.779,
SCIENCE SIGNALING,1945-0877,7.3,2.686,
SCIENCE TECHNOLOGY & HUMAN VALUES,0162-2439,3.1,1.33,
SCIENCE TECHNOLOGY AND SOCIETY,0971-7218,2.1,0.463,
SCIENCE TRANSLATIONAL MEDICINE,1946-6234,17.1,7.167,
SCIENCE-FICTION STUDIES,0091-7729,0.2,0.226,
SCIENCEASIA,1513-1874,1.2,0.124,
SCIENCES IN COLD AND ARID REGIONS,1674-3822,1,0.197,
SCIENCES SOCIALES ET SANTE,0294-0337,0.5,0.099,
SCIENTIA AGRICOLA,1678-992X,2.6,0.424,
SCIENTIA AGROPECUARIA,2077-9917,1.5,0.148,
SCIENTIA ET FIDES,2300-7648,1,0.383,
SCIENTIA FORESTALIS,1413-9324,0.5,0.113,
SCIENTIA HORTICULTURAE,0304-4238,4.3,0.553,
SCIENTIA IRANICA,1026-3098,1.4,0.198,
SCIENTIA MARINA,0214-8358,1.4,0.389,
SCIENTIA MEDICA,1806-5562,0.5,0.096,
SCIENTIA PHARMACEUTICA,2218-0532,2.5,0.43,
SCIENTIA SINICA-PHYSICA MECHANICA & ASTRONOMICA,1674-7275,0.6,0.118,
SCIENTIFIC AFRICAN,2468-2276,2.9,0.403,
SCIENTIFIC AMERICAN,0036-8733,3,0.915,
SCIENTIFIC AND TECHNICAL INFORMATION PROCESSING,0147-6882,0.7,0.071,
SCIENTIFIC ANNALS OF COMPUTER SCIENCE,1843-8121,0.9,0.242,
SCIENTIFIC ANNALS OF ECONOMICS AND BUSINESS,2501-1960,0.6,0.08,
SCIENTIFIC CHRONICLES,1791-1362,0,0.002,
SCIENTIFIC DATA,2052-4463,9.8,3.279,
SCIENTIFIC DRILLING,1816-8957,1.2,0.444,
SCIENTIFIC JOURNAL OF SILESIAN UNIVERSITY OF TECHNOLOGY-SERIES TRANSPORT,0209-3324,0.6,0.054,
SCIENTIFIC JOURNALS OF THE MARITIME UNIVERSITY OF SZCZECIN-ZESZYTY NAUKOWE AKADEMII MORSKIEJ W SZCZECINIE,1733-8670,0.4,0.049,
SCIENTIFIC PAPERS OF THE UNIVERSITY OF PARDUBICE-SERIES D-FACULTY OF ECONOMICS AND ADMINISTRATION,1211-555X,0.4,0,
SCIENTIFIC PAPERS-SERIES A-AGRONOMY,2285-5785,0.3,0.023,
SCIENTIFIC PAPERS-SERIES B-HORTICULTURE,2285-5653,0.4,0.018,
SCIENTIFIC PAPERS-SERIES D-ANIMAL SCIENCE,2285-5750,0.3,0.017,
SCIENTIFIC PAPERS-SERIES E-LAND RECLAMATION EARTH OBSERVATION & SURVEYING ENVIRONMENTAL ENGINEERING,2285-6064,0.4,0.033,
SCIENTIFIC PAPERS-SERIES MANAGEMENT ECONOMIC ENGINEERING IN AGRICULTURE AND RURAL DEVELOPMENT,2284-7995,1.4,0.051,
SCIENTIFIC REPORTS,2045-2322,4.6,1.129,
SCIENTIFIC STUDIES OF READING,1088-8438,3.7,1.599,
SCIENTIFIC STUDY AND RESEARCH-CHEMISTRY AND CHEMICAL ENGINEERING BIOTECHNOLOGY FOOD INDUSTRY,1582-540X,0.3,0.063,
SCIENTIFICA,2090-908X,3.2,0.474,
SCIENTIST,0890-3670,1.8,0.258,
SCIENTOMETRICS,0138-9130,3.9,0.858,
SCIENZA & POLITICA-PER UNA STORIA DELLE DOTTRINE,1590-4946,0.1,0.112,
SCIPOST PHYSICS,2542-4653,5.5,2.119,
SCIPOST PHYSICS CORE,2666-9366,3.6,1.4,
SCIRE-REPRESENTACION Y ORGANIZACION DEL CONOCIMIENTO,1135-3716,0.1,0.083,
SCIRES-IT-SCIENTIFIC RESEARCH AND INFORMATION TECHNOLOGY,2239-4303,0.6,0.115,
SCM STUDIES IN COMMUNICATION AND MEDIA,2192-4007,0.9,0,
SCOTTISH AFFAIRS,0966-0356,0.8,0.323,
SCOTTISH ARCHAEOLOGICAL JOURNAL,1471-5767,0,0.049,
SCOTTISH GEOGRAPHICAL JOURNAL,1470-2541,1,0.223,
SCOTTISH HISTORICAL REVIEW,0036-9241,0.5,0.64,
SCOTTISH JOURNAL OF GEOLOGY,0036-9276,0.7,0.312,
SCOTTISH JOURNAL OF POLITICAL ECONOMY,0036-9292,1.1,0.362,
SCOTTISH JOURNAL OF THEOLOGY,0036-9306,0.2,0.2,
SCOTTISH LITERARY REVIEW,1756-5634,0.2,0,
SCOTTISH MEDICAL JOURNAL,0036-9330,2.7,0.373,
SCREEN,0036-9543,0.3,0.363,
SCRIPTA MATERIALIA,1359-6462,6,1.254,
SCRIPTA NOVA-REVISTA ELECTRONICA DE GEOGRAFIA Y CIENCIAS SOCIALES,1138-9788,0.8,0.313,
SCRIPTA THEOLOGICA,0036-9764,0.4,0.235,
SCRIPTA-REVISTA INTERNACIONAL DE LITERATURA I CULTURA MEDIEVAL I MODERNA-INTERNATIONAL JOURNAL OF MEDIEVAL & MODERN LITERATURE & CULTURE,2340-4841,0.1,0.176,
SCRIPTORIUM,0036-9772,0,0.283,
SCRIPTURA-INTERNATIONAL JOURNAL OF BIBLE RELIGION AND THEOLOGY IN SOUTHERN AFRICA,0254-1807,0.2,0.193,
SCULPTURE JOURNAL,1366-2724,0.1,0.204,
SCULPTURE REVIEW,0747-5284,0,0,
SEA TECHNOLOGY,0093-3651,0.1,0.023,
SEARCH-JOURNAL OF MEDIA AND COMMUNICATION RESEARCH,2672-7080,1,0.081,
SECOND LANGUAGE RESEARCH,0267-6583,2.4,0.915,
SECULAR STUDIES,2589-2517,0.3,0,
