Journal	JournalFullName	ISSN	2024IF	2024AI
RBNE	RBNE-REVISTA BRASILEIRA DE NUTRICAO ESPORTIVA	1981-9927	0.2	0.01
RBRH-REV BRAS RECUR	RBRH-REVISTA BRASILEIRA DE RECURSOS HIDRICOS	1414-381X	0.6	0.161
RDBCI-REV DIG BIB CI	RDBCI-REVISTA DIGITAL DE BIBLIOTECONOMIA E CIENCIA DA INFORMACAO	N/A	0.5	0.0
REACT CHEM ENG	REACTION CHEMISTRY & ENGINEERING	2058-9883	3.1	0.657
REACT FUNCT POLYM	REACTIVE & FUNCTIONAL POLYMERS	1381-5148	5.1	0.639
REACT KINET MECH CAT	REACTION KINETICS MECHANISMS AND CATALYSIS	1878-5190	1.7	0.219
REACTIONS-BASEL	REACTIONS	N/A	2.2	0.349
READ FOREIGN LANG	READING IN A FOREIGN LANGUAGE	1539-0578	0.7	0.256
READ PSYCHOL	READING PSYCHOLOGY	0270-2711	1.0	0.484
READ RES QUART	READING RESEARCH QUARTERLY	0034-0553	4.1	2.285
READ TEACH	READING TEACHER	0034-0561	1.5	0.449
READ WRIT	READING AND WRITING	0922-4777	2.2	0.928
READ WRIT Q	READING & WRITING QUARTERLY	1057-3569	1.2	0.536
READ WRIT-J READ ASS	READING & WRITING-JOURNAL OF THE READING ASSOCIATION OF SOUTH AFRICA	2079-8245	0.7	0.187
REAL ANAL EXCH	REAL ANALYSIS EXCHANGE	0147-1937	0.4	0.225
REAL ESTATE ECON	REAL ESTATE ECONOMICS	1080-8620	2.0	0.949
REAL ESTATE MANAGE V	REAL ESTATE MANAGEMENT AND VALUATION	1733-2478	1.1	0.118
REAL-TIME SYST	REAL-TIME SYSTEMS	0922-6443	1.3	0.262
REC AUST MUS	RECORDS OF THE AUSTRALIAN MUSEUM	0067-1975	0.8	0.188
REC MANAG J	RECORDS MANAGEMENT JOURNAL	0956-5698	0.7	0.258
REC NAT PROD	RECORDS OF NATURAL PRODUCTS	1307-6167	1.6	0.156
RECALL	RECALL	0958-3440	5.7	1.491
RECENT ADV ELECTR EL	RECENT ADVANCES IN ELECTRICAL & ELECTRONIC ENGINEERING	2352-0965	0.5	0.078
RECENT ADV INFLAMM A	RECENT ADVANCES IN INFLAMMATION & ALLERGY DRUG DISCOVERY	2772-2708	1.1	0.207
RECENT CONTRIB PHYS	RECENT CONTRIBUTIONS TO PHYSICS	1563-0315	0.2	0.0
RECENT PAT ANTI-CANC	RECENT PATENTS ON ANTI-CANCER DRUG DISCOVERY	1574-8928	4.1	0.458
RECENT PAT NANOTECH	RECENT PATENTS ON NANOTECHNOLOGY	1872-2105	3.1	0.307
RECENT PER TURK STUD	RECENT PERIOD TURKISH STUDIES-YAKIN DONEM TURKIYE ARASTIRMALARI	1304-9720	0.0	0.0
RECEPTION	RECEPTION-TEXTS READERS AUDIENCES HISTORY	2168-0604	0.1	0.194
RECERCA	RECERCA-REVISTA DE PENSAMENT & ANALISI	1130-6149	0.4	0.227
RECH APPL MARKET-ENG	RECHERCHE ET APPLICATIONS EN MARKETING-ENGLISH EDITION	2051-5707	1.0	0.261
RECH PRAT PEDAGOG LA	RECHERCHE ET PRATIQUES PEDAGOGIQUES EN LANGUES DE SPECIALITE-CAHIERS DE L APLIUT	2257-5405	0.1	0.018
RECH SOCIOGRAPHIQUES	RECHERCHES SOCIOGRAPHIQUES	0034-1282	0.1	0.041
RECH SOINS INFIRM	RECHERCHE EN SOINS INFIRMIERS	0297-2964	0.2	0.06
RECH THEOL PHILOS ME	RECHERCHES DE THEOLOGIE ET PHILOSOPHIE MEDIEVALES	1370-7493	0.3	0.616
RECHT PSYCHIATR	RECHT & PSYCHIATRIE	0724-2247	0.8	0.112
RECHTSMEDIZIN	RECHTSMEDIZIN	0937-9819	0.5	0.085
REC-INTERV CARDIOL	REC-INTERVENTIONAL CARDIOLOGY	2604-7306	1.1	0.2
RECREAT SPORTS J	RECREATIONAL SPORTS JOURNAL	1558-8661	1.0	0.226
RECYCLING-BASEL	RECYCLING	N/A	4.6	0.769
REDHECS-REV ELECTRON	REDHECS-REVISTA ELECTRONICA DE HUMANIDADES EDUCACION Y COMUNICACION SOCIAL	1856-9331	0.1	0.008
REDIA	REDIA-JOURNAL OF ZOOLOGY	0370-4327	0.6	0.116
REDIMAT	REDIMAT-REVISTA DE INVESTIGACION EN DIDACTICA DE LAS MATEMATICAS	2014-3621	0.6	0.098
REDOX BIOL	REDOX BIOLOGY	2213-2317	11.9	2.849
REDOX EXP MED	REDOX EXPERIMENTAL MEDICINE	N/A	2.1	0.329
REDOX REP	REDOX REPORT	1351-0002	7.4	1.129
RED-REV EDUC DISTANC	RED-REVISTA DE EDUCACION A DISTANCIA	1578-7680	1.3	0.257
RED-REV ELECTRON DIR	RED-REVISTA ELECTRONICA DE DIREITO	2182-9845	0.0	0.008
REDU	REDU-REVISTA DE DOCENCIA UNIVERSITARIA	1696-1412	0.5	0.143
REF SERV REV	REFERENCE SERVICES REVIEW	0090-7324	1.0	0.37
REFLECT PRACT	REFLECTIVE PRACTICE	1462-3943	1.8	0.411
REFLEX POLITICA	REFLEXION POLITICA	0124-0781	0.1	0.105
REFORM RENAISS REV	REFORMATION & RENAISSANCE REVIEW	1462-2459	0.6	0.509
REFORMATION	REFORMATION	1357-4175	1.1	0.24
REFRACT IND CERAM+	REFRACTORIES AND INDUSTRIAL CERAMICS	1083-4877	0.3	0.056
REFUG SURV Q	REFUGEE SURVEY QUARTERLY	1020-4067	2.2	0.864
REFUGE	REFUGE	0229-5113	1.0	0.552
REG DEV	REGION ET DEVELOPPEMENT	1267-5059	0.2	0.372
REG ENVIRON CHANGE	REGIONAL ENVIRONMENTAL CHANGE	1436-3798	3.6	1.047
REG FED STUD	REGIONAL AND FEDERAL STUDIES	1359-7566	1.4	0.637
REG SCI POLICY PRACT	REGIONAL SCIENCE POLICY AND PRACTICE	1757-7802	2.1	0.42
REG SCI URBAN ECON	REGIONAL SCIENCE AND URBAN ECONOMICS	0166-0462	2.9	1.427
REG STAT	REGIONAL STATISTICS	2063-9538	1.3	0.172
REG STUD	REGIONAL STUDIES	0034-3404	4.2	1.343
REG STUD MAR SCI	REGIONAL STUDIES IN MARINE SCIENCE	2352-4855	2.4	0.429
REG STUD REG SCI	REGIONAL STUDIES REGIONAL SCIENCE	2168-1376	2.4	0.674
REG SUSTAIN	REGIONAL SUSTAINABILITY	2097-0129	4.6	0.848
REGEN BIOMATER	REGENERATIVE BIOMATERIALS	2056-3418	8.1	0.933
REGEN ENG TRANSL MED	REGENERATIVE ENGINEERING AND TRANSLATIONAL MEDICINE	2364-4133	1.9	0.407
REGEN MED	REGENERATIVE MEDICINE	1746-0751	2.6	0.6
REGEN THER	REGENERATIVE THERAPY	2352-3204	3.5	0.71
REGE-REV GEST	REGE-REVISTA DE GESTAO	1809-2276	2.1	0.302
REGION	REGION	2166-4307	1.9	0.468
REGION ANESTH PAIN M	REGIONAL ANESTHESIA AND PAIN MEDICINE	1098-7339	3.5	1.383
REGIONOLOGIYA	REGIONOLOGIYA-REGIONOLOGY RUSSIAN JOURNAL OF REGIONAL STUDIES	2413-1407	0.4	0.063
REGIST J	REGISTER JOURNAL	1979-8903	0.6	0.076
REGIST KY HIST SOC	REGISTER OF THE KENTUCKY HISTORICAL SOCIETY	0023-0243	0.0	0.114
REGIST STUD	REGISTER STUDIES	2542-9477	1.5	0.408
REGUL CHAOTIC DYN	REGULAR & CHAOTIC DYNAMICS	1560-3547	0.8	0.297
REGUL GOV	REGULATION & GOVERNANCE	1748-5983	3.8	1.285
REGUL MECH BIOSYST	REGULATORY MECHANISMS IN BIOSYSTEMS	2519-8521	0.5	0.051
REGUL TOXICOL PHARM	REGULATORY TOXICOLOGY AND PHARMACOLOGY	0273-2300	3.5	0.698
REHABIL COUNS BULL	REHABILITATION COUNSELING BULLETIN	0034-3552	1.3	0.371
REHABIL NURS	REHABILITATION NURSING	0278-4807	1.0	0.362
REHABIL ONCOL	REHABILITATION ONCOLOGY	2168-3808	0.9	0.257
REHABIL PROCESS OUTC	REHABILITATION PROCESS AND OUTCOME	1179-5727	1.4	0.498
REHABIL PSYCHOL	REHABILITATION PSYCHOLOGY	0090-5550	1.7	0.799
REHABIL RES POL EDUC	REHABILITATION RESEARCH POLICY AND EDUCATION	2168-6653	0.4	0.098
REHABILITACION	REHABILITACION	0048-7120	0.4	0.0
REHABILITATION	REHABILITATION	0034-3536	2.3	0.927
REICE-REV ELECTRON I	REICE-REVISTA ELECTRONICA DE INVESTIGACION EN CIENCIAS ECONOMICAS	2308-782X	0.5	0.057
REICE-REV IBEROAM CA	REICE-REVISTA IBEROAMERICANA SOBRE CALIDAD EFICACIA Y CAMBIO EN EDUCACION	1696-4713	1.3	0.434
REIDOCREA	REIDOCREA-REVISTA EECTRONICA DE INVESTIGACION Y DOCENCIA CREATIVA	2254-5883	0.3	0.077
REJUV RES	REJUVENATION RESEARCH	1549-1684	2.6	0.584
RELAC INT-B AIRES	RELACIONES INTERNACIONALES	1515-3371	0.2	0.15
RELAC INT-MADR	RELACIONES INTERNACIONALES-MADRID	1699-3950	0.3	0.065
RELACIONES-ARG	RELACIONES	0325-2221	0.4	0.286
RELAT IND-IND RELAT	RELATIONS INDUSTRIELLES-INDUSTRIAL RELATIONS	0034-379X	0.6	0.164
RELC J	RELC JOURNAL	0033-6882	6.2	1.155
RELIAB ENG SYST SAFE	RELIABILITY ENGINEERING & SYSTEM SAFETY	0951-8320	11.0	1.418
RELIEVE	RELIEVE-REVISTA ELECTRONICA DE INVESTIGACION Y EVALUACION EDUCATIVA	1134-4032	1.6	0.317
RELIG AM CULT	RELIGION AND AMERICAN CULTURE-A JOURNAL OF INTERPRETATION	1052-1151	0.3	0.358
RELIG ARTS	RELIGION AND THE ARTS	1079-9265	0.1	0.033
RELIG BRAIN BEHAV	RELIGION BRAIN & BEHAVIOR	2153-599X	3.4	0.997
RELIG COMPASS	RELIGION COMPASS	1749-8171	0.4	0.48
RELIG HUM RIGHTS	RELIGION & HUMAN RIGHTS	1871-031X	0.1	0.281
RELIG INQ	RELIGIOUS INQUIRIES	2322-4894	0.1	0.017
RELIG LIT	RELIGION & LITERATURE	0888-3769	0.1	0.0
RELIG SOC-ADV RES	RELIGION AND SOCIETY-ADVANCES IN RESEARCH	2150-9298	0.3	0.462
RELIG SOC-ITALY	RELIGIONI E SOCIETA-RIVISTA DI SCIENZE SOCIALI DELLA RELIGIONE	0394-9397	0.1	0.053
RELIG SOUTH ASIA	RELIGIONS OF SOUTH ASIA	1751-2689	0.0	0.144
RELIG STATE SOC	RELIGION STATE & SOCIETY	0963-7494	0.8	0.481
RELIG STUD	RELIGIOUS STUDIES	0034-4125	0.7	0.438
RELIG STUD REV	RELIGIOUS STUDIES REVIEW	0319-485X	0.1	0.094
RELIG STUD THEOL	RELIGIOUS STUDIES AND THEOLOGY	0829-2922	0.1	0.012
RELIG THEOL	RELIGION AND THEOLOGY-A JOURNAL OF CONTEMPORARY RELIGIOUS DISCOURSE	1023-0807	0.6	0.22
RELIGION	RELIGION	0048-721X	1.0	0.759
RELIGION EDUC	RELIGION & EDUCATION	1550-7394	1.1	0.317
RELIGIONS	RELIGIONS	N/A	0.6	0.295
RELIGIOUS EDUC	RELIGIOUS EDUCATION	0034-4087	0.4	0.201
REM SPEC EDUC	REMEDIAL AND SPECIAL EDUCATION	0741-9325	2.1	1.139
REMATE MALES	REMATE DE MALES	0103-183X	0.1	0.283
REMEA-REV ELETRONICA	REMEA-REVISTA ELETRONICA DO MESTRADO EM EDUCACAO AMBIENTAL	2318-4884	0.2	0.039
REMEDIATION	REMEDIATION-THE JOURNAL OF ENVIRONMENTAL CLEANUP COSTS TECHNOLOGIES & TECHNIQUES	1051-5658	2.9	0.409
REMIE-MULTIDISCIP J	REMIE-MULTIDISCIPLINARY JOURNAL OF EDUCATIONAL RESEARCH	2014-2862	0.5	0.307
REMOTE SENS APPL	REMOTE SENSING APPLICATIONS-SOCIETY AND ENVIRONMENT	2352-9385	4.5	0.83
REMOTE SENS ECOL CON	REMOTE SENSING IN ECOLOGY AND CONSERVATION	N/A	4.3	1.365
REMOTE SENS ENVIRON	REMOTE SENSING OF ENVIRONMENT	0034-4257	11.4	3.264
REMOTE SENS LETT	REMOTE SENSING LETTERS	2150-704X	1.5	0.338
REMOTE SENS-BASEL	REMOTE SENSING	N/A	4.1	0.889
RENAISS STUD	RENAISSANCE STUDIES	0269-1213	0.1	0.312
RENAISSANCE QUART	RENAISSANCE QUARTERLY	0034-4338	0.7	1.366
RENAISSANCE REFORM	RENAISSANCE AND REFORMATION	0034-429X	0.1	0.347
RENAL FAILURE	RENAL FAILURE	0886-022X	3.0	0.626
RENAL REPLACE THER	RENAL REPLACEMENT THERAPY	N/A	1.0	0.277
RENASCENCE	RENASCENCE-ESSAYS ON VALUES IN LITERATURE	0034-4346	0.1	0.065
REND CIRC MAT PALERM	RENDICONTI DEL CIRCOLO MATEMATICO DI PALERMO	0009-725X	0.9	0.353
REND LINCEI-MAT APPL	RENDICONTI LINCEI-MATEMATICA E APPLICAZIONI	1120-6330	0.8	0.673
REND LINCEI-SCI FIS	RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI	2037-4631	2.7	0.361
REND ONLINE SOC GEOL	RENDICONTI ONLINE DELLA SOCIETA GEOLOGICA ITALIANA	2035-8008	1.2	0.186
REND SEMIN MAT U PAD	RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA	0041-8994	0.5	0.298
RENEW AGR FOOD SYST	RENEWABLE AGRICULTURE AND FOOD SYSTEMS	1742-1705	2.0	0.464
RENEW ENERG	RENEWABLE ENERGY	0960-1481	9.1	1.316
RENEW ENERG FOCUS	RENEWABLE ENERGY FOCUS	1755-0084	5.9	0.94
RENEW ENERG RES APPL	RENEWABLE ENERGY RESEARCH AND APPLICATIONS	2717-252X	1.5	0.216
RENEW SUST ENERG REV	RENEWABLE & SUSTAINABLE ENERGY REVIEWS	1364-0321	16.3	3.097
RENEW SUST ENERGY TR	RENEWABLE AND SUSTAINABLE ENERGY TRANSITION	N/A	5.4	1.326
REP BIOCHEM MOL BIOL	REPORTS OF BIOCHEMISTRY AND MOLECULAR BIOLOGY	2322-3480	1.2	0.2
REP FOR RES	REPORTS OF FORESTRY RESEARCH-ZPRAVY LESNICKEHO VYZKUMU	0322-9688	0.4	0.051
REP GEOD GEOINFORMAT	REPORTS ON GEODESY AND GEOINFORMATICS	2391-8365	0.8	0.044
REP MATH LOGIC	REPORTS ON MATHEMATICAL LOGIC	0137-2904	0.0	0.109
REP MATH PHYS	REPORTS ON MATHEMATICAL PHYSICS	0034-4877	1.2	0.25
REP PRACT ONCOL RADI	REPORTS OF PRACTICAL ONCOLOGY AND RADIOTHERAPY	1507-1367	2.0	0.32
REP PROG PHYS	REPORTS ON PROGRESS IN PHYSICS	0034-4885	20.7	6.767
REPORTS-BASEL	REPORTS	N/A	0.6	0.108
REPRESENT THEOR	REPRESENTATION THEORY	1088-4165	0.6	0.883
REPRESENTATIONS	REPRESENTATIONS	0734-6018	0.9	0.692
REPROD BIOL	REPRODUCTIVE BIOLOGY	1642-431X	2.0	0.444
REPROD BIOL ENDOCRIN	REPRODUCTIVE BIOLOGY AND ENDOCRINOLOGY	N/A	4.7	1.195
REPROD BIOMED ONLINE	REPRODUCTIVE BIOMEDICINE ONLINE	1472-6483	3.5	1.074
REPROD DEV MED	REPRODUCTIVE AND DEVELOPMENTAL MEDICINE	2096-2924	0.7	0.14
REPROD DOMEST ANIM	REPRODUCTION IN DOMESTIC ANIMALS	0936-6768	1.7	0.319
REPROD FERT DEVELOP	REPRODUCTION FERTILITY AND DEVELOPMENT	1031-3613	2.1	0.432
REPROD FERTIL	REPRODUCTION AND FERTILITY	N/A	3.4	1.0
REPROD HEALTH	REPRODUCTIVE HEALTH	N/A	3.4	1.169
REPROD MED BIOL	REPRODUCTIVE MEDICINE AND BIOLOGY	1445-5781	3.3	0.957
REPROD MED-BASEL	REPRODUCTIVE MEDICINE	N/A	1.3	0.313
REPROD SCI	REPRODUCTIVE SCIENCES	1933-7191	2.5	0.694
REPROD TOXICOL	REPRODUCTIVE TOXICOLOGY	0890-6238	2.8	0.679
REPRODUCTION	REPRODUCTION	1470-1626	3.7	1.019
REQUIR ENG	REQUIREMENTS ENGINEERING	0947-3602	3.3	0.442
RES AFR LITERATURES	RESEARCH IN AFRICAN LITERATURES	0034-5210	0.3	0.282
RES AGING	RESEARCH ON AGING	0164-0275	1.8	0.794
RES ASTRON ASTROPHYS	RESEARCH IN ASTRONOMY AND ASTROPHYSICS	1674-4527	2.8	0.723
RES AUTISM SPECT DIS	RESEARCH IN AUTISM SPECTRUM DISORDERS	1750-9467	2.1	0.921
RES CARDIOVASC MED	RESEARCH IN CARDIOVASCULAR MEDICINE	2251-9572	0.1	0.048
RES CHEM INTERMEDIAT	RESEARCH ON CHEMICAL INTERMEDIATES	0922-6168	3.5	0.342
RES CHILD ADOLES PSY	RESEARCH ON CHILD AND ADOLESCENT PSYCHOPATHOLOGY	2730-7166	2.4	1.109
RES COLD ARID REG	RESEARCH IN COLD AND ARID REGIONS	2097-1583	2.3	0.465
RES COMP INT EDUC	RESEARCH IN COMPARATIVE AND INTERNATIONAL EDUCATION	1745-4999	1.4	0.517
RES DANC EDUC	RESEARCH IN DANCE EDUCATION	1464-7893	0.9	0.254
RES DEV DISABIL	RESEARCH IN DEVELOPMENTAL DISABILITIES	0891-4222	2.6	0.871
RES ECON	RESEARCH IN ECONOMICS	1090-9443	1.3	0.379
RES EDUC	RESEARCH IN EDUCATION	0034-5237	1.7	0.496
RES EDUC ADMIN LEAD	RESEARCH IN EDUCATIONAL ADMINISTRATION & LEADERSHIP	2564-7261	0.7	0.231
RES EDUC LEARN INNOV	RESEARCH IN EDUCATION AND LEARNING INNOVATION ARCHIVES-REALIA	2659-9031	1.0	0.151
RES ENG DES	RESEARCH IN ENGINEERING DESIGN	0934-9839	1.9	0.509
RES ETHICS-UK	RESEARCH ETHICS	1747-0161	2.2	0.0
RES EVALUAT	RESEARCH EVALUATION	0958-2029	2.5	0.938
RES FUTURAE	RES FUTURAE-REVUE D ETUDES SUR LA SCIENCE-FICTION	2264-6949	0.1	0.034
RES GERONTOL NURS	RESEARCH IN GERONTOLOGICAL NURSING	1940-4921	1.6	0.441
RES GLOB	RESEARCH IN GLOBALIZATION	N/A	3.7	0.0
RES HIGH EDUC	RESEARCH IN HIGHER EDUCATION	0361-0365	2.3	0.898
RES HUM DEV	RESEARCH IN HUMAN DEVELOPMENT	1542-7609	1.0	1.079
RES INT BUS FINANC	RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE	0275-5319	6.9	0.974
RES INTEGR PEER REV	RESEARCH INTEGRITY AND PEER REVIEW	N/A	10.7	3.816
RES J BIOTECHNOL	RESEARCH JOURNAL OF BIOTECHNOLOGY	0973-6263	0.2	0.038
RES J PHARMACOGN	RESEARCH JOURNAL OF PHARMACOGNOSY	2345-4458	1.2	0.179
RES J TEXT APPAR	RESEARCH JOURNAL OF TEXTILE AND APPAREL	1560-6074	1.9	0.274
RES LANG SOC INTERAC	RESEARCH ON LANGUAGE AND SOCIAL INTERACTION	0835-1813	2.1	1.775
RES LEARN TECHNOL	RESEARCH IN LEARNING TECHNOLOGY	2156-7069	1.2	0.394
RES MAR SCI	RESEARCH IN MARINE SCIENCES	2538-5542	0.1	0.044
RES MATH	RESEARCH IN MATHEMATICS	N/A	1.1	0.272
RES MATH EDUCAT	RESEARCH IN MATHEMATICS EDUCATION	1479-4802	1.1	0.454
RES MATH SCI	RESEARCH IN THE MATHEMATICAL SCIENCES	2522-0144	1.2	1.063
RES MICROBIOL	RESEARCH IN MICROBIOLOGY	0923-2508	3.4	0.882
RES MOBILIS	RES MOBILIS-INTERNATIONAL RESEARCH JOURNAL OF FURNITURE AND DECORATIVE OBJECTS	2255-2057	0.1	0.025
RES NONDESTRUCT EVAL	RESEARCH IN NONDESTRUCTIVE EVALUATION	0934-9847	1.6	0.271
RES NUMBER THEORY	RESEARCH IN NUMBER THEORY	2522-0160	0.8	0.643
RES NURS HEALTH	RESEARCH IN NURSING & HEALTH	0160-6891	2.4	0.729
RES ORGAN BEHAV	RESEARCH IN ORGANIZATIONAL BEHAVIOR	0191-3085	3.6	2.913
RES PAP EDUC	RESEARCH PAPERS IN EDUCATION	0267-1522	1.8	0.865
RES PHARM SCI	RESEARCH IN PHARMACEUTICAL SCIENCES	1735-5362	2.1	0.341
RES PHENOMENOL	RESEARCH IN PHENOMENOLOGY	0085-5553	0.5	0.447
RES PHILOS	RES PHILOSOPHICA	2168-9105	0.4	0.553
RES POLICY	RESEARCH POLICY	0048-7333	8.0	2.974
RES POLITICS	RESEARCH & POLITICS	N/A	2.0	2.256
RES POST-COMPULS EDU	RESEARCH IN POST-COMPULSORY EDUCATION	1359-6748	0.9	0.307
RES PRACT INTELLECT	RESEARCH AND PRACTICE IN INTELLECTUAL AND DEVELOPMENTAL DISABILITIES	2329-7018	1.1	0.444
RES PRACT PERS SEV D	RESEARCH AND PRACTICE FOR PERSONS WITH SEVERE DISABILITIES	1540-7969	3.7	1.13
RES PRACT TECH ENHAN	RESEARCH AND PRACTICE IN TECHNOLOGY ENHANCED LEARNING	N/A	3.0	0.691
RES PRACT THROMB HAE	RESEARCH AND PRACTICE IN THROMBOSIS AND HAEMOSTASIS	N/A	3.4	1.203
RES PSYCHOTHER-PSYCH	RESEARCH IN PSYCHOTHERAPY-PSYCHOPATHOLOGY PROCESS AND OUTCOME	2239-8031	2.3	0.633
RES PUBLICA-NETH	RES PUBLICA-A JOURNAL OF MORAL LEGAL AND POLITICAL PHILOSOPHY	1356-4765	1.1	0.536
RES PUBLICA-REV FILO	RES PUBLICA-REVISTA DE FILOSOFIA POLITICA	1576-4184	0.1	0.112
RES Q EXERCISE SPORT	RESEARCH QUARTERLY FOR EXERCISE AND SPORT	0270-1367	1.6	0.555
RES REP CLIN CARDIOL	RESEARCH REPORTS IN CLINICAL CARDIOLOGY	1179-8475	0.5	0.128
RES REP NEONATOL	RESEARCH AND REPORTS IN NEONATOLOGY	N/A	1.2	0.58
RES REP TROP MED	RESEARCH AND REPORTS IN TROPICAL MEDICINE	1179-7282	4.5	1.308
RES REP UROL	RESEARCH AND REPORTS IN UROLOGY	2253-2447	2.7	0.497
RES RHETOR	RES RHETORICA	2392-3113	0.2	0.058
RES SCI EDUC	RESEARCH IN SCIENCE EDUCATION	0157-244X	2.3	0.654
RES SCI TECHNOL EDUC	RESEARCH IN SCIENCE & TECHNOLOGICAL EDUCATION	0263-5143	2.0	0.549
RES SOC ADMIN PHARM	RESEARCH IN SOCIAL & ADMINISTRATIVE PHARMACY	1551-7411	2.8	0.744
RES SOC STRAT MOBIL	RESEARCH IN SOCIAL STRATIFICATION AND MOBILITY	0276-5624	2.0	1.225
RES SOCIAL WORK PRAC	RESEARCH ON SOCIAL WORK PRACTICE	1049-7315	1.5	0.571
RES SPORTS MED	RESEARCH IN SPORTS MEDICINE	1543-8627	1.9	0.681
RES STUD MUSIC EDUC	RESEARCH STUDIES IN MUSIC EDUCATION	1321-103X	1.6	0.586
RES SYNTH METHODS	RESEARCH SYNTHESIS METHODS	1759-2879	6.1	5.035
RES TEACH ENGL	RESEARCH IN THE TEACHING OF ENGLISH	0034-527X	1.4	0.784
RES TECHNOL MANAGE	RESEARCH-TECHNOLOGY MANAGEMENT	0895-6308	3.0	0.538
RES THEOR NURS PRACT	RESEARCH AND THEORY FOR NURSING PRACTICE	1541-6577	0.5	0.206
RES TRANSP BUS MANAG	RESEARCH IN TRANSPORTATION BUSINESS AND MANAGEMENT	2210-5395	4.4	0.809
RES TRANSP ECON	RESEARCH IN TRANSPORTATION ECONOMICS	0739-8859	3.4	0.715
RES VET SCI	RESEARCH IN VETERINARY SCIENCE	0034-5288	1.8	0.447
RES WORLD AGR ECON	RESEARCH ON WORLD AGRICULTURAL ECONOMY	2737-4777	1.1	0.106
RESEARCH-CHINA	RESEARCH	2096-5168	10.7	2.019
RESID TREAT CHILD YO	RESIDENTIAL TREATMENT FOR CHILDREN & YOUTH	0886-571X	1.2	0.301
RESONANCE	RESONANCE-JOURNAL OF SCIENCE EDUCATION	0971-8044	0.4	0.123
RESONANCIAS	RESONANCIAS	0717-3474	0.3	0.24
RESOUR CONS RECY ADV	RESOURCES CONSERVATION & RECYCLING ADVANCES	2667-3789	6.4	1.074
RESOUR CONSERV RECY	RESOURCES CONSERVATION AND RECYCLING	0921-3449	10.9	2.271
RESOUR ENERGY ECON	RESOURCE AND ENERGY ECONOMICS	0928-7655	3.1	1.036
RESOUR ENVIRON SUST	RESOURCES ENVIRONMENT AND SUSTAINABILITY	2666-9161	7.8	1.582
RESOUR GEOL	RESOURCE GEOLOGY	1344-1698	0.8	0.284
RESOURCES-BASEL	RESOURCES-BASEL	N/A	3.2	0.598
RESP CARE	RESPIRATORY CARE	0020-1324	2.1	0.613
RESP MED	RESPIRATORY MEDICINE	0954-6111	3.1	0.978
RESP PHYSIOL NEUROBI	RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY	1569-9048	1.6	0.437
RESP RES	RESPIRATORY RESEARCH	N/A	5.0	1.405
RESPIR INVESTIG	RESPIRATORY INVESTIGATION	2212-5345	2.0	0.48
RESPIR MED CASE REP	RESPIRATORY MEDICINE CASE REPORTS	2213-0071	0.7	0.216
RESPIR MED RES-FRANC	RESPIRATORY MEDICINE AND RESEARCH	N/A	1.8	0.458
RESPIRATION	RESPIRATION	0025-7931	3.8	0.925
RESPIROL CASE REP	RESPIROLOGY CASE REPORTS	2051-3380	0.8	0.188
RESPIROLOGY	RESPIROLOGY	1323-7799	6.3	1.669
RESTAURATOR	RESTAURATOR-INTERNATIONAL JOURNAL FOR THE PRESERVATION OF LIBRARY AND ARCHIVAL MATERIAL	0034-5806	0.5	0.104
RESTOR DENT ENDOD	RESTORATIVE DENTISTRY AND ENDODONTICS	2234-7658	1.5	0.0
RESTOR ECOL	RESTORATION ECOLOGY	1061-2971	2.7	0.891
RESTOR NEUROL NEUROS	RESTORATIVE NEUROLOGY AND NEUROSCIENCE	0922-6028	1.6	0.598
RESULTS APPL MATH	RESULTS IN APPLIED MATHEMATICS	2590-0374	1.3	0.329
RESULTS CHEM	RESULTS IN CHEMISTRY	2211-7156	4.2	0.493
RESULTS CONTROL OPTI	RESULTS IN CONTROL AND OPTIMIZATION	N/A	3.2	0.454
RESULTS ENG	RESULTS IN ENGINEERING	2590-1230	7.9	0.772
RESULTS MATH	RESULTS IN MATHEMATICS	1422-6383	1.2	0.572
RESULTS OPT	RESULTS IN OPTICS	N/A	3.0	0.341
RESULTS PHYS	RESULTS IN PHYSICS	2211-3797	4.6	0.644
RESULTS SURF INTERF	RESULTS IN SURFACES AND INTERFACES	N/A	4.4	0.561
RESUSC PLUS	RESUSCITATION PLUS	2666-5204	2.4	0.812
RESUSCITATION	RESUSCITATION	0300-9572	4.6	1.608
RETAIL MARK REV	RETAIL AND MARKETING REVIEW	2708-3209	0.3	0.045
RETHINK HIST	RETHINKING HISTORY	1364-2529	0.8	0.802
RETHINK MARXISM	RETHINKING MARXISM-A JOURNAL OF ECONOMICS CULTURE & SOCIETY	0893-5696	0.7	0.335
RETI MEDIEV RIV	RETI MEDIEVALI RIVISTA	1593-2214	0.1	0.286
RETI SAPERI LINGUAGG	RETI SAPERI LINGUAGGI-ITALIAN JOURNAL OF COGNITIVE SCIENCES	1826-8889	0.2	0.061
RETINA-J RET VIT DIS	RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES	0275-004X	2.1	0.717
