Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
12301,Topological Methods in Nonlinear Analysis,TOPOL METHOD NONL AN,1230-3429,"1,015",0.682,0.636,0.853,0.196,56,11.4,12.2,0.00225,0.514,100,38.426,0.27478
12302,TOPOLOGY AND ITS APPLICATIONS,TOPOL APPL,0166-8641,"2,831",0.531,0.346,0.521,0.25,336,9.7,20.5,0.00576,0.304,100,15.207,0.70339
12303,TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE,TOTAL QUAL MANAG BUS,1478-3363,"3,644",2.922,2.683,2.498,1.168,101,8.8,12.4,0.00114,0.204,92.08,59.071,0.14021
12304,Tourism Economics,TOURISM ECON,1354-8166,"2,130",1.819,1.559,1.657,0.892,65,8.3,10.7,0.00126,0.234,95.38,48.981,0.1545
12305,Tourism Geographies,TOURISM GEOGR,1461-6688,"1,996",3.159,2.927,3.644,1.297,37,7.3,11.7,0.00125,0.486,100,70.536,0.15354
12306,TOURISM MANAGEMENT,TOURISM MANAGE,0261-5177,"25,990",7.432,6.614,9.238,2.013,232,8.2,8.9,0.0142,1.135,95.26,96.363,1.73256
12307,Tourism Management Perspectives,TOUR MANAG PERSPECT,2211-9736,"2,000",3.648,3.364,Not Available,0.72,107,3.9,9.2,0.00222,Not Available,93.46,73.677,0.27188
12308,Tourism Review,TOUR REV,1660-5373,889,2.908,2.369,Not Available,0.753,77,6.6,8.2,0.0004,Not Available,79.22,66.964,0.04967
12309,Tourist Studies,TOURIST STUD,1468-7976,650,1.25,1,1.476,0.37,27,10,11.2,0.00045,0.346,100,16.964,0.05593
12310,TOXICOLOGIC PATHOLOGY,TOXICOL PATHOL,0192-6233,"5,421",1.485,1.232,1.908,0.267,86,12.2,9.3,0.00275,0.427,80.23,19.043,0.33671
12311,TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY,TOXICOL ENVIRON CHEM,0277-2248,"1,675",1.05,1.038,1.149,0.3,20,7.5,7.8,0.00117,0.183,95,7.657,0.14378
12312,TOXICOLOGICAL SCIENCES,TOXICOL SCI,1096-6080,"17,551",3.703,3.377,4.135,0.985,267,9.1,8.1,0.01481,0.945,97,82.065,1.80703
12313,TOXICOLOGY,TOXICOLOGY,0300-483X,"13,677",4.099,3.985,3.908,0.873,165,11.3,8.7,0.00776,0.803,93.94,81.657,0.94677
12314,TOXICOLOGY AND APPLIED PHARMACOLOGY,TOXICOL APPL PHARM,0041-008X,"18,958",3.347,3.243,3.627,0.635,307,9.7,7.6,0.01362,0.731,97.07,68.295,1.66219
12315,TOXICOLOGY AND INDUSTRIAL HEALTH,TOXICOL IND HEALTH,0748-2337,"2,489",1.708,1.649,1.652,0.279,68,6.9,10,0.00238,0.293,94.12,25.317,0.29039
12316,TOXICOLOGY IN VITRO,TOXICOL IN VITRO,0887-2333,"9,446",2.959,2.771,3.049,0.852,284,7.3,8.1,0.00821,0.569,98.94,53.804,1.00248
12317,TOXICOLOGY LETTERS,TOXICOL LETT,0378-4274,"15,506",3.569,3.42,3.62,1.022,231,8.3,7.2,0.0132,0.718,95.24,78.804,1.61137
12318,TOXICOLOGY MECHANISMS AND METHODS,TOXICOL MECH METHOD,1537-6516,"1,700",2.295,2.237,2.187,0.917,72,5.3,9.6,0.00207,0.409,90.28,33.152,0.25259
12319,Toxicology Research,TOXICOL RES-UK,2045-452X,"1,361",2.283,2.222,1.971,0.526,97,3.6,7.6,0.00248,0.36,92.78,30.978,0.30331
12320,TOXICON,TOXICON,0041-0101,"11,863",2.201,1.862,2.232,0.601,203,10.7,9.7,0.00666,0.424,82.27,30.618,0.81287
12321,Toxics,TOXICS,****-****,697,3.271,2.953,Not Available,0.517,60,2.8,7.6,0.00165,Not Available,71.67,65.616,0.20218
12322,Toxin Reviews,TOXIN REV,1556-9543,649,2.851,2.736,2.368,1.027,37,3.5,9.2,0.00086,0.393,70.27,50.543,0.10536
12323,Toxins,TOXINS,****-****,"9,582",3.531,2.802,3.832,0.702,722,3.6,9,0.01726,0.759,82.13,76.808,2.10676
12324,Trabajos de Prehistoria,TRABAJOS PREHIST,0082-5638,450,0.8,0.75,0.899,0.143,21,12.8,12.3,0.0003,0.244,100,41.667,0.03725
12325,TRAC-TRENDS IN ANALYTICAL CHEMISTRY,TRAC-TREND ANAL CHEM,0165-9936,"18,843",9.801,8.986,9.661,2.205,381,4.9,4.7,0.0231,1.773,0,98.256,2.81941
12326,TRACE ELEMENTS AND ELECTROLYTES,TRACE ELEM ELECTROLY,0946-2104,275,0.44,0.2,0.494,0.029,35,8.8,12.2,0.0001,0.047,100,2.499,0.01228
12327,TRAFFIC,TRAFFIC,1398-9219,"6,360",4.038,3.917,4.135,2.085,59,9.5,8.4,0.00841,1.762,61.02,57.692,1.02625
12328,Traffic Injury Prevention,TRAFFIC INJ PREV,1538-9588,"2,498",1.38,1.173,1.575,0.235,187,5.3,7.1,0.00468,0.427,99.47,25.185,0.5721
12330,Training and Education in Professional Psychology,TRAIN EDUC PROF PSYC,1931-3918,604,1.092,0.785,1.226,0.55,40,7.2,9,0.00056,0.253,95,20.833,0.06906
12331,Traitement du Signal,TRAIT SIGNAL,0765-0019,100,1.541,1.216,0.678,0.042,72,2.2,6.2,0.00005,0.046,100,32.072,0.00642
12332,TRAMES-Journal of the Humanities and Social Sciences,TRAMES-J HUMANIT SOC,1406-0922,144,0.34,0.28,0.351,0.103,29,8.2,9.6,0.00009,0.071,100,11.574,0.01217
12333,Transactions in GIS,T GIS,1361-1682,"1,684",2.119,2.025,2.245,0.327,55,6.8,9,0.00209,0.521,98.18,52.976,0.25532
12334,Transactions of FAMENA,T FAMENA,1333-1124,185,0.58,0.556,0.706,0.059,34,4,7.8,0.0002,0.09,100,5.83,0.02446
12335,TRANSACTIONS OF NONFERROUS METALS SOCIETY OF CHINA,T NONFERR METAL SOC,1003-6326,"11,413",2.615,2.139,2.607,0.302,265,6.4,7.7,0.0094,0.375,100,81.646,1.14724
12336,TRANSACTIONS OF THE AMERICAN ENTOMOLOGICAL SOCIETY,T AM ENTOMOL SOC,0002-8320,702,0.365,0.284,0.36,0,21,52.8,31.6,0.00017,0.114,85.71,4.455,0.02195
12337,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,T AM FISH SOC,0002-8487,"7,494",1.444,1.338,1.694,0.453,75,16.7,12.5,0.00359,0.515,100,48.113,0.43898
12338,TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,T AM MATH SOC,0002-9947,"16,293",1.363,1.269,1.482,0.453,579,27.9,16.4,0.03027,1.657,100,81.636,3.69312
12339,Transactions of the ASABE,T ASABE,2151-0032,"10,481",1.156,0.975,1.381,0.247,170,15,9.5,0.0031,0.28,97.06,34.615,0.37941
12340,TRANSACTIONS OF THE CANADIAN SOCIETY FOR MECHANICAL ENGINEERING,T CAN SOC MECH ENG,0315-8977,366,0.573,0.536,0.456,0.179,56,7,8.1,0.00028,0.076,98.21,5,0.03459
12341,Transactions of the Indian Ceramic Society,T INDIAN CERAM SOC,0371-750X,361,0.952,0.726,0.875,0.138,29,6.9,9.4,0.0002,0.092,100,33.929,0.02506
12342,TRANSACTIONS OF THE INDIAN INSTITUTE OF METALS,T INDIAN I METALS,0972-2815,"2,015",1.205,1.064,1.14,0.183,334,3.9,9.2,0.00214,0.151,98.8,41.139,0.26172
12343,TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS,T I BRIT GEOGR,0020-2754,"4,322",4.32,3.82,4.55,0.935,62,10.2,8.3,0.00555,1.904,100,91.071,0.67756
12344,TRANSACTIONS OF THE INSTITUTE OF MEASUREMENT AND CONTROL,T I MEAS CONTROL,0142-3312,"2,333",1.649,1.175,1.768,0.399,386,3.3,7,0.00304,0.265,99.74,42.491,0.37208
12345,TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING,T I MET FINISH,0020-2967,742,1.052,0.969,1.194,0.233,43,8.8,9.3,0.00049,0.162,95.35,20.176,0.06046
12346,TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,T JPN SOC AERONAUT S,0549-3811,397,0.733,0.68,0.823,0.189,37,6.9,12.9,0.00062,0.246,100,17.742,0.07683
12347,TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,T ROY SOC SOUTH AUST,0372-1426,447,0.733,0.5,0.616,0.063,16,47.8,18.1,0.00013,0.127,93.75,23.239,0.01683
12348,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,T ROY SOC TROP MED H,0035-9203,"7,841",1.868,1.775,2.633,0.486,111,15.8,7.2,0.00563,0.982,87.39,44.199,0.688
12349,Transactions on Emerging Telecommunications Technologies,T EMERG TELECOMMUN T,2161-3915,"1,148",1.594,1.364,1.422,0.508,179,2.8,5.2,0.00232,0.275,100,27.222,0.28333
12350,Transboundary and Emerging Diseases,TRANSBOUND EMERG DIS,1865-1674,"4,477",4.188,3.625,3.669,1.303,277,2.6,7.5,0.00986,0.899,96.75,87.208,1.20325
12351,Transcultural Psychiatry,TRANSCULT PSYCHIATRY,1363-4615,"1,481",1.936,1.872,2.822,1.07,57,7.2,10.3,0.00202,0.814,96.49,63.812,0.24693
12352,Transfer-European Review of Labour and Research,TRANSFER-LONDON,1024-2589,400,2.367,2.327,Not Available,0.545,22,5.6,4.9,0.00084,Not Available,95.45,71.667,0.10322
12353,TRANSFORMATION GROUPS,TRANSFORM GROUPS,1083-4362,642,0.75,0.67,0.837,0.326,46,9.5,18.2,0.00289,1.068,100,46.451,0.35368
12354,Transformations in Business & Economics,TRANSFORM BUS ECON,1648-4460,510,1.621,1.54,0.944,0.154,91,2.7,8,0.00038,0.07,98.9,40.408,0.0464
12355,TRANSFUSION,TRANSFUSION,0041-1132,"13,708",2.8,2.021,2.932,1.152,396,7.1,6.7,0.02086,0.908,92.42,48.026,2.54529
12356,TRANSFUSION AND APHERESIS SCIENCE,TRANSFUS APHER SCI,1473-0502,"1,947",1.285,1.097,1.386,0.234,145,5.8,7.4,0.00304,0.346,75.17,15.132,0.37176
12357,TRANSFUSION CLINIQUE ET BIOLOGIQUE,TRANSFUS CLIN BIOL,1246-7820,535,1.2,1.029,0.912,0.46,63,7.1,7.3,0.00072,0.254,92.06,9.231,0.08852
12358,TRANSFUSION MEDICINE,TRANSFUSION MED,0958-7578,"1,433",2.159,2.009,1.948,1.273,55,7.6,7.1,0.00239,0.705,80,32.237,0.29222
12359,TRANSFUSION MEDICINE AND HEMOTHERAPY,TRANSFUS MED HEMOTH,1660-3796,"1,223",1.937,1.884,2.439,1.2,45,5.7,7,0.00261,0.848,48.89,21.848,0.31862
12360,TRANSFUSION MEDICINE REVIEWS,TRANSFUS MED REV,0887-7963,"1,409",3.328,3.293,4.474,1,31,6.8,6.7,0.00298,1.775,0,65.132,0.36375
12361,TRANSGENIC RESEARCH,TRANSGENIC RES,0962-8819,"2,657",1.856,1.739,1.974,0.859,71,9.4,8.7,0.0021,0.486,97.18,25.579,0.25663
12362,Transinformacao,TRANSINFORMACAO,0103-3786,131,0.246,0.228,0.486,0.148,27,5.6,5.4,0.00007,0.043,100,9.77,0.00921
12363,TRANSITION METAL CHEMISTRY,TRANSIT METAL CHEM,0340-4285,"2,269",1.366,1.23,1.089,0.424,85,12.8,8,0.00084,0.139,100,32.222,0.10329
12364,Translation and Interpreting Studies,TRANSL INTERPRET STU,1932-2798,127,0.644,0.622,0.692,0.083,24,5.9,14.5,0.00032,0.28,95.83,37.166,0.03929
12365,Translation Studies,TRANSL STUD,1478-1700,542,0.947,0.921,1.076,0.238,21,11.3,11.3,0.00032,0.28,100,52.139,0.03973
12366,Translational Andrology and Urology,TRANSL ANDROL UROL,2223-4683,"1,450",2.445,2.364,Not Available,0.126,119,2.9,6.4,0.00425,Not Available,46.22,50.993,0.51957
12367,Translational Behavioral Medicine,TRANSL BEHAV MED,1869-6716,"1,695",2.864,2.746,3.212,1.225,129,3.9,7.2,0.00459,1.073,95.35,76.686,0.56054
12369,Translational Cancer Research,TRANSL CANCER RES,2218-676X,"1,141",0.986,0.938,1.209,0.158,336,3.4,5.8,0.00237,0.275,88.1,3.893,0.28927
12370,Translational Lung Cancer Research,TRANSL LUNG CANCER R,2218-6751,"1,922",5.132,4.801,Not Available,0.233,133,3.6,4.6,0.00566,Not Available,65.41,80.386,0.69166
12371,Translational Neurodegeneration,TRANSL NEURODEGENER,2047-9158,"1,030",5.551,5.478,Not Available,0.649,37,3.6,7,0.00279,Not Available,72.97,85.055,0.34107
12372,Translational Neuroscience,TRANSL NEUROSCI,2081-3856,412,1.373,1.373,1.619,0.14,43,4.8,8,0.00074,0.4,97.67,10.517,0.09069
12373,Translational Oncology,TRANSL ONCOL,1936-5233,"2,731",3.558,3.514,3.467,1.064,173,3.8,6.9,0.00557,0.862,93.64,56.762,0.67996
12374,Translational Pediatrics,TRANSL PEDIATR,2224-4344,473,2.286,2.26,Not Available,0.681,47,3.5,6.6,0.00128,Not Available,31.91,69.922,0.15733
12375,Translational Psychiatry,TRANSL PSYCHIAT,2158-3188,"9,160",5.28,5.104,5.904,0.879,321,3.7,7.1,0.0295,1.96,91.59,86.774,3.59943
12376,Translational Research,TRANSL RES,1931-5244,"4,043",5.411,5.378,4.853,1.25,96,4.5,7.3,0.00835,1.25,48.96,89.749,1.01888
12377,Translational Stroke Research,TRANSL STROKE RES,1868-4483,"2,274",5.78,5.432,5.003,2.397,68,4.1,8.1,0.00452,1.194,92.65,87.996,0.5518
12378,Translational Vision Science & Technology,TRANSL VIS SCI TECHN,2164-2591,"1,144",2.112,1.86,2.305,0.275,218,3,8,0.00387,0.716,97.71,54.167,0.47288
12379,Translator,TRANSLATOR,1355-6509,440,0.565,0.565,0.827,0.2,10,11.6,12.3,0.00027,0.223,100,19.174,0.03368
12380,Transnational Environmental Law,TRANSNATL ENVIRON LA,2047-1025,240,2.641,2.154,2.205,2.077,13,2.7,6.8,0.00053,0.547,100,75.17,0.06577
12381,TRANSPLANT IMMUNOLOGY,TRANSPL IMMUNOL,0966-3274,"1,145",1.624,1.515,1.557,0.352,54,7.9,8.7,0.00153,0.435,98.15,22.429,0.18782
12382,Transplant Infectious Disease,TRANSPL INFECT DIS,1398-2273,"3,100",2.071,1.917,2.091,0.394,142,5.8,8.7,0.00624,0.663,85.92,28.685,0.76197
12383,TRANSPLANT INTERNATIONAL,TRANSPL INT,0934-0874,"5,148",3.177,3.091,3.243,1.228,101,7.1,6.6,0.00934,1.175,84.16,70.327,1.14064
12384,TRANSPLANTATION,TRANSPLANTATION,0041-1337,"24,561",4.264,3.758,3.94,1.477,325,10.4,7.2,0.02991,1.348,83.38,78.242,3.65014
12385,TRANSPLANTATION PROCEEDINGS,TRANSPL P,0041-1345,"11,951",0.784,0.649,0.911,0.094,681,10,8.4,0.0098,0.227,99.41,4.528,1.19659
12386,Transplantation Reviews,TRANSPLANT REV-ORLAN,0955-470X,893,3.262,3.213,3.19,0.444,27,5.3,8.4,0.00202,1.046,7.41,56.501,0.24651
12387,Transport,TRANSPORT-VILNIUS,1648-4142,744,1.053,1,1.24,0.299,67,5.8,8.1,0.00064,0.176,100,18.056,0.07929
12388,TRANSPORT IN POROUS MEDIA,TRANSPORT POROUS MED,0169-3913,"6,984",2.376,2.107,2.463,0.871,194,8.6,11.2,0.00633,0.584,96.91,51.399,0.77309
12389,Transport Policy,TRANSPORT POLICY,0967-070X,"6,586",3.382,3.071,3.933,1.08,199,6.7,8.1,0.00746,0.866,98.99,79.679,0.91099
12390,TRANSPORT REVIEWS,TRANSPORT REV,0144-1647,"3,455",6.704,6.606,7.143,2.742,31,7.3,6.9,0.0042,1.905,74.19,95.946,0.51358
12391,TRANSPORTATION,TRANSPORTATION,0049-4488,"4,186",4.082,3.886,4.574,1.4,100,7.7,9.4,0.00508,1.225,100,81.965,0.62093
12393,Transportation Geotechnics,TRANSP GEOTECH,2214-3912,570,2.436,1.96,Not Available,0.349,83,3.1,10,0.00135,Not Available,95.18,58.233,0.16572
12394,TRANSPORTATION JOURNAL,TRANSPORT J,0041-1612,524,1.059,1,1.398,0.2,15,13.1,11.1,0.00033,0.304,93.33,13.493,0.04125
12395,Transportation Letters-The International Journal of Transportation Research,TRANSP LETT,1942-7867,440,1.84,1.68,1.672,0.851,47,4.7,10.7,0.00057,0.358,95.74,37.031,0.07063
12397,TRANSPORTATION PLANNING AND TECHNOLOGY,TRANSPORT PLAN TECHN,0308-1060,909,0.824,0.794,1.17,0.313,48,8.7,8.7,0.00083,0.268,100,6.944,0.10195
12398,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,TRANSPORT RES A-POL,0965-8564,"12,069",3.992,3.661,5.021,1.19,231,6.2,7.4,0.01679,1.187,98.7,80.846,2.04939
12400,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,TRANSPORT RES B-METH,0191-2615,"12,945",4.796,4.005,5.631,0.96,174,7.7,7.4,0.01735,1.529,97.7,91.707,2.11698
12402,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,TRANSPORT RES C-EMER,0968-090X,"13,918",6.077,4.73,7.08,1.764,276,4.7,5.9,0.02642,1.702,97.83,90.278,3.22423
12403,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,TRANSPORT RES D-TR E,1361-9209,"8,486",4.577,4.06,4.923,0.942,276,4.6,6.2,0.01215,0.972,97.83,82.407,1.48241
12405,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,TRANSPORT RES E-LOG,1366-5545,"7,790",4.69,3.637,5.326,1.163,196,5.7,6.9,0.01093,1.19,98.47,89.316,1.3341
12407,TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,TRANSPORT RES F-TRAF,1369-8478,"5,842",2.518,1.938,3.493,0.771,340,5.6,8.3,0.00855,0.801,98.53,60.578,1.04374
12408,TRANSPORTATION RESEARCH RECORD,TRANSPORT RES REC,0361-1981,"24,316",1.029,0.813,1.216,0.219,828,10.5,7.8,0.01733,0.307,99.64,18.273,2.11544
12409,TRANSPORTATION SCIENCE,TRANSPORT SCI,0041-1655,"6,116",3.384,3.073,4.671,1.011,92,12.9,9.7,0.00736,1.681,97.83,71.233,0.89867
12411,Transportmetrica A-Transport Science,TRANSPORTMETRICA A,2324-9935,769,2.424,1.718,2.731,0.987,78,3.9,8.7,0.0019,0.688,98.72,52.083,0.23217
12413,Transportmetrica B-Transport Dynamics,TRANSPORTMETRICA B,2168-0566,395,2.214,1.69,3.364,1.164,73,3.4,9.1,0.00078,0.812,98.63,42.474,0.09635
12415,Transylvanian Review of Administrative Sciences,TRANSYLV REV ADM SCI,1842-2845,264,0.603,0.544,0.812,0.182,33,5.2,9.7,0.00022,0.091,96.97,11.458,0.02775
12416,Trauma Violence & Abuse,TRAUMA VIOLENCE ABUS,1524-8380,"2,709",6.325,6.273,6.525,3.184,49,6.2,10,0.00496,2.22,0,98.542,0.60539
12417,Travail Genre et Societes,TRAV GENRE SOC,1294-6303,113,0.514,0.457,0.351,0.045,22,10.4,12.8,0.00024,0.201,100,20.694,0.02997
12418,TRAVAIL HUMAIN,TRAV HUMAIN,0041-1868,256,0.567,0.433,0.987,0.083,12,10.3,12.4,0.00015,0.153,91.67,5.533,0.01865
12420,Travel Behaviour and Society,TRAVEL BEHAV SOC,2214-367X,612,3.352,2.955,3.803,1.143,63,2.5,8,0.00166,0.928,100,68.919,0.20299
12421,Travel Medicine and Infectious Disease,TRAVEL MED INFECT DI,1477-8939,"1,783",4.589,3.009,3.746,1.671,76,4,4.8,0.00433,1.18,72.37,85.559,0.52895
12422,Tree Genetics & Genomes,TREE GENET GENOMES,1614-2942,"2,827",2.081,1.896,2.262,0.367,90,5.8,10.8,0.00444,0.547,97.78,61.369,0.54259
12423,TREE PHYSIOLOGY,TREE PHYSIOL,0829-318X,"11,442",3.655,3.232,4.33,0.944,161,11.1,9.6,0.00778,0.988,95.03,94.853,0.94952
12424,Tree-Ring Research,TREE-RING RES,1536-1098,469,1.719,1.719,1.471,0.2,15,11.5,12.4,0.00028,0.335,100,59.559,0.03513
12425,TREES-STRUCTURE AND FUNCTION,TREES-STRUCT FUNCT,0931-1890,"5,261",2.125,2.003,2.256,0.689,132,8.3,10.3,0.005,0.5,96.97,74.265,0.61119
12426,TRENDS IN BIOCHEMICAL SCIENCES,TRENDS BIOCHEM SCI,0968-0004,"18,416",14.732,14.507,17.932,3.458,72,9.7,6.1,0.03206,7.492,0,97.811,3.91241
12427,TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,0167-7799,"17,028",14.343,14.072,15.157,5.357,84,7.8,4.1,0.01836,3.797,0,98.397,2.2402
12428,Trends in Cancer,TRENDS CANCER,2405-8025,"2,351",11.093,10.975,11.592,1.519,52,2.7,4.5,0.01014,4.099,0,94.877,1.23757
12429,TRENDS IN CARDIOVASCULAR MEDICINE,TRENDS CARDIOVAS MED,1050-1738,"2,695",4.755,4.394,4.129,2.979,48,7.2,6.5,0.00392,1.176,93.75,79.348,0.47841
12430,TRENDS IN CELL BIOLOGY,TRENDS CELL BIOL,0962-8924,"15,395",16.041,15.892,17.794,3.875,72,7,5.6,0.03477,7.285,0,95.128,4.24212
12431,TRENDS IN COGNITIVE SCIENCES,TRENDS COGN SCI,1364-6613,"27,705",15.218,14.796,19.023,3.058,69,10,7,0.03605,8.349,0,98.416,4.39855
12433,TRENDS IN ECOLOGY & EVOLUTION,TRENDS ECOL EVOL,0169-5347,"38,175",14.764,14.257,18.601,3.69,84,12.2,6.3,0.03233,7.152,0,99.097,3.94439
12434,TRENDS IN ENDOCRINOLOGY AND METABOLISM,TRENDS ENDOCRIN MET,1043-2760,"9,712",11.641,11.539,12.065,1.472,72,7.1,5.8,0.01649,3.854,0,95.455,2.01279
12435,Trends in Environmental Analytical Chemistry,TRENDS ENVIRON ANAL,2214-1588,346,7.059,6.824,5.661,0.857,14,3.5,5,0.00074,0.996,0,93.704,0.09049
12436,TRENDS IN FOOD SCIENCE & TECHNOLOGY,TRENDS FOOD SCI TECH,0924-2244,"18,701",11.077,10.501,11.392,1.484,314,6.4,6.5,0.01923,2.031,8.28,99.64,2.34627
12437,TRENDS IN GENETICS,TRENDS GENET,0168-9525,"12,530",11.333,11.174,11.641,2.194,72,10,6,0.02203,5.225,0,98.023,2.68849
12438,TRENDS IN GLYCOSCIENCE AND GLYCOTECHNOLOGY,TRENDS GLYCOSCI GLYC,0915-7352,242,1.31,1.224,0.903,0.033,60,8.7,8.7,0.00037,0.286,70,9.933,0.0454
12439,Trends in Hearing,TRENDS HEAR,2331-2165,647,2.244,1.916,2.755,0.435,69,3,9.6,0.00239,0.861,94.2,79.828,0.29166
12440,TRENDS IN IMMUNOLOGY,TRENDS IMMUNOL,1471-4906,"13,037",13.422,13.252,14.923,2.905,74,7.2,4.9,0.02502,5.647,0,95.253,3.05354
12441,TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,0966-842X,"13,604",13.546,13.434,13.537,3.842,76,8.2,5.7,0.02278,4.8,0,96.7,2.78035
12442,TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,1471-4914,"10,618",11.099,11.056,12.503,2.216,74,7,5.7,0.01872,4.165,0,94.524,2.28425
12443,TRENDS IN NEUROSCIENCES,TRENDS NEUROSCI,0166-2236,"20,011",12.891,12.791,13.136,3,64,12.2,6.2,0.02122,5.303,0,97.232,2.58965
12444,Trends in Organized Crime,TRENDS ORGAN CRIME,1084-4791,272,1.25,1.219,Not Available,0.391,23,6.6,7.9,0.00033,Not Available,86.96,48.551,0.04119
12445,TRENDS IN PARASITOLOGY,TRENDS PARASITOL,1471-4922,"6,749",6.918,6.585,7.352,1.714,70,7.7,6.5,0.01139,2.602,0,93.59,1.39076
12446,TRENDS IN PHARMACOLOGICAL SCIENCES,TRENDS PHARMACOL SCI,0165-6147,"13,034",13.503,13.421,13.398,2.765,68,8.3,4.9,0.01778,3.946,0,99.074,2.16988
12447,TRENDS IN PLANT SCIENCE,TRENDS PLANT SCI,1360-1385,"23,935",14.416,14.127,15.727,3.289,83,9.6,5.5,0.02505,4.758,0,99.359,3.05621
12448,Trials,TRIALS,****-****,"9,772",1.883,1.76,2.185,0.307,782,4.6,7.8,0.03077,0.833,98.47,26.449,3.75465
12449,TRIBOLOGY INTERNATIONAL,TRIBOL INT,0301-679X,"18,329",4.271,3.438,4.191,1.198,500,5.3,8.4,0.01878,0.677,98.6,87.308,2.29142
12450,TRIBOLOGY LETTERS,TRIBOL LETT,1023-8883,"6,224",2.566,2.291,2.576,0.857,133,8.1,10.2,0.00555,0.534,100,58.864,0.6776
12451,TRIBOLOGY TRANSACTIONS,TRIBOL T,1040-2004,"3,742",1.511,1.383,1.898,0.386,88,10,9.4,0.00254,0.343,100,32.692,0.30995
12452,TRIMESTRE ECONOMICO,TRIMEST ECON,0041-3011,155,0.386,0.386,0.262,0.065,31,10.9,12.3,0.00009,0.052,100,4.987,0.01152
12453,TROPICAL ANIMAL HEALTH AND PRODUCTION,TROP ANIM HEALTH PRO,0049-4747,"4,024",1.333,1.091,1.296,0.315,321,7.3,10.5,0.00409,0.275,97.2,55.458,0.49974
12454,TROPICAL BIOMEDICINE,TROP BIOMED,0127-5720,"1,013",0.509,0.432,0.65,0.055,110,7.6,9.9,0.00101,0.15,98.18,6.466,0.12374
12455,Tropical Conservation Science,TROP CONSERV SCI,1940-0829,"1,011",1.613,1.475,1.714,0.2,70,4.9,8.7,0.002,0.45,94.29,44.915,0.24462
12456,TROPICAL DOCTOR,TROP DOCT,0049-4755,874,0.523,0.503,0.545,0.078,90,11,8,0.0008,0.163,92.22,7.378,0.09817
12457,Tropical Grasslands-Forrajes Tropicales,TROP GRASSL-FORRAJES,2346-3775,286,0.703,0.676,Not Available,1.548,73,3.2,9.9,0.00027,Not Available,100,21.123,0.0339
12458,TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH,TROP J PHARM RES,1596-5996,"2,280",0.504,0.473,0.701,0.072,362,5.8,7.8,0.00204,0.097,95.86,2.407,0.24981
12459,TROPICAL MEDICINE & INTERNATIONAL HEALTH,TROP MED INT HEALTH,1360-2276,"7,738",2.308,2.264,3.063,0.632,117,9.1,6.8,0.01139,1.139,86.32,65.015,1.38987
12460,Tropical Plant Biology,TROP PLANT BIOL,1935-9756,362,1.563,1.313,1.675,0.231,26,7.3,8.9,0.00031,0.313,92.31,49.359,0.03862
12461,Tropical Plant Pathology,TROP PLANT PATHOL,1983-2052,761,1.338,1.262,1.242,0.361,61,5.8,11.2,0.0012,0.316,91.8,42.521,0.1471
12462,TROPICAL ZOOLOGY,TROP ZOOL,0394-6975,301,0.704,0.704,0.569,0.167,12,18,18.6,0.00015,0.193,91.67,23.512,0.01936
12463,TSINGHUA SCIENCE AND TECHNOLOGY,TSINGHUA SCI TECHNOL,1007-0214,"1,149",1.328,1.109,1.604,0.444,63,6.4,6.5,0.00102,0.254,98.41,28.367,0.12445
12464,TUBERCULOSIS,TUBERCULOSIS,1472-9792,"3,364",2.576,2.451,2.62,0.436,94,6.2,8.1,0.00642,0.834,80.85,38.223,0.78376
12465,TUEXENIA,TUEXENIA,0722-494X,252,1,0.617,0.982,0.684,19,6.4,12.9,0.00027,0.203,100,28.846,0.03408
12466,Tumori J,TUMORI J,0300-8916,"1,999",1.707,1.585,1.271,0.543,70,8.3,6.8,0.00193,0.291,91.43,10.041,0.23603
