JournalFullName,Journal,ISSN,eISSN,2022IF,2022AI
SOLAR ENERGY MATERIALS AND SOLAR CELLS,SOL ENERG MAT SOL C,0927-0248,1879-3398,6.9,1.106
SOLAR PHYSICS,SOL PHYS,0038-0938,1573-093X,2.8,0.77
SOLAR SYSTEM RESEARCH,SOLAR SYST RES+,0038-0946,1608-3423,0.9,0.196
SOLDAGEM & INSPECAO,SOLDAGEM INSP,0104-9224,1980-6973,0.6,0.066
SOLDERING & SURFACE MOUNT TECHNOLOGY,SOLDER SURF MT TECH,0954-0911,1758-6836,2,0.288
SOLID EARTH,SOLID EARTH,1869-9510,1869-9529,3.4,1.167
SOLID STATE COMMUNICATIONS,SOLID STATE COMMUN,0038-1098,1879-2766,2.1,0.281
SOLID STATE IONICS,SOLID STATE IONICS,0167-2738,1872-7689,3.2,0.569
SOLID STATE NUCLEAR MAGNETIC RESONANCE,SOLID STATE NUCL MAG,0926-2040,1527-3326,3.2,0.625
SOLID STATE SCIENCES,SOLID STATE SCI,1293-2558,1873-3085,3.5,0.421
SOLID-STATE ELECTRONICS,SOLID STATE ELECTRON,0038-1101,1879-2405,1.7,0.277
SOLVENT EXTRACTION AND ION EXCHANGE,SOLVENT EXTR ION EXC,0736-6299,1532-2262,2,0.446
SOLVENT EXTRACTION RESEARCH AND DEVELOPMENT-JAPAN,SOLVENT EXTR RES DEV,1341-7215,1341-7215,0.7,0.168
SOMATOSENSORY AND MOTOR RESEARCH,SOMATOSENS MOT RES,0899-0220,1369-1651,0.9,0.267
SOPHIA,SOPHIA,0038-1527,1873-930X,0.3,0.235
SORT-STATISTICS AND OPERATIONS RESEARCH TRANSACTIONS,SORT-STAT OPER RES T,1696-2281,2013-8830,1.6,0.476
SOTSIOLOGICHESKIE ISSLEDOVANIYA,SOTSIOL ISSLED+,0132-1625,0132-1625,0.6,0.219
SOULS,SOULS,1099-9949,1548-3843,0.2,1.02
SOUND AND VIBRATION,SOUND VIB,1541-0161,1541-0161,0.6,0.096
SOUNDINGS,SOUNDINGS,0038-1861,2161-6302,1.2,0.527
SOURCE-NOTES IN THE HISTORY OF ART,SOURCE-NOTE HIST ART,0737-4453,2328-207X,0.3,0.126
SOUTH AFRICAN ARCHAEOLOGICAL BULLETIN,S AFR ARCHAEOL BULL,0038-1969,2224-4654,0.9,0.244
SOUTH AFRICAN GEOGRAPHICAL JOURNAL,S AFR GEOGR J,0373-6245,2151-2418,1.4,0.319
SOUTH AFRICAN HISTORICAL JOURNAL,S AFR HIST J,0258-2473,1726-1686,0.4,0.5
SOUTH AFRICAN JOURNAL FOR RESEARCH IN SPORT PHYSICAL EDUCATION AND RECREATION,S AFR J RES SPORT PH,0379-9069,N/A,0.3,0.093
SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE,S AFR J ANIM SCI,0375-1589,2221-4062,0.8,0.195
SOUTH AFRICAN JOURNAL OF BOTANY,S AFR J BOT,0254-6299,1727-9321,3.1,0.377
SOUTH AFRICAN JOURNAL OF BUSINESS MANAGEMENT,S AFR J BUS MANAG,2078-5585,2078-5976,1.3,0.203
SOUTH AFRICAN JOURNAL OF CHEMISTRY-SUID-AFRIKAANSE TYDSKRIF VIR CHEMIE,S AFR J CHEM-S-AFR T,0379-4350,1996-840X,1.5,0.189
SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES,S AFR J ECON MANAG S,2222-3436,2222-3436,1.1,0.185
SOUTH AFRICAN JOURNAL OF ECONOMICS,S AFR J ECON,0038-2280,1813-6982,1.3,0.44
SOUTH AFRICAN JOURNAL OF EDUCATION,S AFR J EDUC,0256-0100,2076-3433,0.8,0.301
SOUTH AFRICAN JOURNAL OF ENOLOGY AND VITICULTURE,S AFR J ENOL VITIC,0253-939X,2224-7904,1.3,0.249
SOUTH AFRICAN JOURNAL OF GEOLOGY,S AFR J GEOL,1012-0750,1996-8590,1.8,0.477
SOUTH AFRICAN JOURNAL OF INDUSTRIAL ENGINEERING,S AFR J IND ENG,2224-7890,2224-7890,0.5,0.129
SOUTH AFRICAN JOURNAL OF PHILOSOPHY,S AFR J PHILOS,0258-0136,2073-4867,0.4,0.274
SOUTH AFRICAN JOURNAL OF PSYCHOLOGY,S AFR J PSYCHOL,0081-2463,2078-208X,1.9,0.481
SOUTH AFRICAN JOURNAL OF SCIENCE,S AFR J SCI,0038-2353,1996-7489,2.4,0.472
SOUTH AFRICAN JOURNAL OF SURGERY,S AFR J SURG,0038-2361,2078-5151,0.5,0.151
SOUTH AFRICAN JOURNAL ON HUMAN RIGHTS,S AFR J HUM RIGHTS,0258-7203,1996-2126,0.9,0.256
SOUTH AFRICAN STATISTICAL JOURNAL,S AFR STAT J,0038-271X,1996-8450,0.3,0.147
SOUTH AMERICAN JOURNAL OF HERPETOLOGY,S AM J HERPETOL,1808-9798,N/A,0.9,0.455
SOUTH ASIA-JOURNAL OF SOUTH ASIAN STUDIES,S ASIA,0085-6401,1479-0270,0.9,0.603
SOUTH CENTRAL REVIEW,S CENT REV,0743-6831,1549-3377,0.1,0.065
SOUTH EAST ASIA RESEARCH,SOUTH EAST ASIA RES,0967-828X,2043-6874,0.9,0.422
SOUTH EUROPEAN SOCIETY AND POLITICS,S EUR SOC POLIT,1360-8746,1743-9612,3.3,1.396
SOUTHEAST ASIAN JOURNAL OF TROPICAL MEDICINE AND PUBLIC HEALTH,SE ASIAN J TROP MED,0125-1562,0125-1562,0.2,0.06
SOUTHEAST EUROPEAN AND BLACK SEA STUDIES,SE EUR BLACK SEA STU,1468-3857,1743-9639,2.1,0.792
SOUTHEASTERN EUROPE,SOUTHEAST EUR,0094-4467,1876-3332,0.2,0.188
SOUTHEASTERN NATURALIST,SOUTHEAST NAT,1528-7092,1938-5412,0.6,0.133
SOUTHERN AFRICAN HUMANITIES,SOUTH AFR HUMANIT,1681-5564,N/A,0.5,0.193
SOUTHERN CULTURES,SOUTH CULT,1068-8218,1534-1488,0.4,0.198
SOUTHERN JOURNAL OF PHILOSOPHY,SOUTHERN J PHILOS,0038-4283,2041-6962,0.5,0.484
SOUTHWESTERN ENTOMOLOGIST,SOUTHWEST ENTOMOL,0147-1724,2162-2647,0.4,0.088
SOUTHWESTERN HISTORICAL QUARTERLY,SOUTHWEST HIST QUART,0038-478X,1558-9560,0.4,0.013
SOUTHWESTERN NATURALIST,SOUTHWEST NAT,0038-4909,1943-6262,0.2,0.087
SOZIALE WELT-ZEITSCHRIFT FUR SOZIALWISSENSCHAFTLICHE FORSCHUNG UND PRAXIS,SOZ WELT,0038-6073,0038-6073,1.3,0.348
SPACE,SPACE,1228-2472,N/A,0.3,0.039
SPACE AND CULTURE,SPACE CULT,1206-3312,1552-8308,1,0.367
SPACE POLICY,SPACE POLICY,0265-9646,1879-338X,1.1,0.249
SPACE SCIENCE REVIEWS,SPACE SCI REV,0038-6308,1572-9672,10.3,3.967
SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS,SPACE WEATHER,N/A,1542-7390,3.7,1.107
SPANISH IN CONTEXT,SPAN CONTEXT,1571-0718,1571-0726,0.5,0.45
SPANISH JOURNAL OF AGRICULTURAL RESEARCH,SPAN J AGRIC RES,1695-971X,2171-9292,0.9,0.205
SPANISH JOURNAL OF PSYCHOLOGY,SPAN J PSYCHOL,1138-7416,1988-2904,2.3,0.529
SPATIAL COGNITION AND COMPUTATION,SPAT COGN COMPUT,1387-5868,1542-7633,1.9,0.612
SPATIAL ECONOMIC ANALYSIS,SPAT ECON ANAL,1742-1772,1742-1780,2.3,0.506
SPATIAL STATISTICS,SPAT STAT-NETH,2211-6753,N/A,2.3,0.831
SPE DRILLING & COMPLETION,SPE DRILL COMPLETION,1064-6671,1930-0204,1.4,0.208
SPE JOURNAL,SPE J,1086-055X,1930-0220,3.6,0.516
SPE PRODUCTION & OPERATIONS,SPE PROD OPER,1930-1855,1930-1863,1.2,0.243
SPE RESERVOIR EVALUATION & ENGINEERING,SPE RESERV EVAL ENG,1094-6470,1930-0212,2.1,0.334
SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,SPECTROCHIM ACTA A,1386-1425,1873-3557,4.4,0.51
SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY,SPECTROCHIM ACTA B,0584-8547,1873-3565,3.3,0.542
SPECTROSCOPY AND SPECTRAL ANALYSIS,SPECTROSC SPECT ANAL,1000-0593,1000-0593,0.7,0.074
SPECTROSCOPY LETTERS,SPECTROSC LETT,0038-7010,1532-2289,1.7,0.207
SPECULUM-A JOURNAL OF MEDIEVAL STUDIES,SPECULUM,0038-7134,2040-8072,1.3,1.348
SPEECH COMMUNICATION,SPEECH COMMUN,0167-6393,1872-7182,3.2,0.562
SPEKTRUM DER AUGENHEILKUNDE,SPEKTRUM AUGENHEILKD,0930-4282,1613-7523,0.1,0.015
SPIEGEL DER LETTEREN,SPIEGEL LETT,0038-7479,N/A,0.1,0.353
SPIN,SPIN-SINGAPORE,2010-3247,2010-3255,1.8,0.237
SPINAL CORD,SPINAL CORD,1362-4393,1476-5624,2.2,0.748
SPINE,SPINE,0362-2436,1528-1159,3,1.029
SPINE JOURNAL,SPINE J,1529-9430,1878-1632,4.5,1.398
SPIRITUS-A JOURNAL OF CHRISTIAN SPIRITUALITY,SPIRITUS,1533-1709,1535-3117,0.4,0.839
SPIXIANA,SPIXIANA,0341-8391,N/A,0.4,0.152
SPORT EDUCATION AND SOCIETY,SPORT EDUC SOC,1357-3322,1470-1243,2.9,0.648
SPORT EXERCISE AND PERFORMANCE PSYCHOLOGY,SPORT EXERC PERFORM,2157-3905,2157-3913,2.2,0.83
SPORT HISTORY REVIEW,SPORT HIST REV,1087-1659,1543-2947,0.6,0.303
SPORT MANAGEMENT REVIEW,SPORT MANAG REV,1441-3523,1839-2083,4.1,1.092
SPORT PSYCHOLOGIST,SPORT PSYCHOL,0888-4781,1543-2793,1.6,0.413
SPORTS BIOMECHANICS,SPORT BIOMECH,1476-3141,1752-6116,2.2,0.551
SPORTS MEDICINE,SPORTS MED,0112-1642,1179-2035,9.8,3.143
SPORTS MEDICINE AND ARTHROSCOPY REVIEW,SPORTS MED ARTHROSC,1062-8592,1538-1951,1.9,0.738
SPORTVERLETZUNG-SPORTSCHADEN,SPORTVERLETZ SPORTSC,0932-0555,1439-1236,0.7,0.249
SPRACHE-STIMME-GEHOR,SPRACHE-STIMME-GEHOR,0342-0477,1439-1260,0.5,0.047
SPRACHWISSENSCHAFT,SPRACHWISSENSCHAFT,0344-8169,2567-6563,0.1,0.275
SRPSKI ARHIV ZA CELOKUPNO LEKARSTVO,SRP ARK CELOK LEK,0370-8179,0370-8179,0.2,0.03
STAHLBAU,STAHLBAU,0038-9145,1437-1049,0.2,0.059
STAND,STAND,0038-9366,N/A,0.1,0.876
STANFORD JOURNAL OF INTERNATIONAL LAW,STANFORD J INT LAW,0731-5082,N/A,1,0.446
STANFORD LAW REVIEW,STANFORD LAW REV,0038-9765,N/A,4.9,2.555
STARCH-STARKE,STARCH-STARKE,0038-9056,1521-379X,2.3,0.313
STATA JOURNAL,STATA J,1536-867X,1536-8734,4.8,3.101
STATE POLITICS & POLICY QUARTERLY,STATE POLIT POLICY Q,1532-4400,1946-1607,1.5,0.824
STATISTICA NEERLANDICA,STAT NEERL,0039-0402,1467-9574,1.5,0.688
STATISTICA SINICA,STAT SINICA,1017-0405,1996-8507,1.4,1.198
STATISTICAL ANALYSIS AND DATA MINING,STAT ANAL DATA MIN,1932-1864,1932-1872,1.3,0.624
STATISTICAL METHODS IN MEDICAL RESEARCH,STAT METHODS MED RES,0962-2802,1477-0334,2.3,1.58
STATISTICAL MODELLING,STAT MODEL,1471-082X,1477-0342,1,0.926
STATISTICAL PAPERS,STAT PAP,0932-5026,1613-9798,1.3,0.55
STATISTICAL SCIENCE,STAT SCI,0883-4237,2168-8745,5.7,4.763
STATISTICS & PROBABILITY LETTERS,STAT PROBABIL LETT,0167-7152,1879-2103,0.8,0.42
STATISTICS AND COMPUTING,STAT COMPUT,0960-3174,1573-1375,2.2,2.189
STATISTICS AND ITS INTERFACE,STAT INTERFACE,1938-7989,1938-7997,0.8,0.356
STATISTICS IN BIOPHARMACEUTICAL RESEARCH,STAT BIOPHARM RES,1946-6315,1946-6315,1.8,0.752
STATISTICS IN MEDICINE,STAT MED,0277-6715,1097-0258,2,1.626
STEEL AND COMPOSITE STRUCTURES,STEEL COMPOS STRUCT,1229-9367,1598-6233,4.6,0.465
STEEL RESEARCH INTERNATIONAL,STEEL RES INT,1611-3683,1869-344X,2.2,0.388
STEM CELL REPORTS,STEM CELL REP,2213-6711,2213-6711,5.9,2.233
STEM CELL RESEARCH,STEM CELL RES,1873-5061,1876-7753,1.2,0.359
STEM CELL RESEARCH & THERAPY,STEM CELL RES THER,N/A,1757-6512,7.5,1.267
STEM CELL REVIEWS AND REPORTS,STEM CELL REV REP,2629-3269,2629-3277,4.8,0.839
STEM CELLS,STEM CELLS,1066-5099,1549-4918,5.2,1.317
STEM CELLS AND DEVELOPMENT,STEM CELLS DEV,1547-3287,1557-8534,4,0.732
STEM CELLS INTERNATIONAL,STEM CELLS INT,1687-966X,1687-9678,4.3,0.834
STEM CELLS TRANSLATIONAL MEDICINE,STEM CELL TRANSL MED,2157-6564,2157-6580,6,1.372
STEREOTACTIC AND FUNCTIONAL NEUROSURGERY,STEREOT FUNCT NEUROS,1011-6125,1423-0372,1.7,0.547
STEROIDS,STEROIDS,0039-128X,1878-5867,2.7,0.429
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,STOCH ENV RES RISK A,1436-3240,1436-3259,4.2,0.657
STOCHASTIC MODELS,STOCH MODELS,1532-6349,1532-4214,0.7,0.294
STOCHASTIC PROCESSES AND THEIR APPLICATIONS,STOCH PROC APPL,0304-4149,1879-209X,1.4,1.141
STOCHASTICS AND DYNAMICS,STOCH DYNAM,0219-4937,1793-6799,1.1,0.734
STOCHASTICS-AN INTERNATIONAL JOURNAL OF PROBABILITY AND STOCHASTIC PROCESSES,STOCHASTICS,1744-2508,1744-2516,0.9,0.482
STORIA DELL ARTE,STORIA ARTE,0392-4513,N/A,0.1,0.141
STRAD,STRAD,0039-2049,0039-2049,0.1,0.003
STRAHLENTHERAPIE UND ONKOLOGIE,STRAHLENTHER ONKOL,0179-7158,1439-099X,3.1,0.6
STRAIN,STRAIN,0039-2103,1475-1305,2.1,0.394
STRATEGIC ENTREPRENEURSHIP JOURNAL,STRATEG ENTREP J,1932-4391,1932-443X,6.3,3.664
STRATEGIC ORGANIZATION,STRATEG ORGAN,1476-1270,1741-315X,4.9,2.598
STRATIGRAPHY,STRATIGRAPHY,1547-139X,2331-656X,1.5,0.36
STRENGTH AND CONDITIONING JOURNAL,STRENGTH COND J,1524-1602,1533-4295,2.5,0.623
STRENGTH OF MATERIALS,STRENGTH MATER+,0039-2316,1573-9325,0.7,0.113
STRESS AND HEALTH,STRESS HEALTH,1532-3005,1532-2998,4.1,1.078
STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS,STRESS,1025-3890,1607-8888,2.3,0.784
STROJNISKI VESTNIK-JOURNAL OF MECHANICAL ENGINEERING,STROJ VESTN-J MECH E,0039-2480,N/A,1.7,0.213
STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,STRUCT MULTIDISCIP O,1615-147X,1615-1488,3.9,0.894
STRUCTURAL CHANGE AND ECONOMIC DYNAMICS,STRUCT CHANGE ECON D,0954-349X,1873-6017,6.1,0.921
STRUCTURAL CHEMISTRY,STRUCT CHEM,1040-0400,1572-9001,1.7,0.187
STRUCTURAL CONCRETE,STRUCT CONCRETE,1464-4177,1751-7648,3.2,0.53
STRUCTURAL CONTROL & HEALTH MONITORING,STRUCT CONTROL HLTH,1545-2255,1545-2263,5.4,1.036
STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS,STRUCT DES TALL SPEC,1541-7794,1541-7808,2.4,0.466
STRUCTURAL DYNAMICS-US,STRUCT DYNAM-US,N/A,2329-7778,2.8,1.108
STRUCTURAL ENGINEERING AND MECHANICS,STRUCT ENG MECH,1225-4568,1598-6217,2.2,0.261
STRUCTURAL ENGINEERING INTERNATIONAL,STRUCT ENG INT,1016-8664,1683-0350,1.1,0.276
STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,STRUCT EQU MODELING,1070-5511,1532-8007,6,2.951
STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,STRUCT HEALTH MONIT,1475-9217,1741-3168,6.6,1.279
STRUCTURAL SAFETY,STRUCT SAF,0167-4730,1879-3355,5.8,1.366
STRUCTURE,STRUCTURE,0969-2126,1878-4186,5.7,2.247
STRUCTURE AND INFRASTRUCTURE ENGINEERING,STRUCT INFRASTRUCT E,1573-2479,1744-8980,3.7,0.747
STRUMENTI CRITICI,STRUMENTI CRIT,0039-2618,0039-2618,0.1,0.067
STUDI E PROBLEMI DI CRITICA TESTUALE,STUD PROBL CRIT TEST,0049-2361,N/A,0.1,0.49
STUDI FRANCESI,STUD FRANCESI,0039-2944,0039-2944,0.1,0.074
STUDI MEDIEVALI,STUD MEDIEV,0391-8467,N/A,0.1,0.13
STUDI MUSICALI-NUOVA SERIE,STUD MUSIC,0391-7789,2037-6413,0.1,0.017
STUDI PIEMONTESI,STUD PIEMONTESI,0392-7261,N/A,0.1,0.021
STUDI STORICI,STUD STORICI,0039-3037,2036-458X,0.1,0.165
STUDIA CANONICA,STUD CANONICA,2295-3019,2295-3027,0.1,0.117
STUDIA GEOPHYSICA ET GEODAETICA,STUD GEOPHYS GEOD,0039-3169,1573-1626,0.9,0.256
STUDIA LINGUISTICA,STUD LINGUISTICA,0039-3193,1467-9582,0.6,0.393
STUDIA LOGICA,STUD LOGICA,0039-3215,1572-8730,0.7,0.542
STUDIA MATHEMATICA,STUD MATH,0039-3223,1730-6337,0.8,0.706
STUDIA MONASTICA,STUD MONASTICA,0039-3258,N/A,0.1,0.01
STUDIA MUSICOLOGICA,STUD MUSICOL,1788-6244,1789-2422,0.1,0.163
STUDIA NEOPHILOLOGICA,STUD NEOPHILOL,0039-3274,1651-2308,0.4,0.514
STUDIA PHAENOMENOLOGICA,STUD PHAENOMENOL,1582-5647,2069-0061,0.4,0.458
STUDIA PSYCHOLOGICA,STUD PSYCHOL,0039-3320,2585-8815,1.2,0.28
STUDIA ROSENTHALIANA,STUD ROSENTHALIANA,1781-7838,1783-1792,0.4,0.278
STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA,STUD SCI MATH HUNG,0081-6906,1588-2896,0.7,0.379
STUDIA THEOLOGICA-CZECH REPUBLIC,STUDIA THEOL-CZECH R,1212-8570,2570-9798,0.3,0.054
STUDIES IN AMERICAN INDIAN LITERATURES,STUD AM INDIAN LIT,0730-3238,1548-9590,0.4,0.326
STUDIES IN AMERICAN JEWISH LITERATURE,STUD AM JEW LIT,0271-9274,1948-5077,0.3,0.127
STUDIES IN AMERICAN POLITICAL DEVELOPMENT,STUD AM POLIT DEV,0898-588X,1469-8692,0.8,0.541
STUDIES IN APPLIED MATHEMATICS,STUD APPL MATH,0022-2526,1467-9590,2.7,1.079
STUDIES IN CANADIAN LITERATURE-ETUDES EN LITTERATURE CANADIENNE,STUD CAN LIT,0380-6995,1718-7850,0.1,0.072
STUDIES IN CHRISTIAN ETHICS,STUD CHRIST ETHICS,0953-9468,1745-5235,0.3,0.382
STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,STUD COMP INT DEV,0039-3606,1936-6167,2.7,1.412
STUDIES IN CONFLICT & TERRORISM,STUD CONFL TERROR,1057-610X,1521-0731,2,0.822
STUDIES IN CONSERVATION,STUD CONSERV,0039-3630,2047-0584,0.8,0.201
STUDIES IN CONTINUING EDUCATION,STUD CONTIN EDUC,0158-037X,1470-126X,1.5,0.559
STUDIES IN EAST EUROPEAN THOUGHT,STUD E EUR THOUGHT,0925-9392,1573-0948,0.2,0.349
STUDIES IN EDUCATIONAL EVALUATION,STUD EDUC EVAL,0191-491X,N/A,3.1,0.76
STUDIES IN ENGLISH LITERATURE 1500-1900,STUD ENGL LIT-1500,0039-3657,1522-9270,0.2,0.374
STUDIES IN FAMILY PLANNING,STUD FAMILY PLANN,0039-3665,1728-4465,2.1,1.413
STUDIES IN HIGHER EDUCATION,STUD HIGH EDUC,0307-5079,1470-174X,4.2,1.185
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,STUD HIST PHILOS SCI,0039-3681,1879-2510,1,0.696
STUDIES IN INFORMATICS AND CONTROL,STUD INFORM CONTROL,1220-1766,N/A,1.6,0.204
STUDIES IN LANGUAGE,STUD LANG,0378-4177,1569-9978,0.5,0.355
STUDIES IN LATIN AMERICAN POPULAR CULTURE,STUD LAT AM POP CULT,0730-9139,N/A,0.1,0.114
STUDIES IN MYCOLOGY,STUD MYCOL,0166-0616,1872-9797,16.5,4.112
STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS,STUD NONLINEAR DYN E,1081-1826,1558-3708,0.8,0.245
STUDIES IN PHILOLOGY,STUD PHILOL,0039-3738,1543-0383,0.2,0.83
STUDIES IN PHILOSOPHY AND EDUCATION,STUD PHILOS EDUC,0039-3746,1573-191X,1,0.487
STUDIES IN RELIGION-SCIENCES RELIGIEUSES,STUD RELIG-SCI RELIG,0008-4298,2042-0587,0.2,0.171
STUDIES IN ROMANTICISM,STUD ROMANTICISM,0039-3762,2330-118X,0.1,0.443
STUDIES IN SCIENCE EDUCATION,STUD SCI EDUC,0305-7267,1940-8412,4.9,1.504
STUDIES IN SECOND LANGUAGE ACQUISITION,STUD SECOND LANG ACQ,0272-2631,1470-1545,4.1,1.722
STUDIES IN THE HISTORY OF GARDENS & DESIGNED LANDSCAPES,STUD HIST GARD DES L,1460-1176,1943-2186,0.1,0.125
STUDIES IN THE NOVEL,STUD NOVEL,0039-3827,1934-1512,0.2,0.282
STUDIES IN THEATRE AND PERFORMANCE,STUD THEATR PERFORM,1468-2761,2040-0616,0.3,0.222
STUDIES IN WORLD CHRISTIANITY,STUD WORLD CHRIST,1354-9901,1750-0230,0.6,0.58
STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,STUD NEOTROP FAUNA E,0165-0521,1744-5140,0.9,0.229
STYLE,STYLE,0039-4238,2374-6629,0.8,1.023
SUB-STANCE,SUB-STANCE,0049-2426,1527-2095,0.3,0.592
SUBSTANCE ABUSE,SUBST ABUS,0889-7077,1547-0164,3.5,1.305
SUBSTANCE ABUSE TREATMENT PREVENTION AND POLICY,SUBST ABUSE TREAT PR,N/A,1747-597X,3.3,1.038
SUBSTANCE USE & MISUSE,SUBST USE MISUSE,1082-6084,1532-2491,2,0.634
SUCHTTHERAPIE,SUCHTTHERAPIE,1439-9903,1439-989X,0.2,0.023
SUGAR INDUSTRY-ZUCKERINDUSTRIE,SUGAR IND,0344-8657,N/A,0.4,0.041
SUGAR TECH,SUGAR TECH,0972-1525,0974-0740,1.9,0.241
SUICIDE AND LIFE-THREATENING BEHAVIOR,SUICIDE LIFE-THREAT,0363-0234,1943-278X,3.2,1.22
SUMARSKI LIST,SUMAR LIST,0373-1332,1846-9140,0.5,0.076
SUNGKYUN JOURNAL OF EAST ASIAN STUDIES,SUNGKYUN J EAST ASIA,1598-2661,N/A,0.1,0.202
SUPERCONDUCTOR SCIENCE & TECHNOLOGY,SUPERCOND SCI TECH,0953-2048,1361-6668,3.6,0.954
SUPERLATTICES AND MICROSTRUCTURES,SUPERLATTICE MICROST,0749-6036,1096-3677,3.1,0.34
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,SUPPLY CHAIN MANAG,1359-8546,1758-6852,8.8,1.683
SUPPORTIVE CARE IN CANCER,SUPPORT CARE CANCER,0941-4355,1433-7339,3.1,0.875
SURFACE & COATINGS TECHNOLOGY,SURF COAT TECH,0257-8972,1879-3347,5.4,0.644
SURFACE AND INTERFACE ANALYSIS,SURF INTERFACE ANAL,0142-2421,1096-9918,1.7,0.342
SURFACE COATINGS INTERNATIONAL,SURF COAT INT,1754-0925,N/A,0.1,0.007
SURFACE INNOVATIONS,SURF INNOV,2050-6252,2050-6260,3.5,0.359
SURFACE REVIEW AND LETTERS,SURF REV LETT,0218-625X,1793-6667,1.1,0.131
SURFACE SCIENCE,SURF SCI,0039-6028,1879-2758,1.9,0.365
SURFACE SCIENCE REPORTS,SURF SCI REP,0167-5729,1879-274X,9.8,2.956
SURGEON-JOURNAL OF THE ROYAL COLLEGES OF SURGEONS OF EDINBURGH AND IRELAND,SURG-J R COLL SURG E,1479-666X,2405-5840,2.5,0.727
SURGERY,SURGERY,0039-6060,N/A,3.8,1.256
SURGERY FOR OBESITY AND RELATED DISEASES,SURG OBES RELAT DIS,1550-7289,1878-7533,3.1,1.158
SURGERY TODAY,SURG TODAY,0941-1291,1436-2813,2.5,0.608
SURGICAL AND RADIOLOGIC ANATOMY,SURG RADIOL ANAT,0930-1038,1279-8517,1.4,0.308
SURGICAL CLINICS OF NORTH AMERICA,SURG CLIN N AM,0039-6109,1558-3171,3.1,0.816
SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,SURG ENDOSC,0930-2794,1432-2218,3.1,0.969
SURGICAL INFECTIONS,SURG INFECT,1096-2964,1557-8674,2,0.639
SURGICAL INNOVATION,SURG INNOV,1553-3506,1553-3514,1.5,0.444
SURGICAL LAPAROSCOPY ENDOSCOPY & PERCUTANEOUS TECHNIQUES,SURG LAPARO ENDO PER,1530-4515,1534-4908,1,0.325
SURGICAL ONCOLOGY CLINICS OF NORTH AMERICA,SURG ONCOL CLIN N AM,1055-3207,1558-5042,1.9,0.802
SURGICAL ONCOLOGY-OXFORD,SURG ONCOL,0960-7404,1879-3320,2.3,0.688
SURGICAL PRACTICE,SURG PRACT,1744-1625,1744-1633,0.8,0.14
SURVEY METHODOLOGY,SURV METHODOL,0714-0045,N/A,0.9,0.556
SURVEY OF OPHTHALMOLOGY,SURV OPHTHALMOL,0039-6257,1879-3304,5.1,1.668
SURVEY RESEARCH METHODS,SURV RES METHODS-GER,1864-3361,1864-3361,4.8,1.948
SURVEY REVIEW,SURV REV,0039-6265,1752-2706,1.6,0.289
SURVEYS IN GEOPHYSICS,SURV GEOPHYS,0169-3298,1573-0956,4.6,2.054
SURVIVAL,SURVIVAL,0039-6338,1468-2699,1.2,0.581
SUSTAINABILITY,SUSTAINABILITY-BASEL,N/A,2071-1050,3.9,0.526
SUSTAINABILITY SCIENCE,SUSTAIN SCI,1862-4065,1862-4057,6,1.514
SUSTAINABLE CITIES AND SOCIETY,SUSTAIN CITIES SOC,2210-6707,2210-6715,11.7,1.414
SUSTAINABLE COMPUTING-INFORMATICS & SYSTEMS,SUSTAIN COMPUT-INFOR,2210-5379,2210-5387,4.5,0.638
SUSTAINABLE DEVELOPMENT,SUSTAIN DEV,0968-0802,1099-1719,12.5,1.323
SWISS JOURNAL OF GEOSCIENCES,SWISS J GEOSCI,1661-8726,1661-8734,3.1,0.818
SWISS JOURNAL OF PSYCHOLOGY,SWISS J PSYCHOL,1421-0185,1662-0879,0.8,0.39
SWISS MEDICAL WEEKLY,SWISS MED WKLY,1424-7860,1424-3997,2.9,0.72
SWISS POLITICAL SCIENCE REVIEW,SWISS POLIT SCI REV,1424-7755,1662-6370,2.1,1.75
SYDOWIA,SYDOWIA,0082-0598,N/A,2,0.424
SYLWAN,SYLWAN,0039-7660,N/A,0.6,0.07
SYMBIOSIS,SYMBIOSIS,0334-5114,1878-7665,2.5,0.447
SYMBOLAE OSLOENSES,SYMB OSLO,0039-7679,1502-7805,0.3,0.482
