JournalFullName,Journal,ISSN,2021IF,2021AI
PANCREAS,PANCREAS,0885-3177,3.243,0.848
PANCREATOLOGY,PANCREATOLOGY,1424-3903,3.977,1.056
PANMINERVA MEDICA,PANMINERVA MED,0031-0808,5.268,0.602
Panoeconomicus,PANOECONOMICUS,1452-595X,0.984,0.188
Papeles de Poblacion,PAPELES POBLAC,1405-7425,0.277,0.144
Papers in Palaeontology,PAP PALAEONTOL,2056-2799,3.349,0.786
PAPERS IN REGIONAL SCIENCE,PAP REG SCI,1056-8190,2.186,0.64
Parallax,PARALLAX,1353-4645,0.283,0.447
PARALLEL COMPUTING,PARALLEL COMPUT,0167-8191,0.983,0.301
Parasite,PARASITE,1252-607X,3.02,0.675
PARASITE IMMUNOLOGY,PARASITE IMMUNOL,0141-9838,2.206,0.542
Parasites & Vectors,PARASITE VECTOR,1756-3305,4.047,0.859
PARASITOLOGY,PARASITOLOGY,0031-1820,3.243,0.749
PARASITOLOGY INTERNATIONAL,PARASITOL INT,1383-5769,2.106,0.457
PARASITOLOGY RESEARCH,PARASITOL RES,0932-0113,2.383,0.431
Parenting-Science and Practice,PARENT-SCI PRACT,1529-5192,1.585,0.663
PARKINSONISM & RELATED DISORDERS,PARKINSONISM RELAT D,1353-8020,4.402,1.246
Parkinsons Disease,PARKINSONS DIS-US,2090-8083,3.17,0.819
PARLIAMENTARY AFFAIRS,PARLIAMENT AFF,0031-2290,1.324,0.912
PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION,PART PART SYST CHAR,0934-0866,3.467,0.522
Particle and Fibre Toxicology,PART FIBRE TOXICOL,1743-8977,9.112,1.48
PARTICULATE SCIENCE AND TECHNOLOGY,PARTICUL SCI TECHNOL,0272-6351,2.628,0.313
Particuology,PARTICUOLOGY,1674-2001,3.251,0.561
PARTY POLITICS,PARTY POLIT,1354-0688,2.526,1.607
PAST & PRESENT,PAST PRESENT,0031-2746,2.326,2.178
PATHOBIOLOGY,PATHOBIOLOGY,1015-2008,3.916,0.839
Pathogens,PATHOGENS,2076-0817,4.531,0.849
Pathogens and Disease,PATHOG DIS,2049-632X,3.951,0.82
Pathogens and Global Health,PATHOG GLOB HEALTH,2047-7724,3.735,0.889
PATHOLOGE,PATHOLOGE,0172-8113,0.973,0.147
PATHOLOGY,PATHOLOGY,0031-3025,5.335,1.21
PATHOLOGY & ONCOLOGY RESEARCH,PATHOL ONCOL RES,1219-4956,2.874,0.504
PATHOLOGY INTERNATIONAL,PATHOL INT,1320-5463,2.121,0.56
PATHOLOGY RESEARCH AND PRACTICE,PATHOL RES PRACT,0344-0338,3.309,0.475
PATIENT EDUCATION AND COUNSELING,PATIENT EDUC COUNS,0738-3991,3.467,1.063
Patient Preference and Adherence,PATIENT PREFER ADHER,1177-889X,2.314,0.748
Patient-Patient Centered Outcomes Research,PATIENT,1178-1653,3.481,1.092
PATTERN ANALYSIS AND APPLICATIONS,PATTERN ANAL APPL,1433-7541,2.307,0.356
PATTERN RECOGNITION,PATTERN RECOGN,0031-3203,8.518,1.689
PATTERN RECOGNITION LETTERS,PATTERN RECOGN LETT,0167-8655,4.757,0.805
PATTERNS OF PREJUDICE,PATTERNS PREJUDICE,0031-322X,1.434,1.018
PCI JOURNAL,PCI J,0887-9672,1.103,0.238
Peacebuilding,PEACEBUILDING,2164-7259,2.106,0.675
Pedagogische Studien,PEDAGOG STUD,0165-0645,0.44,0.077
PEDIATRIC ALLERGY AND IMMUNOLOGY,PEDIAT ALLERG IMM-UK,0905-6157,5.464,1.266
Pediatric Allergy Immunology and Pulmonology,PEDIAT ALLER IMM PUL,2151-321X,0.885,0.215
PEDIATRIC AND DEVELOPMENTAL PATHOLOGY,PEDIATR DEVEL PATHOL,1093-5266,2.266,0.536
PEDIATRIC ANESTHESIA,PEDIATR ANESTH,1155-5645,2.129,0.549
PEDIATRIC ANNALS,PEDIATR ANN,0090-4481,1.523,0.392
PEDIATRIC BLOOD & CANCER,PEDIATR BLOOD CANCER,1545-5009,3.838,1.052
PEDIATRIC CARDIOLOGY,PEDIATR CARDIOL,0172-0643,1.838,0.561
PEDIATRIC CLINICS OF NORTH AMERICA,PEDIATR CLIN N AM,0031-3955,3.58,1.145
Pediatric Critical Care Medicine,PEDIATR CRIT CARE ME,1529-7535,3.971,1.1
PEDIATRIC DENTISTRY,PEDIATR DENT,0164-1263,2.378,0.663
PEDIATRIC DERMATOLOGY,PEDIATR DERMATOL,0736-8046,1.997,0.444
PEDIATRIC DIABETES,PEDIATR DIABETES,1399-543X,3.409,1.421
PEDIATRIC DRUGS,PEDIATR DRUGS,1174-5878,3.93,0.824
PEDIATRIC EMERGENCY CARE,PEDIATR EMERG CARE,0749-5161,1.602,0.422
PEDIATRIC EXERCISE SCIENCE,PEDIATR EXERC SCI,0899-8493,2.395,0.602
PEDIATRIC HEMATOLOGY AND ONCOLOGY,PEDIATR HEMAT ONCOL,0888-0018,2.07,0.608
PEDIATRIC INFECTIOUS DISEASE JOURNAL,PEDIATR INFECT DIS J,0891-3668,3.806,0.932
PEDIATRIC NEPHROLOGY,PEDIATR NEPHROL,0931-041X,3.651,0.859
PEDIATRIC NEUROLOGY,PEDIATR NEUROL,0887-8994,4.21,1.06
PEDIATRIC NEUROSURGERY,PEDIATR NEUROSURG,1016-2291,1.165,0.328
Pediatric Obesity,PEDIATR OBES,2047-6310,3.91,0.981
Pediatric Physical Therapy,PEDIATR PHYS THER,0898-5669,1.452,0.405
PEDIATRIC PULMONOLOGY,PEDIATR PULM,8755-6863,4.09,0.855
PEDIATRIC RADIOLOGY,PEDIATR RADIOL,0301-0449,3.005,0.649
PEDIATRIC RESEARCH,PEDIATR RES,0031-3998,3.953,1.091
Pediatric Rheumatology,PEDIATR RHEUMATOL,1546-0096,3.413,0.933
PEDIATRIC SURGERY INTERNATIONAL,PEDIATR SURG INT,0179-0358,2.003,0.561
PEDIATRIC TRANSPLANTATION,PEDIATR TRANSPLANT,1397-3142,1.551,0.427
PEDIATRICS,PEDIATRICS,0031-4005,9.703,3.097
Pediatrics and Neonatology,PEDIATR NEONATOL,1875-9572,2.586,0.533
PEDIATRICS INTERNATIONAL,PEDIATR INT,1328-8067,1.617,0.351
PEDOBIOLOGIA,PEDOBIOLOGIA,0031-4056,2.128,0.612
PEDOSPHERE,PEDOSPHERE,1002-0160,5.514,0.888
Peer-to-Peer Networking and Applications,PEER PEER NETW APPL,1936-6442,3.488,0.566
PeerJ,PEERJ,2167-8359,3.061,0.796
PeerJ Computer Science,PEERJ COMPUT SCI,2376-5992,2.411,1.572
Peptide Science,PEPTIDE SCI,2475-8817,2.592,0.567
PEPTIDES,PEPTIDES,0196-9781,3.867,0.745
PERCEPTION,PERCEPTION,0301-0066,1.695,0.566
PERCEPTUAL AND MOTOR SKILLS,PERCEPT MOTOR SKILL,0031-5125,2.212,0.425
Perfiles Latinoamericanos,PERFILES LATINOAM,0188-7653,0.4,0.232
PERFORMANCE EVALUATION,PERFORM EVALUATION,0166-5316,2.205,0.715
PERFUSION-UK,PERFUSION-UK,0267-6591,1.581,0.364
Periodica Mathematica Hungarica,PERIOD MATH HUNG,0031-5303,0.672,0.429
PERIODICA POLYTECHNICA-CHEMICAL ENGINEERING,PERIOD POLYTECH-CHEM,0324-5853,1.744,0.194
Periodica Polytechnica-Civil Engineering,PERIOD POLYTECH-CIV,0553-6626,1.659,0.229
Periodico di Mineralogia,PERIOD MINERAL,0369-8963,0.825,0.302
PERIODICUM BIOLOGORUM,PERIOD BIOL,0031-5362,0.333,0.162
PERIODONTOLOGY 2000,PERIODONTOL 2000,0906-6713,12.239,3.072
Perioperative Medicine,PERIOPER MED-LONDON,2047-0525,2.904,1.056
PERITONEAL DIALYSIS INTERNATIONAL,PERITON DIALYSIS INT,0896-8608,2.879,0.789
PERSONALITY AND INDIVIDUAL DIFFERENCES,PERS INDIV DIFFER,0191-8869,3.95,1.033
Personality and Mental Health,PERSONAL MENT HEALTH,1932-8621,3.304,0.94
PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,PERS SOC PSYCHOL B,0146-1672,4.56,2.062
PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,PERS SOC PSYCHOL REV,1088-8683,16.161,8.428
Personality Disorders-Theory Research and Treatment,PERSONAL DISORD,1949-2715,4.627,1.628
Personalized Medicine,PERS MED,1741-0541,2.119,0.624
PERSONNEL PSYCHOLOGY,PERS PSYCHOL,0031-5826,5.47,4.793
PERSONNEL REVIEW,PERS REV,0048-3486,3.228,0.696
PERSOONIA,PERSOONIA,0031-5850,11.658,2.519
PERSPECTIVES IN BIOLOGY AND MEDICINE,PERSPECT BIOL MED,0031-5982,0.941,0.305
Perspectives in Ecology and Conservation,PERSPECT ECOL CONSER,2530-0644,5.652,1.406
PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,PERSPECT PLANT ECOL,1433-8319,3.842,0.989
PERSPECTIVES IN PSYCHIATRIC CARE,PERSPECT PSYCHIATR C,0031-5990,2.223,0.41
Perspectives in Public Health,PERSPECT PUBLIC HEAL,1757-9139,3.627,1.283
Perspectives on Behavior Science,PERSPECT BEHAV SCI,2520-8969,3.226,0.782
Perspectives on Medical Education,PERSPECT MED EDUC,2212-2761,4.113,1.259
Perspectives on Politics,PERSPECT POLIT,1537-5927,4.847,3.134
Perspectives on Psychological Science,PERSPECT PSYCHOL SCI,1745-6916,11.621,5.767
PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,PERSPECT SEX REPRO H,1538-6341,5.706,2.766
Perspectives-Studies in Translation Theory and Practice,PERSPECT STUD TRANSL,0907-676X,1,0.498
Pervasive and Mobile Computing,PERVASIVE MOB COMPUT,1574-1192,3.848,0.528
PESQUISA AGROPECUARIA BRASILEIRA,PESQUI AGROPECU BRAS,0100-204X,1.1,0.292
PESQUISA VETERINARIA BRASILEIRA,PESQUI VET BRASIL,0100-736X,0.601,0.135
PEST MANAGEMENT SCIENCE,PEST MANAG SCI,1526-498X,4.462,0.81
PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY,PESTIC BIOCHEM PHYS,0048-3575,4.966,0.727
PETROLEUM CHEMISTRY,PETROL CHEM+,0965-5441,1.258,0.17
Petroleum Exploration and Development,PETROL EXPLOR DEV+,1000-0747,5.194,0.826
PETROLEUM GEOSCIENCE,PETROL GEOSCI,1354-0793,2.356,0.76
Petroleum Science,PETROL SCI,1672-5107,4.757,0.69
PETROLEUM SCIENCE AND TECHNOLOGY,PETROL SCI TECHNOL,1091-6466,1.695,0.218
PETROLOGY,PETROLOGY+,0869-5911,1.303,0.458
Petrophysics,PETROPHYSICS,1529-9074,1.366,0.341
PFERDEHEILKUNDE,PFERDEHEILKUNDE,0177-7726,0.274,0.072
PFG-Journal of Photogrammetry Remote Sensing and Geoinformation Science,PFG-J PHOTOGRAMM REM,2512-2789,3.292,0.495
Pflege,PFLEGE,1012-5302,1.317,0.144
PFLUGERS ARCHIV-EUROPEAN JOURNAL OF PHYSIOLOGY,PFLUG ARCH EUR J PHY,0031-6768,4.458,0.969
PHARMACEUTICAL BIOLOGY,PHARM BIOL,1388-0209,3.889,0.535
PHARMACEUTICAL CHEMISTRY JOURNAL,PHARM CHEM J+,0091-150X,1.063,0.098
PHARMACEUTICAL DEVELOPMENT AND TECHNOLOGY,PHARM DEV TECHNOL,1083-7450,3.915,0.454
PHARMACEUTICAL RESEARCH,PHARM RES-DORDR,0724-8741,4.58,0.765
PHARMACEUTICAL STATISTICS,PHARM STAT,1539-1604,1.234,1.006
Pharmaceuticals,PHARMACEUTICALS-BASE,1424-8247,5.215,0.896
Pharmaceutics,PHARMACEUTICS,1999-4923,6.525,0.879
PHARMACOECONOMICS,PHARMACOECONOMICS,1170-7690,4.558,1.588
PHARMACOEPIDEMIOLOGY AND DRUG SAFETY,PHARMACOEPIDEM DR S,1053-8569,2.732,1.086
Pharmacogenetics and Genomics,PHARMACOGENET GENOM,1744-6872,2,0.695
PHARMACOGENOMICS,PHARMACOGENOMICS,1462-2416,2.638,0.47
Pharmacogenomics & Personalized Medicine,PHARMACOGEN PERS MED,1178-7066,2.606,0.747
PHARMACOGENOMICS JOURNAL,PHARMACOGENOMICS J,1470-269X,3.245,0.74
Pharmacognosy Magazine,PHARMACOGN MAG,0973-1296,0.948,0.192
Pharmacological Reports,PHARMACOL REP,1734-1140,3.919,0.517
PHARMACOLOGICAL RESEARCH,PHARMACOL RES,1043-6618,10.334,1.494
PHARMACOLOGICAL REVIEWS,PHARMACOL REV,0031-6997,18.923,6.267
PHARMACOLOGY,PHARMACOLOGY,0031-7012,3.429,0.461
PHARMACOLOGY & THERAPEUTICS,PHARMACOL THERAPEUT,0163-7258,13.4,2.767
PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,PHARMACOL BIOCHEM BE,0091-3057,3.697,0.716
Pharmacology Research & Perspectives,PHARMACOL RES PERSPE,2052-1707,2.963,0.773
PHARMACOPSYCHIATRY,PHARMACOPSYCHIATRY,0176-3679,2.544,1.028
PHARMACOTHERAPY,PHARMACOTHERAPY,0277-0008,6.251,1.318
PHARMAZIE,PHARMAZIE,0031-7144,1.515,0.218
PHASE TRANSITIONS,PHASE TRANSIT,0141-1594,1.529,0.205
PHI DELTA KAPPAN,PHI DELTA KAPPAN,0031-7217,0.98,0.327
PHILIPPINE AGRICULTURAL SCIENTIST,PHILIPP AGRIC SCI,0031-7454,0.191,0.062
Philippine Journal of Crop Science,PHILIPP J CROP SCI,0115-463X,0.197,0.046
Philosophia Mathematica,PHILOS MATH,0031-8019,1.111,0.74
PHILOSOPHICAL MAGAZINE,PHILOS MAG,1478-6435,1.948,0.439
PHILOSOPHICAL MAGAZINE LETTERS,PHIL MAG LETT,0950-0839,1.195,0.254
PHILOSOPHICAL PSYCHOLOGY,PHILOS PSYCHOL,0951-5089,1.573,0.686
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,PHILOS T R SOC A,1364-503X,4.019,1.578
PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,PHILOS T R SOC B,0962-8436,6.671,2.802
PHILOSOPHY & PUBLIC AFFAIRS,PHILOS PUBLIC AFF,0048-3915,2.2,2.939
Philosophy Ethics and Humanities in Medicine,PHILOS ETHICS HUM ME,1747-5341,2.2,0.598
PHILOSOPHY OF SCIENCE,PHILOS SCI,0031-8248,1.752,0.967
PHILOSOPHY OF THE SOCIAL SCIENCES,PHILOS SOC SCI,0048-3931,0.984,0.5
PHLEBOLOGY,PHLEBOLOGY,0268-3555,1.701,0.407
PHONETICA,PHONETICA,0031-8388,1.324,0.718
Phonology,PHONOLOGY,0952-6757,1.214,0.906
PHOSPHORUS SULFUR AND SILICON AND THE RELATED ELEMENTS,PHOSPHORUS SULFUR,1042-6507,1.052,0.124
Photoacoustics,PHOTOACOUSTICS,2213-5979,9.656,1.883
Photobiomodulation Photomedicine and Laser Surgery,PHOTOBIOMOD PHOTOMED,2578-5478,2.744,0.456
PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,PHOTOCH PHOTOBIO SCI,1474-905X,4.328,0.652
PHOTOCHEMISTRY AND PHOTOBIOLOGY,PHOTOCHEM PHOTOBIOL,0031-8655,3.521,0.632
PHOTODERMATOLOGY PHOTOIMMUNOLOGY & PHOTOMEDICINE,PHOTODERMATOL PHOTO,0905-4383,3.254,0.6
Photodiagnosis and Photodynamic Therapy,PHOTODIAGN PHOTODYN,1572-1000,3.577,0.423
PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING,PHOTOGRAMM ENG REM S,0099-1112,1.469,0.342
PHOTOGRAMMETRIC RECORD,PHOTOGRAMM REC,0031-868X,2.618,0.502
PHOTONIC NETWORK COMMUNICATIONS,PHOTONIC NETW COMMUN,1387-974X,1.768,0.227
Photonic Sensors,PHOTONIC SENS,1674-9251,2.814,0.342
Photonics,PHOTONICS-BASEL,2304-6732,2.536,0.444
Photonics and Nanostructures-Fundamentals and Applications,PHOTONIC NANOSTRUCT,1569-4410,3.064,0.393
Photonics Research,PHOTONICS RES,2327-9125,7.254,1.495
PHOTOSYNTHESIS RESEARCH,PHOTOSYNTH RES,0166-8595,3.429,0.7
PHOTOSYNTHETICA,PHOTOSYNTHETICA,0300-3604,2.482,0.497
PHYCOLOGIA,PHYCOLOGIA,0031-8884,3.088,0.578
PHYCOLOGICAL RESEARCH,PHYCOL RES,1322-0829,1.56,0.34
PHYLLOMEDUSA,PHYLLOMEDUSA,1519-1397,0.508,0.128
PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,PHYSICA A,0378-4371,3.778,0.529
PHYSICA B-CONDENSED MATTER,PHYSICA B,0921-4526,2.988,0.33
PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS,PHYSICA C,0921-4534,1.534,0.267
PHYSICA D-NONLINEAR PHENOMENA,PHYSICA D,0167-2789,3.751,0.954
PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES,PHYSICA E,1386-9477,3.369,0.449
Physica Medica-European Journal of Medical Physics,PHYS MEDICA,1120-1797,3.119,0.61
PHYSICA SCRIPTA,PHYS SCRIPTA,0031-8949,3.081,0.546
PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE,PHYS STATUS SOLIDI A,1862-6300,2.17,0.36
PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS,PHYS STATUS SOLIDI B,0370-1972,1.782,0.331
Physica Status Solidi-Rapid Research Letters,PHYS STATUS SOLIDI-R,1862-6254,3.277,0.637
PHYSICAL & OCCUPATIONAL THERAPY IN PEDIATRICS,PHYS OCCUP THER PEDI,0194-2638,2.297,0.597
Physical and Engineering Sciences in Medicine,PHYS ENG SCI MED,2662-4729,7.099,1.089
PHYSICAL BIOLOGY,PHYS BIOL,1478-3967,2.959,0.687
PHYSICAL CHEMISTRY CHEMICAL PHYSICS,PHYS CHEM CHEM PHYS,1463-9076,3.945,0.754
Physical Communication,PHYS COMMUN-AMST,1874-4907,2.379,0.309
Physical Education and Sport Pedagogy,PHYS EDUC SPORT PEDA,1740-8989,4.638,0.909
PHYSICAL GEOGRAPHY,PHYS GEOGR,0272-3646,2.075,0.381
Physical Medicine and Rehabilitation Clinics of North America,PHYS MED REH CLIN N,1047-9651,2.391,0.825
Physical Mesomechanics,PHYS MESOMECH,1029-9599,2.025,0.243
PHYSICAL REVIEW A,PHYS REV A,2469-9926,2.971,0.805
Physical Review Accelerators and Beams,PHYS REV ACCEL BEAMS,2469-9888,1.879,0.571
Physical Review Applied,PHYS REV APPL,2331-7019,4.931,1.483
PHYSICAL REVIEW B,PHYS REV B,2469-9950,3.908,0.977
PHYSICAL REVIEW C,PHYS REV C,2469-9985,3.199,0.722
PHYSICAL REVIEW D,PHYS REV D,2470-0010,5.407,1.108
PHYSICAL REVIEW E,PHYS REV E,2470-0045,2.707,0.733
Physical Review Fluids,PHYS REV FLUIDS,2469-990X,2.895,0.936
PHYSICAL REVIEW LETTERS,PHYS REV LETT,0031-9007,9.185,3.227
Physical Review Materials,PHYS REV MATER,2475-9953,3.98,1.173
Physical Review Physics Education Research,PHYS REV PHYS EDUC R,2469-9896,2.359,0.627
Physical Review X,PHYS REV X,2160-3308,14.417,6.553
Physical Therapy & Rehabilitation Journal,PHYS THER REHABIL J,0031-9023,3.679,1.126
PHYSICAL THERAPY IN SPORT,PHYS THER SPORT,1466-853X,2.92,0.81
PHYSICIAN AND SPORTSMEDICINE,PHYSICIAN SPORTSMED,0091-3847,2.758,0.74
Physicochemical Problems of Mineral Processing,PHYSICOCHEM PROBL MI,1643-1049,1.047,0.186
Physics and Chemistry of Glasses-European Journal of Glass Science and Technology Part B,PHYS CHEM GLASSES-B,1753-3562,0.787,0.149
PHYSICS AND CHEMISTRY OF LIQUIDS,PHYS CHEM LIQ,0031-9104,1.838,0.207
PHYSICS AND CHEMISTRY OF MINERALS,PHYS CHEM MINER,0342-1791,1.748,0.492
PHYSICS AND CHEMISTRY OF THE EARTH,PHYS CHEM EARTH,1474-7065,3.311,0.558
PHYSICS IN MEDICINE AND BIOLOGY,PHYS MED BIOL,0031-9155,4.174,0.79
PHYSICS IN PERSPECTIVE,PHYS PERSPECT,1422-6944,0.35,0.218
PHYSICS LETTERS A,PHYS LETT A,0375-9601,2.707,0.483
PHYSICS LETTERS B,PHYS LETT B,0370-2693,4.95,1.244
PHYSICS OF ATOMIC NUCLEI,PHYS ATOM NUCL+,1063-7788,0.41,0.096
PHYSICS OF FLUIDS,PHYS FLUIDS,1070-6631,4.98,0.802
Physics of Life Reviews,PHYS LIFE REV,1571-0645,9.833,4.185
PHYSICS OF METALS AND METALLOGRAPHY,PHYS MET METALLOGR+,0031-918X,1.319,0.147
PHYSICS OF PARTICLES AND NUCLEI,PHYS PART NUCLEI+,1063-7796,0.786,0.154
PHYSICS OF PLASMAS,PHYS PLASMAS,1070-664X,2.357,0.552
Physics of the Dark Universe,PHYS DARK UNIVERSE,2212-6864,5.09,1.364
PHYSICS OF THE EARTH AND PLANETARY INTERIORS,PHYS EARTH PLANET IN,0031-9201,2.748,0.968
PHYSICS OF THE SOLID STATE,PHYS SOLID STATE+,1063-7834,0.848,0.142
Physics of Wave Phenomena,PHYS WAVE PHENOM,1541-308X,1.108,0.107
PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,PHYS REP,0370-1573,30.51,10.523
PHYSICS TEACHER,PHYS TEACH,0031-921X,0.566,0.185
PHYSICS TODAY,PHYS TODAY,0031-9228,3.938,1.55
PHYSICS WORLD,PHYS WORLD,0953-8585,0.515,0.101
PHYSICS-USPEKHI,PHYS-USP+,1063-7869,2.943,0.802
PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN,PHYS MED REHAB KUROR,0940-6689,0.8,0.115
PHYSIOLOGIA PLANTARUM,PHYSIOL PLANTARUM,0031-9317,5.081,0.805
PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,PHYSIOL BIOCHEM ZOOL,1522-2152,2.322,0.699
PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,PHYSIOL MOL PLANT P,0885-5765,2.741,0.391
PHYSIOLOGICAL ENTOMOLOGY,PHYSIOL ENTOMOL,0307-6962,1.929,0.392
PHYSIOLOGICAL GENOMICS,PHYSIOL GENOMICS,1094-8341,4.297,0.915
PHYSIOLOGICAL MEASUREMENT,PHYSIOL MEAS,0967-3334,2.688,0.621
PHYSIOLOGICAL RESEARCH,PHYSIOL RES,0862-8408,2.139,0.403
PHYSIOLOGICAL REVIEWS,PHYSIOL REV,0031-9333,46.5,12.045
PHYSIOLOGY,PHYSIOLOGY,1548-9213,11.846,3.248
PHYSIOLOGY & BEHAVIOR,PHYSIOL BEHAV,0031-9384,3.742,0.804
PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS,PHYSIOL MOL BIOL PLA,0971-5894,3.023,0.464
Physiology International,PHYSIOL INT,2498-602X,1.697,0.324
Physiotherapy,PHYSIOTHERAPY,0031-9406,3.704,0.997
Physiotherapy Canada,PHYSIOTHER CAN,0300-0508,1.039,0.425
PHYSIOTHERAPY THEORY AND PRACTICE,PHYSIOTHER THEOR PR,0959-3985,2.176,0.593
Phytobiomes Journal,PHYTOBIOMES J,2471-2906,5.19,1.045
PHYTOCHEMICAL ANALYSIS,PHYTOCHEM ANALYSIS,0958-0344,3.024,0.403
PHYTOCHEMISTRY,PHYTOCHEMISTRY,0031-9422,4.004,0.641
Phytochemistry Letters,PHYTOCHEM LETT,1874-3900,1.873,0.277
PHYTOCHEMISTRY REVIEWS,PHYTOCHEM REV,1568-7767,7.741,1.196
PHYTOCOENOLOGIA,PHYTOCOENOLOGIA,0340-269X,1.314,0.489
PhytoKeys,PHYTOKEYS,1314-2011,1.317,0.403
PHYTOMEDICINE,PHYTOMEDICINE,0944-7113,6.656,0.77
PHYTON-ANNALES REI BOTANICAE,PHYTON-ANN REI BOT A,0079-2047,0.36,0.153
PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY,PHYTON-INT J EXP BOT,0031-9457,1.407,0.129
PHYTOPARASITICA,PHYTOPARASITICA,0334-2123,1.809,0.317
PHYTOPATHOLOGIA MEDITERRANEA,PHYTOPATHOL MEDITERR,0031-9465,1.788,0.385
PHYTOPATHOLOGY,PHYTOPATHOLOGY,0031-949X,4.01,0.863
PHYTOPROTECTION,PHYTOPROTECTION,0031-9511,0.364,0.072
Phytotaxa,PHYTOTAXA,1179-3155,1.05,0.216
PHYTOTHERAPY RESEARCH,PHYTOTHER RES,0951-418X,6.388,0.774
Pigment & Resin Technology,PIGM RESIN TECHNOL,0369-9420,1.126,0.122
Pigment Cell & Melanoma Research,PIGM CELL MELANOMA R,1755-1471,4.159,1.181
Pituitary,PITUITARY,1386-341X,3.599,1.006
PLACENTA,PLACENTA,0143-4004,3.287,0.791
PLANETARY AND SPACE SCIENCE,PLANET SPACE SCI,0032-0633,2.085,0.742
Plankton & Benthos Research,PLANKTON BENTHOS RES,1880-8247,0.667,0.185
Planning Perspectives,PLAN PERSPECT,0266-5433,0.629,0.29
Planning Theory,PLAN THEOR,1473-0952,3.627,1.176
Planning Theory & Practice,PLAN THEORY PRACT,1464-9357,4.339,1.352
PLANT AND CELL PHYSIOLOGY,PLANT CELL PHYSIOL,0032-0781,4.937,1.213
PLANT AND SOIL,PLANT SOIL,0032-079X,4.993,0.966
PLANT BIOLOGY,PLANT BIOLOGY,1435-8603,3.877,0.619
PLANT BIOSYSTEMS,PLANT BIOSYST,1126-3504,1.781,0.311
Plant Biotechnology,PLANT BIOTECHNOL-NAR,1342-4580,1.308,0.29
PLANT BIOTECHNOLOGY JOURNAL,PLANT BIOTECHNOL J,1467-7644,13.263,2.17
Plant Biotechnology Reports,PLANT BIOTECHNOL REP,1863-5466,2.496,0.338
PLANT BREEDING,PLANT BREEDING,0179-9541,2.536,0.42
PLANT CELL,PLANT CELL,1040-4651,12.085,3.549
PLANT CELL AND ENVIRONMENT,PLANT CELL ENVIRON,0140-7791,7.947,1.7
PLANT CELL REPORTS,PLANT CELL REP,0721-7714,4.964,0.836
PLANT CELL TISSUE AND ORGAN CULTURE,PLANT CELL TISS ORG,0167-6857,2.726,0.356
Plant Direct,PLANT DIRECT,2475-4455,3.369,0.801
PLANT DISEASE,PLANT DIS,0191-2917,4.614,0.842
Plant Diversity,PLANT DIVERSITY,2096-2703,3.359,N/A
PLANT ECOLOGY,PLANT ECOL,1385-0237,1.99,0.504
Plant Ecology and Evolution,PLANT ECOL EVOL,2032-3913,1.345,0.351
PLANT FOODS FOR HUMAN NUTRITION,PLANT FOOD HUM NUTR,0921-9668,4.124,0.514
Plant Genetic Resources-Characterization and Utilization,PLANT GENET RESOUR-C,1479-2621,1.279,0.219
Plant Genome,PLANT GENOME-US,1940-3372,4.219,1.201
PLANT GROWTH REGULATION,PLANT GROWTH REGUL,0167-6903,3.242,0.51
PLANT JOURNAL,PLANT J,0960-7412,7.091,1.87
Plant Methods,PLANT METHODS,1746-4811,5.827,1.15
PLANT MOLECULAR BIOLOGY,PLANT MOL BIOL,0167-4412,4.335,0.936
PLANT MOLECULAR BIOLOGY REPORTER,PLANT MOL BIOL REP,0735-9640,1.816,0.314
PLANT PATHOLOGY,PLANT PATHOL,0032-0862,2.772,0.578
Plant Pathology Journal,PLANT PATHOLOGY J,1598-2254,2.321,0.418
PLANT PHYSIOLOGY,PLANT PHYSIOL,0032-0889,8.005,2.121
PLANT PHYSIOLOGY AND BIOCHEMISTRY,PLANT PHYSIOL BIOCH,0981-9428,5.437,0.778
